relative_path,classification,reason,depth,child_dirs,files,in_registry,prior_ledger,was_move_source,destination
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f18_r01/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f18_r01/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f18_r01/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f18_r01/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f18_r19_log/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f19_r1/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f19_r1/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f19_r1/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f19_r1/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f19_r20_current,EMPTY_POLICY_CONTAINER,prior ledger 가 이 위치의 존재를 요구 (reports/data_pallet_cleanup/stage2a/move_transaction.jsonl),4,4,0,False,reports/data_pallet_cleanup/stage2a/move_transaction.jsonl,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f19_r20_current/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f19_r20_current/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f19_r20_current/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_f19_r20_current/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx02_all_assets_initial_r01/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx02_all_assets_initial_r01/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx02_all_assets_initial_r01/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx02_all_assets_initial_r01/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx02_bvhfallback_r05/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx02_controlled_image_space_r01,EMPTY_POLICY_CONTAINER,prior ledger 가 이 위치의 존재를 요구 (reports/data_pallet_cleanup/stage2a/move_transaction.jsonl),4,4,0,False,reports/data_pallet_cleanup/stage2a/move_transaction.jsonl,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx02_controlled_image_space_r01/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx02_controlled_image_space_r01/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx02_controlled_image_space_r01/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx02_controlled_image_space_r01/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx02_explicit_primary_only_r01/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx02_explicit_primary_only_r01/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx02_explicit_primary_only_r01/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx02_explicit_primary_only_r01/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx02_norm_final_r01/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx02_prealign_r01,EMPTY_POLICY_CONTAINER,prior ledger 가 이 위치의 존재를 요구 (reports/data_pallet_cleanup/stage2a/move_transaction.jsonl),4,4,0,False,reports/data_pallet_cleanup/stage2a/move_transaction.jsonl,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx02_prealign_r01/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx02_prealign_r01/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx02_prealign_r01/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx02_prealign_r01/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx02_prealign_r02/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx02_scorestage_r06,EMPTY_POLICY_CONTAINER,prior ledger 가 이 위치의 존재를 요구 (reports/data_pallet_cleanup/stage2a/move_transaction.jsonl),4,4,0,False,reports/data_pallet_cleanup/stage2a/move_transaction.jsonl,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx02_scorestage_r06/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx02_scorestage_r06/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx02_scorestage_r06/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx02_scorestage_r06/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx02_swept_reservation_r04/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx02_swept_reservation_r04/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx02_swept_reservation_r04/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx02_swept_reservation_r04/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx02_swept_reservation_r05/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx02_targeted_u_r01/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx02_targetscore_r07,EMPTY_POLICY_CONTAINER,prior ledger 가 이 위치의 존재를 요구 (reports/data_pallet_cleanup/stage2a/move_transaction.jsonl),4,4,0,False,reports/data_pallet_cleanup/stage2a/move_transaction.jsonl,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx02_targetscore_r07/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx02_targetscore_r07/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx02_targetscore_r07/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx02_targetscore_r07/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx02_targetscore_r08/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx02_utility_first_r03/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r01,EMPTY_POLICY_CONTAINER,prior ledger 가 이 위치의 존재를 요구 (reports/data_pallet_cleanup/stage2a/move_transaction.jsonl),4,4,0,False,reports/data_pallet_cleanup/stage2a/move_transaction.jsonl,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r01/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r01/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r01/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r01/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r02,EMPTY_POLICY_CONTAINER,prior ledger 가 이 위치의 존재를 요구 (reports/data_pallet_cleanup/stage2a/move_transaction.jsonl),4,4,0,False,reports/data_pallet_cleanup/stage2a/move_transaction.jsonl,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r02/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r02/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r02/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r02/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r03,EMPTY_POLICY_CONTAINER,prior ledger 가 이 위치의 존재를 요구 (reports/data_pallet_cleanup/stage2a/move_transaction.jsonl),4,4,0,False,reports/data_pallet_cleanup/stage2a/move_transaction.jsonl,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r03/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r03/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r03/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r03/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r04/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r04/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r04/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r04/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r05/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r06/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r07,EMPTY_POLICY_CONTAINER,prior ledger 가 이 위치의 존재를 요구 (reports/data_pallet_cleanup/stage2a/move_transaction.jsonl),4,4,0,False,reports/data_pallet_cleanup/stage2a/move_transaction.jsonl,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r07/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r07/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r07/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r07/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r08/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r08/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r08/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r08/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r09/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r09/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r09/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r09/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r10/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r10/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r10/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r10/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r11/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r11/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r11/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r11/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r12/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r12/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r12/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r12/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r13/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r13/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r13/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r13/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r14/labels,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r14/logs,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r14/mask,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r14/rgb,EMPTY_PAYLOAD_SUBDIR,최종 구조 안의 빈 하위폴더 — 해당 항목/뼈대의 일부,5,0,0,False,,False,
data/pallet/runs/diagnostics/v2_scene_logic_probes/_v2_scene_logic_probe_seed7500_idx06_r15,EMPTY_POLICY_CONTAINER,prior ledger 가 이 위치의 존재를 요구 (reports/data_pallet_cleanup/stage2a/move_transaction.jsonl),4,4,0,False,reports/data_pallet_cleanup/stage2a/move_transaction.jsonl,False,
