folder,folder_ko,source,name,bx,by,bz,maxdim,faces,texture,license,url,mesh,notes,fill_ratio_mean,fill_ratio_std,fill_ratio_min,fill_ratio_max,fill_ratio_method,dp_indoor,dp_outdoor_day,dp_outdoor_night
indoor,실내,polyhaven,painted_wooden_cabinet,1.195,1.182,0.617,1.195,2227,yes,CC0-1.0,https://polyhaven.com/a/painted_wooden_cabinet,indoor/ph__painted_wooden_cabinet/painted_wooden_cabinet_1k.gltf,,0.9306,0.0245,0.8886,0.9498,projected,1,0,0
indoor,실내,polyhaven,plastic_broom,0.416,1.198,0.567,1.198,18736,yes,CC0-1.0,https://polyhaven.com/a/plastic_broom,indoor/ph__plastic_broom/plastic_broom_1k.gltf,,0.0612,0.0189,0.0342,0.0875,projected,1,0,0
indoor,실내,polyhaven,steel_frame_shelves_02,0.593,2.142,0.502,2.142,4348,yes,CC0-1.0,https://polyhaven.com/a/steel_frame_shelves_02,indoor/ph__steel_frame_shelves_02/steel_frame_shelves_02_1k.gltf,,0.2375,0.0442,0.1867,0.2815,projected,1,0,0
indoor,실내,polyhaven,watering_can_metal_01,0.191,0.197,0.452,0.452,11837,yes,CC0-1.0,https://polyhaven.com/a/watering_can_metal_01,indoor/ph__watering_can_metal_01/watering_can_metal_01_1k.gltf,,0.5443,0.1276,0.3957,0.7481,projected,1,0,0
indoor,실내,polyhaven,wooden_bookshelf_worn,1.374,2.063,0.581,2.063,10106,yes,CC0-1.0,https://polyhaven.com/a/wooden_bookshelf_worn,indoor/ph__wooden_bookshelf_worn/wooden_bookshelf_worn_1k.gltf,,0.6379,0.251,0.2443,0.9429,projected,1,0,0
indoor,실내,polyhaven,wooden_broom,0.49,1.454,0.113,1.454,14258,yes,CC0-1.0,https://polyhaven.com/a/wooden_broom,indoor/ph__wooden_broom/wooden_broom_1k.gltf,,0.4043,0.1483,0.2481,0.6485,projected,1,0,0
large,대,sketchfab,forklift_01,0.83,1.539,2.5,2.5,11100,yes,CC-BY-4.0,https://sketchfab.com/3d-models/forklift-bdb03db7036e436286f4e2fd34c02a89,large/sf__forklift_01/forklift_01.glb,"uid=bdb03db7036e436286f4e2fd34c02a89; author=fdgasd7; sketchfab_title=Forklift; category=forklift; normalized: upright Z-up, uniform-scaled to real max-dim 2.50m, grounded z=0, XY-centered",0.5646,0.1374,0.3656,0.7538,hybrid,1,1,1
large,대,sketchfab,forklift_02,2.5,1.774,0.928,2.5,57988,yes,CC-BY-4.0,https://sketchfab.com/3d-models/forklift-d40cae50e04145dd997cdca415cd72ad,large/sf__forklift_02/forklift_02.glb,"uid=d40cae50e04145dd997cdca415cd72ad; author=mansta9; sketchfab_title=Forklift; category=forklift; normalized: upright Z-up, uniform-scaled to real max-dim 2.50m, grounded z=0, XY-centered",0.5807,0.1199,0.397,0.7333,projected,1,1,1
large,대,sketchfab,cargo_truck_01,2.321,2.038,6.5,6.5,126240,yes,CC-BY-4.0,https://sketchfab.com/3d-models/isuzu-cargo-base-truck-6f5765ef13294287b5d14df4ba64d5bf,large/sf__cargo_truck_01/cargo_truck_01.glb,"uid=6f5765ef13294287b5d14df4ba64d5bf; author=VuckyZ123; sketchfab_title=Isuzu Cargo Base Truck; category=truck; normalized: upright Z-up, uniform-scaled to real max-dim 6.50m, grounded z=0, XY-centered",0.4835,0.1427,0.3209,0.7132,raster,1,1,1
large,대,sketchfab,delivery_truck_01,2.665,2.591,6.0,6.0,4096,yes,CC-BY-4.0,https://sketchfab.com/3d-models/delivery-truck-1d53f7fa474849db812102dfa5d070d0,large/sf__delivery_truck_01/delivery_truck_01.glb,"uid=1d53f7fa474849db812102dfa5d070d0; author=jasmin.daniel; sketchfab_title=DELIVERY TRUCK; category=truck; normalized: upright Z-up, uniform-scaled to real max-dim 6.00m, grounded z=0, XY-centered",0.7897,0.0269,0.7432,0.8066,projected,1,1,1
large,대,sketchfab,delivery_van_01,2.476,2.34,5.0,5.0,21317,yes,CC-BY-4.0,https://sketchfab.com/3d-models/european-delivery-van-0b2f1ad95a79419f9a092420024d329c,large/sf__delivery_van_01/delivery_van_01.glb,"uid=0b2f1ad95a79419f9a092420024d329c; author=evan.hiltz; sketchfab_title=European Delivery Van; category=van; normalized: upright Z-up, uniform-scaled to real max-dim 5.00m, grounded z=0, XY-centered",0.8028,0.0452,0.731,0.8424,hybrid,1,1,1
medium,중,sketchfab,hand_truck_01,0.667,1.4,0.688,1.4,3752,yes,CC-BY-4.0,https://sketchfab.com/3d-models/industrial-hand-truck-a7b424b174ba456f9d84624c1835a2f5,medium/sf__hand_truck_01/hand_truck_01.glb,"uid=a7b424b174ba456f9d84624c1835a2f5; author=ittoKubashi7; sketchfab_title=Industrial hand truck; category=hand_truck; normalized: upright Z-up, uniform-scaled to real max-dim 1.40m, grounded z=0, XY-centered",0.1175,0.0294,0.0667,0.1389,projected,1,1,1
medium,중,sketchfab,hand_truck_scan_02,0.836,1.4,0.684,1.4,20136,yes,CC-BY-4.0,https://sketchfab.com/3d-models/3d-scan-quixel-megascans-metal-hand-truck-df28fe2186a3417090b912d63daca2b4,medium/sf__hand_truck_scan_02/hand_truck_scan_02.glb,"uid=df28fe2186a3417090b912d63daca2b4; author=Guay0; sketchfab_title=Quixel Megascans Metal Hand Truck; category=hand_truck; normalized: upright Z-up, uniform-scaled to real max-dim 1.40m, grounded z=0, XY-centered",0.1783,0.0623,0.0901,0.2664,projected,1,1,1
large,대,sketchfab,storage_rack_01,1.757,2.0,0.352,2.0,768,yes,CC-BY-4.0,https://sketchfab.com/3d-models/storage-rack-f990c9d601bd480798d12fd5a60dcb5a,large/sf__storage_rack_01/storage_rack_01.glb,"uid=f990c9d601bd480798d12fd5a60dcb5a; author=andersta; sketchfab_title=Storage Rack; category=pallet_rack; normalized: upright Z-up, uniform-scaled to real max-dim 2.00m, grounded z=0, XY-centered",0.2309,0.1372,0.1007,0.5676,projected,1,1,1
road,도로,sketchfab,no_parking_sign_01,1.5,0.563,0.006,1.5,2384,yes,CC-BY-4.0,https://sketchfab.com/3d-models/no-parking-sign-3e6e0c4e68794d0d852a28be2f30c766,road/sf__no_parking_sign_01/no_parking_sign_01.glb,"uid=3e6e0c4e68794d0d852a28be2f30c766; author=polygroun; sketchfab_title=No Parking Sign; category=sign; normalized: upright Z-up, uniform-scaled to real max-dim 1.50m, grounded z=0, XY-centered",0.237,0.4085,0.0,0.9445,projected,0,1,1
road,도로,sketchfab,construction_sign_01,1.068,1.2,0.059,1.2,804,yes,CC-BY-4.0,https://sketchfab.com/3d-models/construction-sign-7f84fa84c2064de496a68e2cab2acf51,road/sf__construction_sign_01/construction_sign_01.glb,"uid=7f84fa84c2064de496a68e2cab2acf51; author=SweetLemons; sketchfab_title=construction sign; category=sign; normalized: upright Z-up, uniform-scaled to real max-dim 1.20m, grounded z=0, XY-centered",0.4797,0.0413,0.4507,0.551,projected,0,1,1
indoor,실내,sketchfab,water_dispenser_01,0.325,1.1,0.414,1.1,1388,yes,CC-BY-4.0,https://sketchfab.com/3d-models/brio-water-dispenser-818b5e12dd3c47c4939e5b4c9c45b6a5,indoor/sf__water_dispenser_01/water_dispenser_01.glb,"uid=818b5e12dd3c47c4939e5b4c9c45b6a5; author=dana.digital; sketchfab_title=Brio Water Dispenser; category=water_dispenser; normalized: upright Z-up, uniform-scaled to real max-dim 1.10m, grounded z=0, XY-centered",0.9812,0.0159,0.956,1.0,projected,1,0,0
small,소,sketchfab,hard_hat_01,0.199,0.132,0.28,0.28,2432,yes,CC-BY-4.0,https://sketchfab.com/3d-models/safety-helmet-f9c17905f17a45d885442ebace25a66f,small/sf__hard_hat_01/hard_hat_01.glb,"uid=f9c17905f17a45d885442ebace25a66f; author=muradyanhovo1117; sketchfab_title=Safety Helmet; category=hard_hat; normalized: upright Z-up, uniform-scaled to real max-dim 0.28m, grounded z=0, XY-centered",0.645,0.0326,0.6135,0.6997,projected,1,1,1
small,소,sketchfab,hard_hat_02,0.21,0.152,0.28,0.28,1872,yes,CC-BY-4.0,https://sketchfab.com/3d-models/hard-hat3-cc19391032eb4ff7872b274df375801e,small/sf__hard_hat_02/hard_hat_02.glb,"uid=cc19391032eb4ff7872b274df375801e; author=kristiyan; sketchfab_title=Hard Hat3; category=hard_hat; normalized: upright Z-up, uniform-scaled to real max-dim 0.28m, grounded z=0, XY-centered",0.5991,0.0518,0.5369,0.6807,projected,1,1,1
road,도로,sketchfab,bollard_01,0.196,1.0,0.196,1.0,2266,yes,CC-BY-4.0,https://sketchfab.com/3d-models/bollard-aa382530c7624927a782547def4c85cb,road/sf__bollard_01/bollard_01.glb,"uid=aa382530c7624927a782547def4c85cb; author=MaX3Dd; sketchfab_title=Bollard; category=barrier; normalized: upright Z-up, uniform-scaled to real max-dim 1.00m, grounded z=0, XY-centered",0.691,0.0001,0.6909,0.6911,projected,0,1,1
road,도로,sketchfab,construction_barrier_01,2.0,1.223,0.337,2.0,538,yes,CC-BY-4.0,https://sketchfab.com/3d-models/construction-site-barrier-3917d39740eb4c008924a08c273412d1,road/sf__construction_barrier_01/construction_barrier_01.glb,"uid=3917d39740eb4c008924a08c273412d1; author=lwse; sketchfab_title=construction site barrier; category=barrier; normalized: upright Z-up, uniform-scaled to real max-dim 2.00m, grounded z=0, XY-centered",0.2068,0.0657,0.128,0.2718,projected,0,1,1
road,도로,sketchfab,traffic_barricade_01,0.868,1.2,0.448,1.2,408,yes,CC-BY-4.0,https://sketchfab.com/3d-models/traffic-barrier-53fb77ce2c9248319d8913f3526cd047,road/sf__traffic_barricade_01/traffic_barricade_01.glb,"uid=53fb77ce2c9248319d8913f3526cd047; author=chamindu918; sketchfab_title=Traffic Barrier; category=barrier; normalized: upright Z-up, uniform-scaled to real max-dim 1.20m, grounded z=0, XY-centered",0.4959,0.1959,0.1585,0.6429,projected,0,1,1
indoor,실내,gso,ACE_Coffee_Mug_Kristen_16_oz_cup,0.126,0.091,0.135,0.135,11224,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/ACE_Coffee_Mug_Kristen_16_oz_cup,indoor/gso__ACE_Coffee_Mug_Kristen_16_oz_cup/meshes/model.obj,,0.6701,0.2462,0.2485,0.8516,projected,1,0,0
indoor,실내,gso,Closetmaid_Premium_Fabric_Cube_Red,0.322,0.275,0.289,0.322,12158,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Closetmaid_Premium_Fabric_Cube_Red,indoor/gso__Closetmaid_Premium_Fabric_Cube_Red/meshes/model.obj,,0.888,0.0261,0.8592,0.9296,hybrid,1,0,0
indoor,실내,gso,Cole_Hardware_Flower_Pot_1025,0.25,0.247,0.217,0.25,5820,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Cole_Hardware_Flower_Pot_1025,indoor/gso__Cole_Hardware_Flower_Pot_1025/meshes/model.obj,,0.6794,0.2105,0.3148,0.8053,projected,1,0,0
indoor,실내,gso,Cole_Hardware_Mug_Classic_Blue,0.166,0.126,0.095,0.166,8716,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Cole_Hardware_Mug_Classic_Blue,indoor/gso__Cole_Hardware_Mug_Classic_Blue/meshes/model.obj,,0.8619,0.0635,0.7617,0.9335,projected,1,0,0
indoor,실내,gso,Curver_Storage_Bin_Black_Small,0.286,0.193,0.134,0.286,86044,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Curver_Storage_Bin_Black_Small,indoor/gso__Curver_Storage_Bin_Black_Small/meshes/model.obj,,0.9445,0.0203,0.9241,0.969,hybrid,1,0,0
indoor,실내,gso,Down_To_Earth_Orchid_Pot_Ceramic_Red,0.131,0.131,0.12,0.131,24492,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Down_To_Earth_Orchid_Pot_Ceramic_Red,indoor/gso__Down_To_Earth_Orchid_Pot_Ceramic_Red/meshes/model.obj,,0.8442,0.0359,0.7854,0.8793,hybrid,1,0,0
indoor,실내,gso,Ecoforms_Garden_Pot_GP16ATurquois,0.164,0.164,0.161,0.164,9126,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Ecoforms_Garden_Pot_GP16ATurquois,indoor/gso__Ecoforms_Garden_Pot_GP16ATurquois/meshes/model.obj,,0.6755,0.2381,0.0938,0.8226,projected,1,0,0
indoor,실내,gso,Ecoforms_Plant_Bowl_Turquoise_7,0.182,0.182,0.123,0.182,6254,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Ecoforms_Plant_Bowl_Turquoise_7,indoor/gso__Ecoforms_Plant_Bowl_Turquoise_7/meshes/model.obj,,0.8174,0.0017,0.8153,0.8193,projected,1,0,0
indoor,실내,gso,Ecoforms_Plant_Container_QP_Turquoise,0.088,0.088,0.09,0.09,14776,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Ecoforms_Plant_Container_QP_Turquoise,indoor/gso__Ecoforms_Plant_Container_QP_Turquoise/meshes/model.obj,,0.8424,0.0019,0.8398,0.8448,projected,1,0,0
indoor,실내,gso,Ecoforms_Plant_Container_URN_SAN,0.149,0.149,0.159,0.159,4930,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Ecoforms_Plant_Container_URN_SAN,indoor/gso__Ecoforms_Plant_Container_URN_SAN/meshes/model.obj,,0.3985,0.3917,0.0067,0.7923,projected,1,0,0
indoor,실내,gso,Hefty_Waste_Basket_Decorative_Bronze_85_liter,0.271,0.204,0.3,0.3,13430,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Hefty_Waste_Basket_Decorative_Bronze_85_liter,indoor/gso__Hefty_Waste_Basket_Decorative_Bronze_85_liter/meshes/model.obj,,0.8262,0.0187,0.7942,0.8416,projected,1,0,0
indoor,실내,gso,Markings_Desk_Caddy,0.105,0.293,0.113,0.293,24970,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Markings_Desk_Caddy,indoor/gso__Markings_Desk_Caddy/meshes/model.obj,,0.8461,0.082,0.7068,0.9079,hybrid,1,0,0
indoor,실내,gso,Now_Designs_Bowl_Akita_Black,0.16,0.159,0.075,0.16,42522,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Now_Designs_Bowl_Akita_Black,indoor/gso__Now_Designs_Bowl_Akita_Black/meshes/model.obj,,0.7543,0.0041,0.7485,0.7598,hybrid,1,0,0
indoor,실내,gso,Room_Essentials_Bowl_Turquiose,0.157,0.157,0.083,0.157,5112,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Room_Essentials_Bowl_Turquiose,indoor/gso__Room_Essentials_Bowl_Turquiose/meshes/model.obj,,0.6555,0.2866,0.1591,0.8249,projected,1,0,0
indoor,실내,gso,Room_Essentials_Fabric_Cube_Lavender,0.28,0.286,0.285,0.286,11496,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Room_Essentials_Fabric_Cube_Lavender,indoor/gso__Room_Essentials_Fabric_Cube_Lavender/meshes/model.obj,,0.7529,0.372,0.1087,0.9754,projected,1,0,0
indoor,실내,gso,Room_Essentials_Mug_White_Yellow,0.137,0.102,0.105,0.137,8454,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Room_Essentials_Mug_White_Yellow,indoor/gso__Room_Essentials_Mug_White_Yellow/meshes/model.obj,,0.7936,0.0677,0.7041,0.8713,projected,1,0,0
indoor,실내,gso,Sapota_Threshold_4_Ceramic_Round_Planter_Red,0.106,0.11,0.097,0.11,13368,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Sapota_Threshold_4_Ceramic_Round_Planter_Red,indoor/gso__Sapota_Threshold_4_Ceramic_Round_Planter_Red/meshes/model.obj,,0.798,0.0969,0.5484,0.8604,projected,1,0,0
indoor,실내,gso,Spritz_Easter_Basket_Plastic_Teal,0.191,0.183,0.129,0.191,12630,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Spritz_Easter_Basket_Plastic_Teal,indoor/gso__Spritz_Easter_Basket_Plastic_Teal/meshes/model.obj,,0.908,0.0178,0.8835,0.9303,hybrid,1,0,0
indoor,실내,gso,Threshold_Basket_Natural_Finish_Fabric_Liner_Small,0.239,0.162,0.148,0.239,66390,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Threshold_Basket_Natural_Finish_Fabric_Liner_Small,indoor/gso__Threshold_Basket_Natural_Finish_Fabric_Liner_Small/meshes/model.obj,,0.9194,0.0082,0.9105,0.9317,hybrid,1,0,0
indoor,실내,gso,Threshold_Porcelain_Pitcher_White,0.239,0.169,0.278,0.278,9344,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Threshold_Porcelain_Pitcher_White,indoor/gso__Threshold_Porcelain_Pitcher_White/meshes/model.obj,,0.7193,0.0675,0.6145,0.7995,projected,1,0,0
indoor,실내,gso,Threshold_Porcelain_Serving_Bowl_Coupe_White,0.208,0.209,0.069,0.209,5946,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Threshold_Porcelain_Serving_Bowl_Coupe_White,indoor/gso__Threshold_Porcelain_Serving_Bowl_Coupe_White/meshes/model.obj,,0.4798,0.2847,0.1756,0.8345,projected,1,0,0
small,소,gso,3M_Vinyl_Tape_Green_1_x_36_yd,0.111,0.11,0.027,0.111,11422,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/3M_Vinyl_Tape_Green_1_x_36_yd,small/gso__3M_Vinyl_Tape_Green_1_x_36_yd/meshes/model.obj,,0.7872,0.1167,0.6337,0.9494,projected,1,0,0
small,소,gso,Animal_Crossing_New_Leaf_Nintendo_3DS_Game,0.137,0.125,0.015,0.137,2444,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Animal_Crossing_New_Leaf_Nintendo_3DS_Game,small/gso__Animal_Crossing_New_Leaf_Nintendo_3DS_Game/meshes/model.obj,,0.7232,0.38,0.0654,0.96,hybrid,1,0,0
small,소,gso,Asus_Z97AR_LGA_1150_Intel_ATX_Motherboard,0.334,0.073,0.268,0.334,5896,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Asus_Z97AR_LGA_1150_Intel_ATX_Motherboard,small/gso__Asus_Z97AR_LGA_1150_Intel_ATX_Motherboard/meshes/model.obj,,0.7349,0.4027,0.0378,0.9802,projected,1,0,0
small,소,gso,Balderdash_Game,0.205,0.061,0.269,0.269,1464,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Balderdash_Game,small/gso__Balderdash_Game/meshes/model.obj,,0.7298,0.4189,0.0043,0.9822,projected,1,0,0
small,소,gso,Blue_Jasmine_Includes_Digital_Copy_UltraViolet_DVD,0.138,0.193,0.017,0.193,6068,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Blue_Jasmine_Includes_Digital_Copy_UltraViolet_DVD,small/gso__Blue_Jasmine_Includes_Digital_Copy_UltraViolet_DVD/meshes/model.obj,,0.879,0.0464,0.8083,0.9326,projected,1,0,0
small,소,gso,Brother_Ink_Cartridge_Magenta_LC75M,0.088,0.031,0.147,0.147,4782,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Brother_Ink_Cartridge_Magenta_LC75M,small/gso__Brother_Ink_Cartridge_Magenta_LC75M/meshes/model.obj,,0.8633,0.1265,0.6487,0.9765,projected,1,0,0
small,소,gso,Canon_Pixma_Ink_Cartridge_251_M,0.024,0.112,0.097,0.112,6536,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Canon_Pixma_Ink_Cartridge_251_M,small/gso__Canon_Pixma_Ink_Cartridge_251_M/meshes/model.obj,,0.8282,0.1608,0.5563,0.9736,projected,1,0,0
small,소,gso,Clorox_Premium_Choice_Gloves_SM_1_pair,0.274,0.326,0.064,0.326,10368,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Clorox_Premium_Choice_Gloves_SM_1_pair,small/gso__Clorox_Premium_Choice_Gloves_SM_1_pair/meshes/model.obj,,0.3328,0.0688,0.2438,0.4302,hybrid,1,0,0
small,소,gso,Cole_Hardware_Hammer_Black,0.292,0.06,0.096,0.292,7836,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Cole_Hardware_Hammer_Black,small/gso__Cole_Hardware_Hammer_Black/meshes/model.obj,,0.5151,0.2456,0.2908,0.9303,projected,1,0,0
small,소,gso,Craftsman_Grip_Screwdriver_Phillips_Cushion,0.26,0.036,0.038,0.26,5610,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Craftsman_Grip_Screwdriver_Phillips_Cushion,small/gso__Craftsman_Grip_Screwdriver_Phillips_Cushion/meshes/model.obj,,0.4063,0.2158,0.101,0.7114,hybrid,1,0,0
small,소,gso,Crayola_Crayons_24_count,0.074,0.03,0.117,0.117,7562,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Crayola_Crayons_24_count,small/gso__Crayola_Crayons_24_count/meshes/model.obj,,0.8956,0.0482,0.8163,0.9439,hybrid,1,0,0
small,소,gso,Crayola_Washable_Sidewalk_Chalk_16_pack,0.092,0.092,0.148,0.148,5898,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Crayola_Washable_Sidewalk_Chalk_16_pack,small/gso__Crayola_Washable_Sidewalk_Chalk_16_pack/meshes/model.obj,,0.7365,0.1228,0.5307,0.8454,projected,1,0,0
small,소,gso,Creatine_Monohydrate,0.129,0.129,0.184,0.184,9888,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Creatine_Monohydrate,small/gso__Creatine_Monohydrate/meshes/model.obj,,0.8993,0.0907,0.7422,0.9561,projected,1,0,0
small,소,gso,Crosley_Alarm_Clock_Vintage_Metal,0.109,0.054,0.162,0.162,10248,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Crosley_Alarm_Clock_Vintage_Metal,small/gso__Crosley_Alarm_Clock_Vintage_Metal/meshes/model.obj,,0.5907,0.0118,0.5713,0.6017,projected,1,0,0
small,소,gso,Diet_Pepsi_Soda_Cola12_Pack_12_oz_Cans,0.406,0.129,0.139,0.406,1990,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Diet_Pepsi_Soda_Cola12_Pack_12_oz_Cans,small/gso__Diet_Pepsi_Soda_Cola12_Pack_12_oz_Cans/meshes/model.obj,12-can multipack carton,0.9281,0.0716,0.8041,0.9714,projected,1,0,0
small,소,gso,DPC_Thinsulate_Isolate_Gloves_Brown,0.301,0.256,0.053,0.301,34294,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/DPC_Thinsulate_Isolate_Gloves_Brown,small/gso__DPC_Thinsulate_Isolate_Gloves_Brown/meshes/model.obj,,0.7038,0.0337,0.6528,0.7447,hybrid,1,0,0
small,소,gso,Epson_273XL_Ink_Cartridge_Magenta,0.076,0.03,0.16,0.16,5578,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Epson_273XL_Ink_Cartridge_Magenta,small/gso__Epson_273XL_Ink_Cartridge_Magenta/meshes/model.obj,,0.7707,0.1882,0.5047,0.9848,hybrid,1,0,0
small,소,gso,Fisher_price_Classic_Toys_Buzzy_Bee,0.206,0.135,0.112,0.206,12592,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Fisher_price_Classic_Toys_Buzzy_Bee,small/gso__Fisher_price_Classic_Toys_Buzzy_Bee/meshes/model.obj,,0.494,0.0604,0.4322,0.5586,hybrid,1,0,0
small,소,gso,Folic_Acid,0.048,0.048,0.084,0.084,10924,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Folic_Acid,small/gso__Folic_Acid/meshes/model.obj,,0.6175,0.1687,0.3687,0.8007,projected,1,0,0
small,소,gso,Fresca_Peach_Citrus_Sparkling_Flavored_Soda_12_PK,0.408,0.139,0.13,0.408,3138,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Fresca_Peach_Citrus_Sparkling_Flavored_Soda_12_PK,small/gso__Fresca_Peach_Citrus_Sparkling_Flavored_Soda_12_PK/meshes/model.obj,12-can multipack carton,0.6639,0.387,0.0053,0.9671,projected,1,0,0
small,소,gso,Frozen_Scrabble_Jr,0.272,0.056,0.271,0.272,1462,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Frozen_Scrabble_Jr,small/gso__Frozen_Scrabble_Jr/meshes/model.obj,,0.9328,0.0703,0.8112,0.9781,projected,1,0,0
small,소,gso,Gigabyte_GA78LMTUSB3_50_Motherboard_Micro_ATX_Socket_AM3,0.272,0.067,0.27,0.272,12256,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Gigabyte_GA78LMTUSB3_50_Motherboard_Micro_ATX_Socket_AM3,small/gso__Gigabyte_GA78LMTUSB3_50_Motherboard_Micro_ATX_Socket_AM3/meshes/model.obj,,0.7532,0.2067,0.5131,0.9733,projected,1,0,0
small,소,gso,Google_Cardboard_Original_package,0.214,0.175,0.023,0.214,5108,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Google_Cardboard_Original_package,small/gso__Google_Cardboard_Original_package/meshes/model.obj,,0.9165,0.0233,0.8951,0.9553,projected,1,0,0
small,소,gso,Hasbro_Trivial_Pursuit_Family_Edition_Game,0.205,0.064,0.271,0.271,4712,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Hasbro_Trivial_Pursuit_Family_Edition_Game,small/gso__Hasbro_Trivial_Pursuit_Family_Edition_Game/meshes/model.obj,,0.9768,0.0078,0.9654,0.9871,projected,1,0,0
small,소,gso,HeavyDuty_Flashlight,0.078,0.078,0.229,0.229,17748,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/HeavyDuty_Flashlight,small/gso__HeavyDuty_Flashlight/meshes/model.obj,,0.6156,0.1487,0.3587,0.711,hybrid,1,0,0
small,소,gso,House_of_Cards_The_Complete_First_Season_4_Discs_DVD,0.143,0.024,0.191,0.191,3506,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/House_of_Cards_The_Complete_First_Season_4_Discs_DVD,small/gso__House_of_Cards_The_Complete_First_Season_4_Discs_DVD/meshes/model.obj,,0.8888,0.0839,0.7537,0.9822,hybrid,1,0,0
small,소,gso,Hyaluronic_Acid,0.054,0.054,0.098,0.098,8834,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/Hyaluronic_Acid,small/gso__Hyaluronic_Acid/meshes/model.obj,,0.9133,0.0023,0.9104,0.9167,projected,1,0,0
small,소,gso,HyperX_Cloud_II_Headset_Red,0.246,0.124,0.331,0.331,3990,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/HyperX_Cloud_II_Headset_Red,small/gso__HyperX_Cloud_II_Headset_Red/meshes/model.obj,,0.7092,0.3066,0.1789,0.9081,projected,1,0,0
small,소,gso,JBL_Charge_Speaker_portable_wireless_wired_Green,0.176,0.073,0.075,0.176,6928,yes,CC-BY-4.0,https://app.gazebosim.org/GoogleResearch/fuel/models/JBL_Charge_Speaker_portable_wireless_wired_Green,small/gso__JBL_Charge_Speaker_portable_wireless_wired_Green/meshes/model.obj,,0.6594,0.3747,0.0185,0.9435,projected,1,0,0
