case_id,candidate_id,order,stage,asset,geometry_key,duplicate_geometry,reject_reason,hard_physical_pass,hard_fail_reason,reached_acceptance,side_pass,visible_pixels,visibility_margin_px,abs_error,target_margin,V_vis,G1_margin,ext_occ_corners,G2_margin,violated,unknown,violation_count,score,score_accept,u_offset,v_offset,depth_offset,yaw_offset
3,3:10,10,prealign-primary,Dist_utility_box_01,Dist_utility_box_01|None|0.656958|-0.130966|0.487851|0.000000|-0.060889|-0.000000|0.000000|0.000000,False,support,False,support,False,,,,,,,,,,,side|visibility|target|G1|G2,,,,-0.060888900111,-0.0,0.0,0.0
3,3:11,11,prealign-primary,Dist_utility_box_01,Dist_utility_box_01|None|0.681390|-0.149131|0.487851|0.000000|-0.030444|-0.000000|0.000000|0.000000,False,support,False,support,False,,,,,,,,,,,side|visibility|target|G1|G2,,,,-0.030444450056,-0.0,0.0,0.0
3,3:12,12,preprobe,Dist_chinese_screen_panels,Dist_chinese_screen_panels|None|0.628682|-0.194765|0.624652|0.000000|0.000000|0.000000|0.000000|0.000000,False,camera_clearance,False,camera_clearance,False,,,,,,,,,,,side|visibility|target|G1|G2,,,,0.0,0.0,0.0,0.0
3,3:13,13,primary,Dist_chinese_screen_panels,Dist_chinese_screen_panels|None|0.261985|-0.185163|0.903833|0.000000|-0.300000|0.000000|-0.350000|0.000000,False,camera_clearance,False,camera_clearance,False,,,,,,,,,,,side|visibility|target|G1|G2,,,,-0.3,0.0,-0.35,0.0
3,3:14,14,primary,Dist_chinese_screen_panels,Dist_chinese_screen_panels|None|0.387934|-0.015767|0.624652|0.000000|-0.300000|0.000000|0.000000|0.000000,False,camera_clearance,False,camera_clearance,False,,,,,,,,,,,side|visibility|target|G1|G2,,,,-0.3,0.0,0.0,0.0
3,3:15,15,primary,Dist_chinese_screen_panels,Dist_chinese_screen_panels|None|0.513882|0.153630|0.345472|0.000000|-0.300000|0.000000|0.350000|0.000000,False,support,False,support,False,,,,,,,,,,,side|visibility|target|G1|G2,,,,-0.3,0.0,0.35,0.0
3,3:16,16,primary,Dist_chinese_screen_panels,Dist_chinese_screen_panels|None|0.502733|-0.364162|0.903833|0.000000|0.000000|0.000000|-0.350000|0.000000,False,camera_clearance,False,camera_clearance,False,,,,,,,,,,,side|visibility|target|G1|G2,,,,0.0,0.0,-0.35,0.0
3,3:17,17,primary,Dist_chinese_screen_panels,Dist_chinese_screen_panels|None|0.628682|-0.194765|0.624652|0.000000|0.000000|0.000000|0.000000|0.000000,True,camera_clearance,False,camera_clearance,False,,,,,,,,,,,side|visibility|target|G1|G2,,,,0.0,0.0,0.0,0.0
3,3:18,18,primary,Dist_chinese_screen_panels,Dist_chinese_screen_panels|None|0.754630|-0.025368|0.345472|0.000000|0.000000|0.000000|0.350000|0.000000,False,support,False,support,False,,,,,,,,,,,side|visibility|target|G1|G2,,,,0.0,0.0,0.35,0.0
3,3:19,19,primary,Dist_chinese_screen_panels,Dist_chinese_screen_panels|right|0.743481|-0.543161|0.903833|0.000000|0.300000|0.000000|-0.350000|0.000000,False,score_callback,True,,True,False,0,-8,0.20730570984469082,-0.08730570984469083,6,2,0,-1,side|visibility|target|G2,,4,-1.3114723765113574,False,0.3,0.0,-0.35,0.0
3,3:20,20,primary,Dist_chinese_screen_panels,Dist_chinese_screen_panels|right|0.869429|-0.373764|0.624652|0.000000|0.300000|0.000000|0.000000|0.000000,False,score_callback,True,,True,False,0,-8,0.20730570984469082,-0.08730570984469083,6,2,0,-1,side|visibility|target|G2,,4,-1.3114723765113574,False,0.3,0.0,0.0,0.0
3,3:21,21,primary,Dist_chinese_screen_panels,Dist_chinese_screen_panels|right|0.995378|-0.204367|0.345472|0.000000|0.300000|0.000000|0.350000|0.000000,False,score_callback,True,,True,False,1199,1191,0.20730570984469082,-0.08730570984469083,6,2,0,-1,side|target|G2,,3,-0.3114723765113575,False,0.3,0.0,0.35,0.0
3,3:22,22,prealign-primary,Dist_chinese_screen_panels,Dist_chinese_screen_panels|None|0.604028|-0.176435|0.624652|0.000000|-0.030721|-0.000000|0.000000|0.000000,False,camera_clearance,False,camera_clearance,False,,,,,,,,,,,side|visibility|target|G1|G2,,,,-0.03072139159,-0.0,0.0,0.0
3,3:23,23,prealign-primary,Dist_chinese_screen_panels,Dist_chinese_screen_panels|None|0.616355|-0.185600|0.624652|0.000000|-0.015361|-0.000000|0.000000|0.000000,False,camera_clearance,False,camera_clearance,False,,,,,,,,,,,side|visibility|target|G1|G2,,,,-0.015360695795,-0.0,0.0,0.0
3,3:24,24,preprobe,Dist_concrete_road_barrier_02,Dist_concrete_road_barrier_02|right|0.867962|-0.247288|0.422432|0.000000|0.000000|0.000000|0.000000|0.000000,False,score_callback,True,,True,False,1360,1352,0.20730570984469082,-0.08730570984469083,6,2,0,-1,side|target|G2,,3,-0.3114723765113575,False,0.0,0.0,0.0,0.0
3,3:25,25,target-seed,Dist_concrete_road_barrier_02,Dist_concrete_road_barrier_02|right|0.828392|-0.217866|0.422432|0.000000|-0.049309|-0.000000|0.000000|0.000000,False,score_callback,True,,True,False,1721,1713,0.20730570984469082,-0.08730570984469083,6,2,0,-1,side|target|G2,,3,-0.3114723765113575,False,-0.049309428522,-0.0,0.0,0.0
3,3:26,26,target-seed,Dist_concrete_road_barrier_02,Dist_concrete_road_barrier_02|right|0.848177|-0.232577|0.422432|0.000000|-0.024655|-0.000000|0.000000|0.000000,False,score_callback,True,,True,False,1533,1525,0.20730570984469082,-0.08730570984469083,6,2,0,-1,side|target|G2,,3,-0.3114723765113575,False,-0.024654714261,-0.0,0.0,0.0
3,3:27,27,target-seed,Dist_concrete_road_barrier_02,Dist_concrete_road_barrier_02|right|0.838285|-0.225222|0.422432|0.000000|-0.036982|-0.000000|0.000000|0.000000,False,score_callback,True,,True,False,1619,1611,0.20730570984469082,-0.08730570984469083,6,2,0,-1,side|target|G2,,3,-0.3114723765113575,False,-0.036982071391,-0.0,0.0,0.0
3,3:28,28,target-seed,Dist_concrete_road_barrier_02,Dist_concrete_road_barrier_02|right|0.818499|-0.210511|0.422432|0.000000|-0.061637|-0.000000|0.000000|0.000000,False,score_callback,True,,True,False,1808,1800,0.20730570984469082,-0.08730570984469083,6,2,0,-1,side|target|G2,,3,-0.3114723765113575,False,-0.061636785652,-0.0,0.0,0.0
3,3:29,29,target-seed,Dist_concrete_road_barrier_02,Dist_concrete_road_barrier_02|right|0.768726|-0.298116|0.554689|0.000000|-0.049309|-0.000000|-0.165807|0.000000,False,score_callback,True,,True,False,826,818,0.20730570984469082,-0.08730570984469083,6,2,0,-1,side|target|G2,,3,-0.3114723765113575,False,-0.049309428522,-0.0,-0.165807401124,0.0
3,3:30,30,target-seed,Dist_concrete_road_barrier_02,Dist_concrete_road_barrier_02|None|0.888058|-0.137617|0.290174|0.000000|-0.049309|-0.000000|0.165807|0.000000,False,collision,False,collision,False,,,,,,,,,,,side|visibility|target|G1|G2,,,,-0.049309428522,-0.0,0.165807401124,0.0
3,3:31,31,target-seed,Dist_concrete_road_barrier_02,Dist_concrete_road_barrier_02|right|0.828392|-0.217866|0.422432|0.261799|-0.049309|-0.000000|0.000000|0.261799,False,score_callback,True,,True,False,1986,1978,0.20730570984469082,-0.08730570984469083,5,1,1,0,side|target,,2,-0.20730570984469082,False,-0.049309428522,-0.0,0.0,0.261799387799
3,3:32,32,target-seed,Dist_concrete_road_barrier_02,Dist_concrete_road_barrier_02|None|0.828392|-0.217866|0.422432|-0.261799|-0.049309|-0.000000|0.000000|-0.261799,False,collision,False,collision,False,,,,,,,,,,,side|visibility|target|G1|G2,,,,-0.049309428522,-0.0,0.0,-0.261799387799
3,3:33,33,primary,Dist_concrete_road_barrier_02,Dist_concrete_road_barrier_02|right|0.501266|-0.237686|0.701612|0.000000|-0.300000|0.000000|-0.350000|0.000000,False,score_callback,True,,True,False,1453,1445,0.20730570984469082,-0.08730570984469083,6,2,0,-1,side|target|G2,,3,-0.3114723765113575,False,-0.3,0.0,-0.35,0.0
3,3:34,34,primary,Dist_concrete_road_barrier_02,Dist_concrete_road_barrier_02|None|0.627215|-0.068289|0.422432|0.000000|-0.300000|0.000000|0.000000|0.000000,False,support,False,support,False,,,,,,,,,,,side|visibility|target|G1|G2,,,,-0.3,0.0,0.0,0.0
3,3:35,35,primary,Dist_concrete_road_barrier_02,Dist_concrete_road_barrier_02|None|0.753163|0.101108|0.143251|0.000000|-0.300000|0.000000|0.350000|0.000000,False,support,False,support,False,,,,,,,,,,,side|visibility|target|G1|G2,,,,-0.3,0.0,0.35,0.0
3,3:36,36,primary,Dist_concrete_road_barrier_02,Dist_concrete_road_barrier_02|right|0.742014|-0.416684|0.701612|0.000000|0.000000|0.000000|-0.350000|0.000000,False,score_callback,True,,True,False,66,58,0.20730570984469082,-0.08730570984469083,6,2,0,-1,side|target|G2,,3,-0.3421741308973224,False,0.0,0.0,-0.35,0.0
3,3:37,37,primary,Dist_concrete_road_barrier_02,Dist_concrete_road_barrier_02|right|0.867962|-0.247288|0.422432|0.000000|0.000000|0.000000|0.000000|0.000000,True,score_callback,True,,True,False,1360,1352,0.20730570984469082,-0.08730570984469083,6,2,0,-1,side|target|G2,,3,-0.3114723765113575,False,0.0,0.0,0.0,0.0
3,3:38,38,primary,Dist_concrete_road_barrier_02,Dist_concrete_road_barrier_02|None|0.993911|-0.077891|0.143251|0.000000|0.000000|0.000000|0.350000|0.000000,False,support,False,support,False,,,,,,,,,,,side|visibility|target|G1|G2,,,,0.0,0.0,0.35,0.0
3,3:39,39,primary,Dist_concrete_road_barrier_02,Dist_concrete_road_barrier_02|right|0.982762|-0.595683|0.701612|0.000000|0.300000|0.000000|-0.350000|0.000000,False,score_callback,True,,True,False,0,-8,0.20730570984469082,-0.08730570984469083,6,2,0,-1,side|visibility|target|G2,,4,-1.3114723765113574,False,0.3,0.0,-0.35,0.0
3,3:40,40,primary,Dist_concrete_road_barrier_02,Dist_concrete_road_barrier_02|right|1.108710|-0.426286|0.422432|0.000000|0.300000|0.000000|0.000000|0.000000,False,score_callback,True,,True,False,37,29,0.20730570984469082,-0.08730570984469083,6,2,0,-1,side|target|G2,,3,-0.3597179905464452,False,0.3,0.0,0.0,0.0
3,3:41,41,primary,Dist_concrete_road_barrier_02,Dist_concrete_road_barrier_02|right|1.234659|-0.256889|0.143251|0.000000|0.300000|0.000000|0.350000|0.000000,False,score_callback,True,,True,False,1109,1101,0.20730570984469082,-0.08730570984469083,6,2,0,-1,side|target|G2,,3,-0.3114723765113575,False,0.3,0.0,0.35,0.0
3,3:42,42,prealign-primary,Dist_concrete_road_barrier_02,Dist_concrete_road_barrier_02|right|0.854336|-0.237157|0.422432|0.000000|-0.016980|-0.000000|0.000000|0.000000,False,score_callback,True,,True,False,1477,1469,0.20730570984469082,-0.08730570984469083,6,2,0,-1,side|target|G2,,3,-0.3114723765113575,False,-0.016979539915,-0.0,0.0,0.0
3,3:43,43,prealign-primary,Dist_concrete_road_barrier_02,Dist_concrete_road_barrier_02|right|0.861149|-0.242222|0.422432|0.000000|-0.008490|-0.000000|0.000000|0.000000,False,score_callback,True,,True,False,1417,1409,0.20730570984469082,-0.08730570984469083,6,2,0,-1,side|target|G2,,3,-0.3114723765113575,False,-0.008489769958,-0.0,0.0,0.0
4,4:0,0,preprobe,Dist_chinese_screen_panels,Dist_chinese_screen_panels|right|-8.145499|-3.571894|0.074531|0.000000|0.000000|0.000000|0.000000|0.000000,False,score_callback,True,,True,False,7741,7733,0.42654963055699835,-0.30654963055699835,4,0,0,-1,side|target|G2,,3,-0.6140496305569983,False,0.0,0.0,0.0,0.0
4,4:1,1,target-seed,Dist_chinese_screen_panels,Dist_chinese_screen_panels|right|-8.227607|-3.752417|0.074531|0.000000|-0.198319|-0.000000|0.000000|0.000000,False,score_callback,True,,True,False,8204,8196,0.42654963055699835,-0.30654963055699835,4,0,0,-1,side|target|G2,,3,-0.6140496305569983,False,-0.19831880368,-0.0,0.0,0.0
4,4:2,2,target-seed,Dist_chinese_screen_panels,Dist_chinese_screen_panels|right|-8.186553|-3.662156|0.074531|0.000000|-0.099159|-0.000000|0.000000|0.000000,False,score_callback,True,,True,False,8048,8040,0.42654963055699835,-0.30654963055699835,4,0,0,-1,side|target|G2,,3,-0.6140496305569983,False,-0.09915940184,-0.0,0.0,0.0
4,4:3,3,target-seed,Dist_chinese_screen_panels,Dist_chinese_screen_panels|right|-8.207080|-3.707287|0.074531|0.000000|-0.148739|-0.000000|0.000000|0.000000,False,score_callback,True,,True,False,8141,8133,0.42654963055699835,-0.30654963055699835,4,0,0,-1,side|target|G2,,3,-0.6140496305569983,False,-0.14873910276,-0.0,0.0,0.0
4,4:4,4,target-seed,Dist_chinese_screen_panels,Dist_chinese_screen_panels|right|-8.248134|-3.797548|0.074531|0.000000|-0.247899|-0.000000|0.000000|0.000000,False,score_callback,True,,True,False,8216,8208,0.42654963055699835,-0.30654963055699835,4,0,0,-1,side|target|G2,,3,-0.5584940750014428,False,-0.2478985046,-0.0,0.0,0.0
4,4:5,5,target-seed,Dist_chinese_screen_panels,Dist_chinese_screen_panels|right|-8.136580|-3.793819|0.032048|0.000000|-0.198319|-0.000000|-0.108650|0.000000,False,score_callback,True,,True,False,8601,8593,0.42654963055699835,-0.30654963055699835,4,0,0,-1,side|target|G2,,3,-0.6140496305569983,False,-0.19831880368,-0.0,-0.108649673452,0.0
4,4:6,6,target-seed,Dist_chinese_screen_panels,Dist_chinese_screen_panels|right|-8.318634|-3.711016|0.117013|0.000000|-0.198319|-0.000000|0.108650|0.000000,False,score_callback,True,,True,False,7644,7636,0.42654963055699835,-0.30654963055699835,4,0,0,-1,side|target|G2,,3,-0.6140496305569983,False,-0.19831880368,-0.0,0.108649673452,0.0
4,4:7,7,target-seed,Dist_chinese_screen_panels,Dist_chinese_screen_panels|right|-8.227607|-3.752417|0.074531|0.261799|-0.198319|-0.000000|0.000000|0.261799,False,score_callback,True,,True,False,8765,8757,0.42654963055699835,-0.30654963055699835,4,0,0,-1,side|target|G2,,3,-0.6140496305569983,False,-0.19831880368,-0.0,0.0,0.261799387799
4,4:8,8,target-seed,Dist_chinese_screen_panels,Dist_chinese_screen_panels|right|-8.227607|-3.752417|0.074531|-0.261799|-0.198319|-0.000000|0.000000|-0.261799,False,score_callback,True,,True,False,6614,6606,0.42654963055699835,-0.30654963055699835,4,0,0,-1,side|target|G2,,3,-0.6140496305569983,False,-0.19831880368,-0.0,0.0,-0.261799387799
4,4:9,9,primary,Dist_chinese_screen_panels,Dist_chinese_screen_panels|right|-7.976475|-3.978345|-0.062320|0.000000|-0.300000|0.000000|-0.350000|0.000000,False,score_callback,True,,True,False,9382,9374,0.42654963055699835,-0.30654963055699835,4,0,0,-1,side|target|G2,,3,-0.6140496305569983,False,-0.3,0.0,-0.35,0.0
4,4:10,10,primary,Dist_chinese_screen_panels,Dist_chinese_screen_panels|right|-8.269705|-3.844975|0.074531|0.000000|-0.300000|0.000000|0.000000|0.000000,False,score_callback,True,,True,True,8162,8154,0.41625803535974276,-0.29625803535974277,3,-1,1,0,target|G1,,2,-0.5412580353597427,False,-0.3,0.0,0.0,0.0
4,4:11,11,primary,Dist_chinese_screen_panels,Dist_chinese_screen_panels|None|-8.562936|-3.711604|0.211382|0.000000|-0.300000|0.000000|0.350000|0.000000,False,support,False,support,False,,,,,,,,,,,side|visibility|target|G1|G2,,,,-0.3,0.0,0.35,0.0
4,4:12,12,primary,Dist_chinese_screen_panels,Dist_chinese_screen_panels|right|-7.852269|-3.705265|-0.062320|0.000000|0.000000|0.000000|-0.350000|0.000000,False,score_callback,True,,True,False,7628,7620,0.42654963055699835,-0.30654963055699835,4,0,0,-1,side|target|G2,,3,-0.6140496305569983,False,0.0,0.0,-0.35,0.0
4,4:13,13,primary,Dist_chinese_screen_panels,Dist_chinese_screen_panels|right|-8.145499|-3.571894|0.074531|0.000000|0.000000|0.000000|0.000000|0.000000,True,score_callback,True,,True,False,7741,7733,0.42654963055699835,-0.30654963055699835,4,0,0,-1,side|target|G2,,3,-0.6140496305569983,False,0.0,0.0,0.0,0.0
4,4:14,14,primary,Dist_chinese_screen_panels,Dist_chinese_screen_panels|right|-8.438730|-3.438524|0.211382|0.000000|0.000000|0.000000|0.350000|0.000000,False,score_callback,True,,True,False,6521,6513,0.42654963055699835,-0.30654963055699835,4,0,0,-1,side|target|G2,,3,-0.6140496305569983,False,0.0,0.0,0.35,0.0
4,4:15,15,primary,Dist_chinese_screen_panels,Dist_chinese_screen_panels|right|-7.728063|-3.432184|-0.062320|0.000000|0.300000|0.000000|-0.350000|0.000000,False,score_callback,True,,True,False,5607,5599,0.42654963055699835,-0.30654963055699835,4,0,0,-1,side|target|G2,,3,-0.6579092796798054,False,0.3,0.0,-0.35,0.0
4,4:16,16,primary,Dist_chinese_screen_panels,Dist_chinese_screen_panels|right|-8.021294|-3.298814|0.074531|0.000000|0.300000|0.000000|0.000000|0.000000,False,score_callback,True,,True,False,6173,6165,0.42654963055699835,-0.30654963055699835,4,0,0,-1,side|target|G2,,3,-0.6315934902061211,False,0.3,0.0,0.0,0.0
4,4:17,17,primary,Dist_chinese_screen_panels,Dist_chinese_screen_panels|right|-8.314524|-3.165443|0.211382|0.000000|0.300000|0.000000|0.350000|0.000000,False,score_callback,True,,True,False,6094,6086,0.42654963055699835,-0.30654963055699835,4,0,0,-1,side|target|G2,,3,-0.6140496305569983,False,0.3,0.0,0.35,0.0
4,4:18,18,prealign-primary,Dist_chinese_screen_panels,Dist_chinese_screen_panels|right|-8.159656|-3.603019|0.074531|0.000000|-0.034193|-0.000000|0.000000|0.000000,False,score_callback,True,,True,False,7870,7862,0.42654963055699835,-0.30654963055699835,4,0,0,-1,side|target|G2,,3,-0.6140496305569983,False,-0.034192897186,-0.0,0.0,0.0
4,4:19,19,prealign-primary,Dist_chinese_screen_panels,Dist_chinese_screen_panels|right|-8.152578|-3.587457|0.074531|0.000000|-0.017096|-0.000000|0.000000|0.000000,False,score_callback,True,,True,False,7811,7803,0.42654963055699835,-0.30654963055699835,4,0,0,-1,side|target|G2,,3,-0.6140496305569983,False,-0.017096448593,-0.0,0.0,0.0
4,4:20,20,preprobe,Dist_Shelf_01,Dist_Shelf_01|right|-8.112458|-3.286238|0.065868|0.000000|0.000000|0.000000|0.000000|0.000000,False,score_callback,True,,True,False,7527,7519,0.42654963055699835,-0.30654963055699835,4,0,0,-1,side|target|G2,,3,-0.6140496305569983,False,0.0,0.0,0.0,0.0
4,4:21,21,target-seed,Dist_Shelf_01,Dist_Shelf_01|right|-8.222035|-3.527156|0.065868|0.000000|-0.264667|-0.000000|0.000000|0.000000,False,score_callback,True,,True,False,8439,8431,0.42654963055699835,-0.30654963055699835,4,0,0,-1,side|target|G2,,3,-0.6140496305569983,False,-0.264666699238,-0.0,0.0,0.0
4,4:22,22,target-seed,Dist_Shelf_01,Dist_Shelf_01|right|-8.167247|-3.406697|0.065868|0.000000|-0.132333|-0.000000|0.000000|0.000000,False,score_callback,True,,True,False,8082,8074,0.42654963055699835,-0.30654963055699835,4,0,0,-1,side|target|G2,,3,-0.6140496305569983,False,-0.132333349619,-0.0,0.0,0.0
4,4:23,23,target-seed,Dist_Shelf_01,Dist_Shelf_01|right|-8.194641|-3.466926|0.065868|0.000000|-0.198500|-0.000000|0.000000|0.000000,False,score_callback,True,,True,False,8290,8282,0.42654963055699835,-0.30654963055699835,4,0,0,-1,side|target|G2,,3,-0.6140496305569983,False,-0.198500024428,-0.0,0.0,0.0
4,4:24,24,target-seed,Dist_Shelf_01,Dist_Shelf_01|right|-8.249430|-3.587385|0.065868|0.000000|-0.330833|-0.000000|0.000000|0.000000,False,score_callback,True,,True,False,8514,8506,0.42654963055699835,-0.30654963055699835,4,0,0,-1,side|target|G2,,3,-0.6140496305569983,False,-0.330833374047,-0.0,0.0,0.0
4,4:25,25,target-seed,Dist_Shelf_01,Dist_Shelf_01|right|-8.131008|-3.568558|0.023385|0.000000|-0.264667|-0.000000|-0.108650|0.000000,False,score_callback,True,,True,False,8685,8677,0.42654963055699835,-0.30654963055699835,4,0,0,-1,side|target|G2,,3,-0.6140496305569983,False,-0.264666699238,-0.0,-0.108649673452,0.0
4,4:26,26,target-seed,Dist_Shelf_01,Dist_Shelf_01|right|-8.313062|-3.485754|0.108350|0.000000|-0.264667|-0.000000|0.108650|0.000000,False,score_callback,True,,True,False,8083,8075,0.42654963055699835,-0.30654963055699835,4,0,0,-1,side|target|G2,,3,-0.6140496305569983,False,-0.264666699238,-0.0,0.108649673452,0.0
4,4:27,27,target-seed,Dist_Shelf_01,Dist_Shelf_01|right|-8.222035|-3.527156|0.065868|0.261799|-0.264667|-0.000000|0.000000|0.261799,False,score_callback,True,,True,False,8797,8789,0.42654963055699835,-0.30654963055699835,4,0,0,-1,side|target|G2,,3,-0.6140496305569983,False,-0.264666699238,-0.0,0.0,0.261799387799
4,4:28,28,target-seed,Dist_Shelf_01,Dist_Shelf_01|right|-8.222035|-3.527156|0.065868|-0.261799|-0.264667|-0.000000|0.000000|-0.261799,False,score_callback,True,,True,False,7675,7667,0.42654963055699835,-0.30654963055699835,4,0,0,-1,side|target|G2,,3,-0.6140496305569983,False,-0.264666699238,-0.0,0.0,-0.261799387799
4,4:29,29,primary,Dist_Shelf_01,Dist_Shelf_01|right|-7.943434|-3.692689|-0.070984|0.000000|-0.300000|0.000000|-0.350000|0.000000,False,score_callback,True,,True,False,8955,8947,0.42654963055699835,-0.30654963055699835,4,0,0,-1,side|target|G2,,3,-0.6140496305569983,False,-0.3,0.0,-0.35,0.0
4,4:30,30,primary,Dist_Shelf_01,Dist_Shelf_01|right|-8.236664|-3.559319|0.065868|0.000000|-0.300000|0.000000|0.000000|0.000000,False,score_callback,True,,True,False,8494,8486,0.42654963055699835,-0.30654963055699835,4,0,0,-1,side|target|G2,,3,-0.6140496305569983,False,-0.3,0.0,0.0,0.0
4,4:31,31,primary,Dist_Shelf_01,Dist_Shelf_01|right|-8.529894|-3.425948|0.202719|0.000000|-0.300000|0.000000|0.350000|0.000000,False,score_callback,True,,True,False,6881,6873,0.42654963055699835,-0.30654963055699835,4,0,0,-1,side|target|G2,,3,-0.6140496305569983,False,-0.3,0.0,0.35,0.0
4,4:32,32,primary,Dist_Shelf_01,Dist_Shelf_01|right|-7.819228|-3.419609|-0.070984|0.000000|0.000000|0.000000|-0.350000|0.000000,False,score_callback,True,,True,False,6908,6900,0.42654963055699835,-0.30654963055699835,4,0,0,-1,side|target|G2,,3,-0.6140496305569983,False,0.0,0.0,-0.35,0.0
4,4:33,33,primary,Dist_Shelf_01,Dist_Shelf_01|right|-8.112458|-3.286238|0.065868|0.000000|0.000000|0.000000|0.000000|0.000000,True,score_callback,True,,True,False,7527,7519,0.42654963055699835,-0.30654963055699835,4,0,0,-1,side|target|G2,,3,-0.6140496305569983,False,0.0,0.0,0.0,0.0
4,4:34,34,primary,Dist_Shelf_01,Dist_Shelf_01|right|-8.405689|-3.152868|0.202719|0.000000|0.000000|0.000000|0.350000|0.000000,False,score_callback,True,,True,False,7027,7019,0.42654963055699835,-0.30654963055699835,4,0,0,-1,side|target|G2,,3,-0.6140496305569983,False,0.0,0.0,0.35,0.0
4,4:35,35,primary,Dist_Shelf_01,Dist_Shelf_01|right|-7.695022|-3.146528|-0.070984|0.000000|0.300000|0.000000|-0.350000|0.000000,False,score_callback,True,,True,False,4842,4834,0.42654963055699835,-0.30654963055699835,4,0,0,-1,side|target|G2,,3,-0.6710671744166474,False,0.3,0.0,-0.35,0.0
4,4:36,36,primary,Dist_Shelf_01,Dist_Shelf_01|right|-7.988252|-3.013158|0.065868|0.000000|0.300000|0.000000|0.000000|0.000000,False,score_callback,True,,True,False,5806,5798,0.42654963055699835,-0.30654963055699835,4,0,0,-1,side|target|G2,,3,-0.649137349855244,False,0.3,0.0,0.0,0.0
4,4:37,37,primary,Dist_Shelf_01,Dist_Shelf_01|right|-8.281483|-2.879787|0.202719|0.000000|0.300000|0.000000|0.350000|0.000000,False,score_callback,True,,True,False,6178,6170,0.42654963055699835,-0.30654963055699835,4,0,0,-1,side|target|G2,,3,-0.6272075252938405,False,0.3,0.0,0.35,0.0
4,4:38,38,prealign-primary,Dist_Shelf_01,Dist_Shelf_01|right|-8.157593|-3.385471|0.065868|0.000000|-0.109015|-0.000000|0.000000|0.000000,False,score_callback,True,,True,False,7994,7986,0.42654963055699835,-0.30654963055699835,4,0,0,-1,side|target|G2,,3,-0.6140496305569983,False,-0.10901541236,-0.0,0.0,0.0
