referencing_file,line,reference_form,target,target_exists,reference_kind,verdict,text
config/synthetic/pallet_paths.yaml,51,literal,data/pallet/runs,True,CURRENT_RUNTIME,OK,data/pallet/runs
config/synthetic/pallet_paths.yaml,52,literal,data/pallet/release,True,CURRENT_RUNTIME,OK,data/pallet/release
config/synthetic/pallet_paths.yaml,53,literal,data/pallet/archive,True,CURRENT_RUNTIME,OK,data/pallet/archive
config/synthetic/pallet_paths.yaml,54,literal,data/pallet/manifests,True,CURRENT_RUNTIME,OK,data/pallet/manifests
config/synthetic/pallet_paths.yaml,55,literal,data/pallet/assets,True,CURRENT_RUNTIME,OK,data/pallet/assets
config/synthetic/pallet_paths.yaml,56,literal,data/pallet/reference,True,CURRENT_RUNTIME,OK,data/pallet/reference
config/synthetic/blender.yaml,26,literal,data/pallet/assets,True,CURRENT_RUNTIME,OK,data/pallet/assets
config/synthetic/blender.yaml,330,literal,data/pallet/assets,True,CURRENT_RUNTIME,OK,data/pallet/assets
config/synthetic/isaac_sim.yaml,3,literal,data/pallet/pallet_scene,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/pallet_scene
config/synthetic/isaac_sim.yaml,5,literal,data/pallet/assets,True,CURRENT_RUNTIME,OK,data/pallet/assets
config/synthetic/isaac_sim.yaml,6,literal,data/pallet/training_data,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/training_data
config/synthetic/isaac_sim.yaml,7,literal,data/pallet/isaac_assets,True,CURRENT_RUNTIME,OK,data/pallet/isaac_assets
config/synthetic/isaac_sim.yaml,8,literal,data/pallet/isaac_assets,True,CURRENT_RUNTIME,OK,data/pallet/isaac_assets
config/synthetic/isaac_sim.yaml,9,literal,data/pallet/_procedural_textures,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/_procedural_textures
scripts/dope/run_dope_live.py,160,literal,data/pallet/ndds3_pallet.pth,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/ndds3_pallet.pth
scripts/self_training/self_train.py,17,literal,data/pallet/training_data,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/training_data
scripts/self_training/self_train.py,18,literal,data/pallet/real_unlabeled,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/real_unlabeled
scripts/data_prep/evaluate_on_val.py,12,literal,data/pallet/training_data,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/training_data
scripts/data_prep/evaluate_on_val.py,13,literal,data/pallet/eval_results,True,CURRENT_RUNTIME,OK,data/pallet/eval_results
scripts/data_prep/evaluate_on_val.py,130,literal,data/pallet/eval_results,True,CURRENT_RUNTIME,OK,data/pallet/eval_results
scripts/data_prep/gen_surface_fps_v1.py,14,literal,data/pallet/train_palletobj_v3_post_v1,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/train_palletobj_v3_post_v1
scripts/data_prep/blender/analyze_stats.py,7,literal,data/pallet/train_palletobj_v1,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/train_palletobj_v1
scripts/data_prep/blender/analyze_v2_continuous.py,58,literal,data/pallet/_v2_scene_logic_500_seed7500,True,CURRENT_RUNTIME,OK,data/pallet/_v2_scene_logic_500_seed7500
scripts/data_prep/blender/analyze_v2_scene_logic.py,85,literal,data/pallet/_v2_scene_logic_500_seed7500,True,CURRENT_RUNTIME,OK,data/pallet/_v2_scene_logic_500_seed7500
scripts/data_prep/blender/analyze_v2_scene_logic.py,87,literal,data/pallet/_v2_pilot_2k,True,CURRENT_RUNTIME,OK,data/pallet/_v2_pilot_2k
scripts/data_prep/postprocess_v3.py,198,literal,data/pallet/train_palletobj_v3,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/train_palletobj_v3
scripts/data_prep/postprocess_v3.py,199,literal,data/pallet/train_palletobj_v3_post_v1,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/train_palletobj_v3_post_v1
scripts/data_prep/blender/audit_pnp_eligibility.py,120,literal,data/pallet/_v2_scene_logic_500_seed7500,True,CURRENT_RUNTIME,OK,data/pallet/_v2_scene_logic_500_seed7500
scripts/data_prep/verify_distribution_exclusions.py,1,literal,data/pallet/_DISTRIBUTION_EXCLUDE.txt,True,CURRENT_RUNTIME,OK,data/pallet/_DISTRIBUTION_EXCLUDE.txt
scripts/data_prep/manage_pallet_data_layout.py,67,literal,data/pallet/v2_dryrun_audit,True,CURRENT_RUNTIME,OK,data/pallet/v2_dryrun_audit
scripts/data_prep/manage_pallet_data_layout.py,90,literal,data/pallet/background,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/background
scripts/data_prep/manage_pallet_data_layout.py,91,literal,data/pallet/archive,True,CURRENT_RUNTIME,OK,data/pallet/archive
scripts/data_prep/manage_pallet_data_layout.py,97,literal,data/pallet/archive,True,CURRENT_RUNTIME,OK,data/pallet/archive
scripts/data_prep/manage_pallet_data_layout.py,98,literal,data/pallet/assets,True,CURRENT_RUNTIME,OK,data/pallet/assets
scripts/data_prep/manage_pallet_data_layout.py,99,literal,data/pallet/archive,True,CURRENT_RUNTIME,OK,data/pallet/archive
scripts/data_prep/manage_pallet_data_layout.py,100,literal,data/pallet/assets,True,CURRENT_RUNTIME,OK,data/pallet/assets
scripts/data_prep/manage_pallet_data_layout.py,101,literal,data/pallet/archive,True,CURRENT_RUNTIME,OK,data/pallet/archive
scripts/data_prep/manage_pallet_data_layout.py,102,literal,data/pallet/reference,True,CURRENT_RUNTIME,OK,data/pallet/reference
scripts/data_prep/manage_pallet_data_layout.py,103,literal,data/pallet/real_data,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/real_data
scripts/data_prep/manage_pallet_data_layout.py,104,literal,data/pallet/reference,True,CURRENT_RUNTIME,OK,data/pallet/reference
scripts/data_prep/manage_pallet_data_layout.py,105,literal,data/pallet/hdri,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/hdri
scripts/data_prep/manage_pallet_data_layout.py,106,literal,data/pallet/assets,True,CURRENT_RUNTIME,OK,data/pallet/assets
scripts/data_prep/manage_pallet_data_layout.py,107,literal,data/pallet/models_usd,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/models_usd
scripts/data_prep/manage_pallet_data_layout.py,108,literal,data/pallet/assets,True,CURRENT_RUNTIME,OK,data/pallet/assets
scripts/data_prep/manage_pallet_data_layout.py,109,literal,data/pallet/pallets_v2_add,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/pallets_v2_add
scripts/data_prep/manage_pallet_data_layout.py,110,literal,data/pallet/assets,True,CURRENT_RUNTIME,OK,data/pallet/assets
scripts/data_prep/manage_pallet_data_layout.py,111,literal,data/pallet/background,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/background
scripts/data_prep/manage_pallet_data_layout.py,112,literal,data/pallet/assets,True,CURRENT_RUNTIME,OK,data/pallet/assets
scripts/data_prep/manage_pallet_data_layout.py,113,literal,data/pallet/distractors,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/distractors
scripts/data_prep/manage_pallet_data_layout.py,114,literal,data/pallet/assets,True,CURRENT_RUNTIME,OK,data/pallet/assets
scripts/data_prep/manage_pallet_data_layout.py,115,literal,data/pallet/blender_scene,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/blender_scene
scripts/data_prep/manage_pallet_data_layout.py,116,literal,data/pallet/assets,True,CURRENT_RUNTIME,OK,data/pallet/assets
scripts/data_prep/manage_pallet_data_layout.py,133,literal,data/pallet/background,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/background
scripts/data_prep/manage_pallet_data_layout.py,134,literal,data/pallet/assets,True,CURRENT_RUNTIME,OK,data/pallet/assets
scripts/data_prep/manage_pallet_data_layout.py,136,literal,data/pallet/distractors,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/distractors
scripts/data_prep/manage_pallet_data_layout.py,137,literal,data/pallet/assets,True,CURRENT_RUNTIME,OK,data/pallet/assets
scripts/data_prep/manage_pallet_data_layout.py,139,literal,data/pallet/blender_scene,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/blender_scene
scripts/data_prep/manage_pallet_data_layout.py,140,literal,data/pallet/assets,True,CURRENT_RUNTIME,OK,data/pallet/assets
scripts/data_prep/manage_pallet_data_layout.py,147,literal,data/pallet/distractors,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/distractors
scripts/data_prep/manage_pallet_data_layout.py,147,literal,data/pallet/blender_scene,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/blender_scene
scripts/data_prep/isaac_sim/generate_all.sh,41,literal,data/pallet/training_data,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/training_data
scripts/data_prep/isaac_sim/generate_all.sh,44,literal,data/pallet/hdri,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/hdri
scripts/data_prep/blender/audit_trunc_addon.py,12,literal,data/pallet/trunc_addon_v1,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/trunc_addon_v1
scripts/data_prep/visualize_inference.py,9,literal,data/pallet/training_data,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/training_data
scripts/data_prep/visualize_inference.py,10,literal,data/pallet/reference,True,CURRENT_RUNTIME,OK,data/pallet/reference
scripts/data_prep/visualize_inference.py,11,literal,data/pallet/eval_results,True,CURRENT_RUNTIME,OK,data/pallet/eval_results
scripts/data_prep/visualize_inference.py,185,literal,data/pallet/training_data,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/training_data
scripts/data_prep/visualize_inference.py,186,literal,data/pallet/reference,True,CURRENT_RUNTIME,OK,data/pallet/reference
scripts/data_prep/visualize_inference.py,187,literal,data/pallet/eval_results,True,CURRENT_RUNTIME,OK,data/pallet/eval_results
scripts/data_prep/visualize_annotations.py,5,literal,data/pallet/test_render_v2,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/test_render_v2
scripts/data_prep/visualize_annotations.py,6,literal,data/pallet/test_render_v2,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/test_render_v2
scripts/data_prep/verify_keypoints.py,121,literal,data/pallet/test_canonical,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/test_canonical
scripts/data_prep/blender/audit_v2_scene_logic.py,63,literal,data/pallet/_v2_scene_logic_500_seed7500,True,CURRENT_RUNTIME,OK,data/pallet/_v2_scene_logic_500_seed7500
scripts/data_prep/isaac_sim/gen_replicator_data.py,14,literal,data/pallet/training_data,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/training_data
scripts/data_prep/blender/blender_config.py,200,literal,data/pallet/textures_wood,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/textures_wood
scripts/data_prep/visualize_pretrain.py,188,literal,data/pallet/eval_results,True,CURRENT_RUNTIME,OK,data/pallet/eval_results
scripts/data_prep/visualize_pretrain.py,192,literal,data/pallet/training_data,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/training_data
scripts/data_prep/visualize_pretrain.py,197,literal,data/pallet/reference,True,CURRENT_RUNTIME,OK,data/pallet/reference
scripts/data_prep/_check_axis.py,4,literal,data/pallet/test_fix_axis,False,LEGACY_RUNTIME,STALE_REFERENCE,data/pallet/test_fix_axis
scripts/data_prep/blender/efront_kp12.py,29,literal,data/pallet/archive,True,CURRENT_RUNTIME,OK,data/pallet/archive
scripts/data_prep/blender/efront_kp12.py,33,literal,data/pallet/assets,True,CURRENT_RUNTIME,OK,data/pallet/assets
scripts/data_prep/blender/floor_and_mask.py,22,literal,data/pallet/textures_floor,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/textures_floor
scripts/data_prep/blender/floor_and_mask.py,23,literal,data/pallet/assets,True,CURRENT_RUNTIME,OK,data/pallet/assets
scripts/data_prep/blender/gen_4pallet_mask.py,32,literal,data/pallet/training_data_v4,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/training_data_v4
scripts/data_prep/blender/gen_4pallet_mask.py,672,literal,data/pallet/training_data_v4,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/training_data_v4
scripts/data_prep/blender/gen_dataset_v4.py,32,literal,data/pallet/training_data_v4,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/training_data_v4
scripts/data_prep/blender/gen_dataset_v4.py,479,literal,data/pallet/training_data_v4,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/training_data_v4
scripts/data_prep/blender/gen_palletobj_scenarios.py,31,literal,data/pallet/test_palletobj_v1,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/test_palletobj_v1
scripts/data_prep/blender/gen_palletobj_v1.py,4,literal,data/pallet/blender_scene,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/blender_scene
scripts/data_prep/blender/gen_palletobj_v1.py,6,literal,data/pallet/test_palletobj_v1,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/test_palletobj_v1
scripts/data_prep/blender/gen_palletobj_v1.py,86,literal,data/pallet/assets,True,CURRENT_RUNTIME,OK,data/pallet/assets
scripts/data_prep/blender/gen_palletobj_v1.py,569,literal,data/pallet/blender_scene,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/blender_scene
scripts/data_prep/blender/gen_preview10.py,5,literal,data/pallet/blender_scene,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/blender_scene
scripts/data_prep/blender/gen_preview10.py,8,literal,data/pallet/_preview10,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/_preview10
scripts/data_prep/blender/gen_topview_test.py,15,literal,data/pallet/_test_topview,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/_test_topview
scripts/data_prep/blender/gen_topview_test.py,18,literal,data/pallet/blender_scene,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/blender_scene
scripts/data_prep/blender/gen_trunc_addon.py,38,literal,data/pallet/trunc_addon_v1,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/trunc_addon_v1
scripts/data_prep/blender/overlay_v2_detailed.py,9,literal,data/pallet/reference,True,CURRENT_RUNTIME,OK,data/pallet/reference
scripts/data_prep/blender/overlay_v2_detailed.py,40,literal,data/pallet/_v2_scene_logic_500_seed7500,True,CURRENT_RUNTIME,OK,data/pallet/_v2_scene_logic_500_seed7500
scripts/data_prep/blender/overlay_v2_detailed.py,87,literal,data/pallet/_v2_scene_logic_500_seed7500,True,CURRENT_RUNTIME,OK,data/pallet/_v2_scene_logic_500_seed7500
scripts/data_prep/blender/integration_tests/test_pallet_data_paths_local.py,270,literal,data/pallet/archive,True,CURRENT_TEST,OK,data/pallet/archive
scripts/data_prep/blender/integration_tests/test_pallet_data_paths_local.py,270,literal,data/pallet/archive,True,CURRENT_TEST,OK,data/pallet/archive
scripts/data_prep/blender/integration_tests/test_pallet_data_paths_local.py,271,literal,data/pallet/archive,True,CURRENT_TEST,OK,data/pallet/archive
scripts/data_prep/blender/integration_tests/test_pallet_data_paths_local.py,271,literal,data/pallet/real_data,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/real_data
scripts/data_prep/blender/integration_tests/test_pallet_data_paths_local.py,272,literal,data/pallet/hdri,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/hdri
scripts/data_prep/blender/integration_tests/test_pallet_data_paths_local.py,272,literal,data/pallet/models_usd,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/models_usd
scripts/data_prep/blender/integration_tests/test_pallet_data_paths_local.py,272,literal,data/pallet/pallets_v2_add,False,CURRENT_TEST,STALE_REFERENCE,data/pallet/pallets_v2_add
scripts/data_prep/blender/overlay_archive_trunc_style.py,6,literal,data/pallet/reference,True,CURRENT_RUNTIME,OK,data/pallet/reference
scripts/data_prep/blender/render_indoor_data.py,29,literal,data/pallet/test_indoor_v1,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/test_indoor_v1
scripts/data_prep/blender/run_chunks_v2.sh,9,literal,data/pallet/blender_scene,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/blender_scene
scripts/data_prep/blender/run_chunks_v2.sh,11,literal,data/pallet/train_palletobj_v2,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/train_palletobj_v2
scripts/data_prep/blender/run_addon_v1.sh,6,literal,data/pallet/train_palletobj_addon_v1_gen.log),False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/train_palletobj_addon_v1_gen.log)
scripts/data_prep/blender/run_addon_v1.sh,8,literal,data/pallet/blender_scene,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/blender_scene
scripts/data_prep/blender/run_addon_v1.sh,10,literal,data/pallet/train_palletobj_addon_v1,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/train_palletobj_addon_v1
scripts/data_prep/blender/run_addon_v1.sh,30,literal,data/pallet/train_palletobj_addon_v2,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/train_palletobj_addon_v2
scripts/data_prep/blender/run_addon_v1.sh,39,literal,data/pallet/train_palletobj_addon_v1,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/train_palletobj_addon_v1
scripts/data_prep/blender/run_addon_v1.sh,56,literal,data/pallet/blender_scene,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/blender_scene
scripts/data_prep/blender/run_addon_v1.sh,65,literal,data/pallet/assets,True,CURRENT_RUNTIME,OK,data/pallet/assets
scripts/data_prep/blender/run_addon_v1.sh,66,literal,data/pallet/assets,True,CURRENT_RUNTIME,OK,data/pallet/assets
scripts/data_prep/blender/run_addon_v1.sh,67,literal,data/pallet/assets,True,CURRENT_RUNTIME,OK,data/pallet/assets
scripts/data_prep/blender/run_addon_v1.sh,77,literal,data/pallet/train_palletobj_addon_v2,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/train_palletobj_addon_v2
scripts/data_prep/blender/run_pilot_2k.sh,15,literal,data/pallet/_v2_pilot_2k,True,CURRENT_RUNTIME,OK,data/pallet/_v2_pilot_2k
scripts/data_prep/blender/run_4pallet_mask.sh,18,literal,data/pallet/train_4pallet_mask_v1_pilot,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/train_4pallet_mask_v1_pilot
scripts/data_prep/blender/run_4pallet_mask.sh,19,literal,data/pallet/train_4pallet_mask_v1,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/train_4pallet_mask_v1
scripts/data_prep/blender/run_4pallet_mask.sh,23,literal,data/pallet/train_4pallet_mask_v1_pilot,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/train_4pallet_mask_v1_pilot
scripts/data_prep/blender/run_mass_10k.py,19,literal,data/pallet/train_palletobj_v1,False,CURRENT_RUNTIME,STALE_REFERENCE,data/pallet/train_palletobj_v1
scripts/data_prep/blender/run_mass_10k.py,52,literal,data/pallet/assets,True,CURRENT_RUNTIME,OK,data/pallet/assets
