source_key,source,cohort,referenced_path,reference_file,line,kind,classification
D,data/pallet/models_usd,B2_LIGHTING_MODELS,data/pallet/models_usd/textures,_docs/dataset_license_ledger.md,121,literal,CURRENT_DOC
D,data/pallet/models_usd,B2_LIGHTING_MODELS,data/pallet/models_usd,config/synthetic/blender.yaml,26,literal,CURRENT_RUNTIME
D,data/pallet/models_usd,B2_LIGHTING_MODELS,data/pallet/models_usd,config/synthetic/blender_train_4000.yaml,26,literal,CURRENT_RUNTIME
D,data/pallet/models_usd,B2_LIGHTING_MODELS,data/pallet/models_usd,config/synthetic/isaac_sim.yaml,5,literal,CURRENT_RUNTIME
D,data/pallet/models_usd,B2_LIGHTING_MODELS,data/pallet/models_usd,config/synthetic/pallet_paths.yaml,37,literal,CURRENT_RUNTIME
D,data/pallet/models_usd,B2_LIGHTING_MODELS,data/pallet/models_usd,scripts/data_prep/manage_pallet_data_layout.py,94,literal,CURRENT_RUNTIME
D,data/pallet/models_usd,B2_LIGHTING_MODELS,data/pallet/models_usd,scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,329,literal,CURRENT_TEST
D,data/pallet/models_usd,B2_LIGHTING_MODELS,data/pallet/models_usd,scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,38,literal,CURRENT_TEST
D,data/pallet/models_usd,B2_LIGHTING_MODELS,data/pallet/models_usd,scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,161,literal,CURRENT_TEST
D,data/pallet/models_usd,B2_LIGHTING_MODELS,data/pallet/models_usd,scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,57,literal,CURRENT_TEST
D,data/pallet/models_usd,B2_LIGHTING_MODELS,data/pallet/models_usd/scene.usd,_docs/history/2026-07-06.md,14,literal,HISTORY
D,data/pallet/models_usd,B2_LIGHTING_MODELS,data/pallet/models_usd/scene_noemit.usd,_docs/history/2026-07-23.md,49,literal,HISTORY
D,data/pallet/models_usd,B2_LIGHTING_MODELS,data/pallet/models_usd/scene,_docs/method/step1_synthetic_data.md,23,literal,LEGACY_DOC
D,data/pallet/models_usd,B2_LIGHTING_MODELS,data/pallet/models_usd/_shape_inspect,scripts/data_prep/blender/_inspect_usd_shapes.py,7,literal,LEGACY_RUNTIME
D,data/pallet/models_usd,B2_LIGHTING_MODELS,data/pallet/models_usd,scripts/data_prep/blender/_inspect_usd_shapes.py,6,literal,LEGACY_RUNTIME
D,data/pallet/models_usd,B2_LIGHTING_MODELS,data/pallet/models_usd,scripts/data_prep/isaac_sim/debug_pallet_orientation.py,10,join,LEGACY_RUNTIME
E,data/pallet/pallets_v2_add,B2_LIGHTING_MODELS,data/pallet/pallets_v2_add/models,_docs/data_pallet_layout.md,91,literal,CURRENT_DOC
E,data/pallet/pallets_v2_add,B2_LIGHTING_MODELS,data/pallet/pallets_v2_add/models/woodpallet_block,_docs/dataset_license_ledger.md,155,literal,CURRENT_DOC
E,data/pallet/pallets_v2_add,B2_LIGHTING_MODELS,data/pallet/pallets_v2_add/models/eur_pallet_bk_cc0.glb,_docs/dataset_license_ledger.md,156,literal,CURRENT_DOC
E,data/pallet/pallets_v2_add,B2_LIGHTING_MODELS,data/pallet/pallets_v2_add/models/stringer_2way..glb,_docs/dataset_license_ledger.md,154,literal,CURRENT_DOC
E,data/pallet/pallets_v2_add,B2_LIGHTING_MODELS,data/pallet/pallets_v2_add/{LICENSE.txt,_docs/dataset_license_ledger.md,158,literal,CURRENT_DOC
E,data/pallet/pallets_v2_add,B2_LIGHTING_MODELS,data/pallet/pallets_v2_add/measurements.json,config/synthetic/pallet_paths.yaml,40,literal,CURRENT_RUNTIME
E,data/pallet/pallets_v2_add,B2_LIGHTING_MODELS,data/pallet/pallets_v2_add/models,config/synthetic/pallet_paths.yaml,38,literal,CURRENT_RUNTIME
E,data/pallet/pallets_v2_add,B2_LIGHTING_MODELS,data/pallet/pallets_v2_add/measurements.json,scripts/data_prep/blender/efront_kp12.py,32,literal,CURRENT_RUNTIME
E,data/pallet/pallets_v2_add,B2_LIGHTING_MODELS,data/pallet/pallets_v2_add,scripts/data_prep/manage_pallet_data_layout.py,96,literal,CURRENT_RUNTIME
E,data/pallet/pallets_v2_add,B2_LIGHTING_MODELS,data/pallet/pallets_v2_add/models,scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,58,literal,CURRENT_TEST
E,data/pallet/pallets_v2_add,B2_LIGHTING_MODELS,data/pallet/pallets_v2_add/models,scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,38,literal,CURRENT_TEST
E,data/pallet/pallets_v2_add,B2_LIGHTING_MODELS,data/pallet/pallets_v2_add/models,scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,161,literal,CURRENT_TEST
F,data/pallet/background,B3_SCENE_ASSETS,data/pallet/background,_docs/attribution_cc-by_appendix.md,42,literal,CURRENT_DOC
F,data/pallet/background,B3_SCENE_ASSETS,data/pallet/background,_docs/data_pallet_layout.md,85,literal,CURRENT_DOC
F,data/pallet/background,B3_SCENE_ASSETS,data/pallet/background/modular_buildings,_docs/dataset_license_ledger.md,191,literal,CURRENT_DOC
F,data/pallet/background,B3_SCENE_ASSETS,data/pallet/background/parking_lot,_docs/dataset_license_ledger.md,192,literal,CURRENT_DOC
F,data/pallet/background,B3_SCENE_ASSETS,data/pallet/background/parking_lot/scene.gltf,config/synthetic/blender.yaml,69,literal,CURRENT_RUNTIME
F,data/pallet/background,B3_SCENE_ASSETS,data/pallet/background/parking_lot/scene.gltf,config/synthetic/blender_train_4000.yaml,69,literal,CURRENT_RUNTIME
F,data/pallet/background,B3_SCENE_ASSETS,data/pallet/background,config/synthetic/pallet_paths.yaml,22,literal,CURRENT_RUNTIME
F,data/pallet/background,B3_SCENE_ASSETS,data/pallet/background,scripts/data_prep/manage_pallet_data_layout.py,98,literal,CURRENT_RUNTIME
F,data/pallet/background,B3_SCENE_ASSETS,data/pallet/background,scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,51,literal,CURRENT_TEST
F,data/pallet/background,B3_SCENE_ASSETS,data/pallet/background,scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,32,literal,CURRENT_TEST
F,data/pallet/background,B3_SCENE_ASSETS,data/pallet/background/_bg_preview_montage.png,_docs/history/2026-07-24.md,42,literal,HISTORY
F,data/pallet/background,B3_SCENE_ASSETS,data/pallet/background,_docs/preprocessing/data_pipeline.md,82,literal,LEGACY_DOC
G,data/pallet/distractors,B3_SCENE_ASSETS,data/pallet/distractors/{tier,_docs/attribution_cc-by_appendix.md,11,literal,CURRENT_DOC
G,data/pallet/distractors,B3_SCENE_ASSETS,data/pallet/distractors/distractors_manifest.csv,_docs/attribution_cc-by_appendix.md,40,literal,CURRENT_DOC
G,data/pallet/distractors,B3_SCENE_ASSETS,data/pallet/distractors,_docs/data_pallet_layout.md,86,literal,CURRENT_DOC
G,data/pallet/distractors,B3_SCENE_ASSETS,data/pallet/distractors/distractors_manifest.csv,_docs/data_pallet_layout.md,87,literal,CURRENT_DOC
G,data/pallet/distractors,B3_SCENE_ASSETS,data/pallet/distractors/{tier,_docs/dataset_license_ledger.md,212,literal,CURRENT_DOC
G,data/pallet/distractors,B3_SCENE_ASSETS,data/pallet/distractors/{tier,_docs/dataset_license_ledger.md,214,literal,CURRENT_DOC
G,data/pallet/distractors,B3_SCENE_ASSETS,data/pallet/distractors/{tier,_docs/dataset_license_ledger.md,213,literal,CURRENT_DOC
G,data/pallet/distractors,B3_SCENE_ASSETS,data/pallet/distractors/distractors_manifest.csv,config/synthetic/pallet_paths.yaml,26,literal,CURRENT_RUNTIME
G,data/pallet/distractors,B3_SCENE_ASSETS,data/pallet/distractors,config/synthetic/pallet_paths.yaml,25,literal,CURRENT_RUNTIME
G,data/pallet/distractors,B3_SCENE_ASSETS,data/pallet/distractors,scripts/data_prep/compute_distractor_fill_ratio.py,49,join,CURRENT_RUNTIME
G,data/pallet/distractors,B3_SCENE_ASSETS,data/pallet/distractors,scripts/data_prep/manage_pallet_data_layout.py,100,literal,CURRENT_RUNTIME
G,data/pallet/distractors,B3_SCENE_ASSETS,data/pallet/distractors,scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,52,literal,CURRENT_TEST
G,data/pallet/distractors,B3_SCENE_ASSETS,data/pallet/distractors,scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,33,literal,CURRENT_TEST
G,data/pallet/distractors,B3_SCENE_ASSETS,data/pallet/distractors/distractors_manifest.csv,scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,34,literal,CURRENT_TEST
G,data/pallet/distractors,B3_SCENE_ASSETS,data/pallet/distractors/distractors_manifest.csv,scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,66,literal,CURRENT_TEST
G,data/pallet/distractors,B3_SCENE_ASSETS,data/pallet/distractors/{large,_docs/history/2026-07-24.md,18,literal,HISTORY
H,data/pallet/archive/trunc_addon_v1_pilot,B1_REFERENCE_MATERIALS,data/pallet/archive/trunc_addon_v1_pilot,_docs/blender_mcp_onboarding.md,331,literal,CURRENT_DOC
H,data/pallet/archive/trunc_addon_v1_pilot,B1_REFERENCE_MATERIALS,data/pallet/archive/trunc_addon_v1_pilot,_docs/blender_mcp_onboarding.md,308,literal,CURRENT_DOC
H,data/pallet/archive/trunc_addon_v1_pilot,B1_REFERENCE_MATERIALS,data/pallet/archive/trunc_addon_v1_pilot,_docs/data_pallet_layout.md,92,literal,CURRENT_DOC
H,data/pallet/archive/trunc_addon_v1_pilot,B1_REFERENCE_MATERIALS,data/pallet/archive/trunc_addon_v1_pilot,config/synthetic/pallet_paths.yaml,43,literal,CURRENT_RUNTIME
H,data/pallet/archive/trunc_addon_v1_pilot,B1_REFERENCE_MATERIALS,data/pallet/archive/trunc_addon_v1_pilot/overlay,scripts/data_prep/blender/overlay_archive_trunc_style.py,6,literal,CURRENT_RUNTIME
H,data/pallet/archive/trunc_addon_v1_pilot,B1_REFERENCE_MATERIALS,data/pallet/archive/trunc_addon_v1_pilot/overlay,scripts/data_prep/blender/overlay_v2_detailed.py,9,literal,CURRENT_RUNTIME
H,data/pallet/archive/trunc_addon_v1_pilot,B1_REFERENCE_MATERIALS,data/pallet/archive/trunc_addon_v1_pilot,scripts/data_prep/manage_pallet_data_layout.py,88,literal,CURRENT_RUNTIME
H,data/pallet/archive/trunc_addon_v1_pilot,B1_REFERENCE_MATERIALS,data/pallet/archive/trunc_addon_v1_pilot/overlay/000000.png,scripts/data_prep/blender/tests/test_overlay_archive_trunc_style.py,42,slash,CURRENT_TEST
H,data/pallet/archive/trunc_addon_v1_pilot,B1_REFERENCE_MATERIALS,data/pallet/archive/trunc_addon_v1_pilot/overlay/000000.png,scripts/data_prep/blender/tests/test_overlay_archive_trunc_style.py,42,literal,CURRENT_TEST
H,data/pallet/archive/trunc_addon_v1_pilot,B1_REFERENCE_MATERIALS,data/pallet/archive/trunc_addon_v1_pilot/overlay,scripts/data_prep/blender/tests/test_overlay_archive_trunc_style.py,4,literal,CURRENT_TEST
H,data/pallet/archive/trunc_addon_v1_pilot,B1_REFERENCE_MATERIALS,data/pallet/archive/trunc_addon_v1_pilot,scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,59,literal,CURRENT_TEST
H,data/pallet/archive/trunc_addon_v1_pilot,B1_REFERENCE_MATERIALS,data/pallet/archive/trunc_addon_v1_pilot,scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,39,literal,CURRENT_TEST
H,data/pallet/archive/trunc_addon_v1_pilot,B1_REFERENCE_MATERIALS,data/pallet/archive/trunc_addon_v1_pilot/overlay,_docs/history/2026-07-28.md,165,literal,HISTORY
H,data/pallet/archive/trunc_addon_v1_pilot,B1_REFERENCE_MATERIALS,data/pallet/archive/trunc_addon_v1_pilot/overlay,scripts/data_prep/blender/_make_archive_vs_new_sheet.py,22,literal,LEGACY_RUNTIME
H,data/pallet/archive/trunc_addon_v1_pilot,B1_REFERENCE_MATERIALS,data/pallet/archive/trunc_addon_v1_pilot/overlay,scripts/data_prep/blender/_make_archive_vs_new_sheet.py,22,slash,LEGACY_RUNTIME
H,data/pallet/archive/trunc_addon_v1_pilot,B1_REFERENCE_MATERIALS,data/pallet/archive/trunc_addon_v1_pilot,scripts/data_prep/blender/_verify_archive_style_pixels.py,48,slash,LEGACY_RUNTIME
H,data/pallet/archive/trunc_addon_v1_pilot,B1_REFERENCE_MATERIALS,data/pallet/archive/trunc_addon_v1_pilot,scripts/data_prep/blender/_verify_archive_style_pixels.py,48,literal,LEGACY_RUNTIME
I,data/pallet/real_data,B1_REFERENCE_MATERIALS,data/pallet/real_data,_docs/data_pallet_layout.md,93,literal,CURRENT_DOC
I,data/pallet/real_data,B1_REFERENCE_MATERIALS,data/pallet/real_data,_docs/dataset_license_ledger.md,324,literal,CURRENT_DOC
I,data/pallet/real_data,B1_REFERENCE_MATERIALS,data/pallet/real_data,config/synthetic/pallet_paths.yaml,44,literal,CURRENT_RUNTIME
I,data/pallet/real_data,B1_REFERENCE_MATERIALS,data/pallet/real_data,scripts/data_prep/manage_pallet_data_layout.py,90,literal,CURRENT_RUNTIME
I,data/pallet/real_data,B1_REFERENCE_MATERIALS,data/pallet/real_data,scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,60,literal,CURRENT_TEST
I,data/pallet/real_data,B1_REFERENCE_MATERIALS,data/pallet/real_data,scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,40,literal,CURRENT_TEST
I,data/pallet/real_data,B1_REFERENCE_MATERIALS,data/pallet/real_data,scripts/data_prep/visualize_inference.py,10,literal,LEGACY_RUNTIME
I,data/pallet/real_data,B1_REFERENCE_MATERIALS,data/pallet/real_data,scripts/data_prep/visualize_inference.py,186,literal,LEGACY_RUNTIME
I,data/pallet/real_data,B1_REFERENCE_MATERIALS,data/pallet/real_data,scripts/data_prep/visualize_pretrain.py,197,literal,LEGACY_RUNTIME
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/synth_data_scene.blend,_docs/blender_mcp_onboarding.md,19,literal,CURRENT_DOC
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/synth_data_scene.blend,_docs/blender_mcp_onboarding.md,140,literal,CURRENT_DOC
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/synth_data_scene.blend,_docs/blender_mcp_onboarding.md,170,literal,CURRENT_DOC
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/synth_data_scene.blend,_docs/blender_mcp_onboarding.md,165,literal,CURRENT_DOC
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/_sandbox_palletobj_production.blend,_docs/data_pallet_layout.md,84,literal,CURRENT_DOC
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/synth_data_scene.blend,_docs/data_pallet_layout.md,82,literal,CURRENT_DOC
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/textures,_docs/data_pallet_layout.md,83,literal,CURRENT_DOC
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/synth_data_scene.blend,config/synthetic/pallet_paths.yaml,17,literal,CURRENT_RUNTIME
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/textures,config/synthetic/pallet_paths.yaml,18,literal,CURRENT_RUNTIME
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/_sandbox_palletobj_production.blend,config/synthetic/pallet_paths.yaml,19,literal,CURRENT_RUNTIME
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/run_v2_scene_logic.py,13,literal,CURRENT_RUNTIME
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/run_v2_scene_logic.py,25,literal,CURRENT_RUNTIME
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene,scripts/data_prep/manage_pallet_data_layout.py,102,literal,CURRENT_RUNTIME
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,65,literal,CURRENT_TEST
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene,scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,50,literal,CURRENT_TEST
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/tests/test_pallet_data_paths_unit.py,31,literal,CURRENT_TEST
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/synth_data_scene.blend,_docs/history/2026-03-25.md,45,literal,HISTORY
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/synth_data_scene_indoor.blend,_docs/history/2026-04-07.md,111,literal,HISTORY
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/synth_data_scene.blend,_docs/history/2026-06-15.md,238,literal,HISTORY
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/synth_data_scene.blend,_docs/history/2026-06-16.md,369,literal,HISTORY
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/synth_data_scene.blend,_docs/history/2026-06-17.md,14,literal,HISTORY
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/_sandbox_palletobj_production.blend,_docs/history/2026-06-23.md,34,literal,HISTORY
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/_sandbox_palletobj_production.blend,_docs/history/2026-07-03.md,9,literal,HISTORY
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/synth_data_scene.blend,_docs/history/2026-07-24.md,80,literal,HISTORY
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/synth_data_scene.blend,_docs/history/2026-07-26.md,10,literal,HISTORY
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/synth_data_scene.blend,_docs/history/2026-07-27.md,1735,literal,HISTORY
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/synth_data_scene.blend,_docs/history/2026-07-27.md,1607,literal,HISTORY
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/synth_data_scene.blend,_docs/history/2026-07-28.md,485,literal,HISTORY
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/synth_data_scene.blend,_docs/history/2026-07-28.md,551,literal,HISTORY
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/efront_calibration/README.md,15,literal,LEGACY_DOC
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/_b3_asset_check.py,10,literal,LEGACY_RUNTIME
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/_g5_reverify.py,14,literal,LEGACY_RUNTIME
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/_gen_wood_random_samples.py,6,literal,LEGACY_RUNTIME
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/_render_floor_applied14.py,16,literal,LEGACY_RUNTIME
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/_render_floor_compare.py,14,literal,LEGACY_RUNTIME
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/_render_material_compare.py,8,literal,LEGACY_RUNTIME
J,data/pallet/blender_scene,B4_PRODUCTION_SCENE,data/pallet/blender_scene/synth_data_scene.blend,scripts/data_prep/blender/_render_plastic_closeup.py,11,literal,LEGACY_RUNTIME
