source,case_id,proposal_index,usable_slot,old_outcome,current_outcome,solver_fail_reason,winning_stage,candidates_logged,unique_candidates,duplicate_candidates,target_seed_candidate_count,target_seed_unique_candidate_count,target_seed_free_evals,target_seed_paid_evals,total_budgeted_evals,gate_overlap_evals,corner_contact_evals,primary_evals,rescue_evals,refine_evals,feedback_evals,fine_eval_count,candidate_budget_exhausted,score_callback_rejects,near_miss_candidates,best_near_miss_gap,runtime_s,stage_explicit_s,stage_context_s,stage_explicit_prep_s,projected_size,f_target,side,elevation_deg,camera_distance_m
locked_replay,locked_replay:34,34,15,expensive_reject,rejected,bounded_local_search_exhausted,,52,47,5,16,16,16,0,36,0,0,27,0,0,0,0,9,41,1,0.04561861972132161,66.82604813575745,59.350862,0.001294,0.158564,0.4823709757869806,0.2343686197213216,bottom,20.05358022549826,2.172961447355471
locked_replay,locked_replay:38,38,15,accepted,accepted,,target-seed,9,9,0,8,8,8,0,1,0,0,0,0,0,0,0,0,8,6,0.05536739999900192,46.969865798950195,24.540786,15.967116,0.131701,0.4474370943787678,0.4082084078182895,right,9.273834357212912,2.2807806147179273
locked_replay,locked_replay:46,46,19,accepted,accepted,,target-seed,29,28,1,16,16,16,0,13,0,0,9,0,0,0,0,3,27,5,0.006725453151618793,79.55007910728455,45.960847,27.547356,0.092361,0.5275030930859046,0.2577233925098761,bottom,49.0424517121717,1.4090866145145038
locked_replay,locked_replay:54,54,23,expensive_reject,rejected,bounded_local_search_exhausted,,36,33,3,0,0,0,0,36,0,0,27,2,0,0,0,6,6,0,,25.128737211227417,16.371489,0.001097,0.110674,0.5190747706870723,0.29172857383466516,bottom,74.79273345743304,1.7833470983107558
locked_replay,locked_replay:55,55,23,expensive_reject,rejected,bounded_local_search_exhausted,,44,42,2,8,8,8,0,36,11,0,18,0,0,0,0,10,20,0,,50.27544355392456,49.024302,0.001203,0.049267,0.7695802147735195,0.13080422137872902,bottom,6.826041722591379,1.1747225526819662
locked_replay,locked_replay:58,58,23,expensive_reject,rejected,bounded_local_search_exhausted,,60,57,3,24,24,24,0,36,0,0,27,0,0,0,0,9,59,0,,64.63307666778564,62.576563,0.001631,0.169903,0.2782466542773299,0.14775433727293127,bottom,17.402284079926485,3.1458783342966057
locked_replay,locked_replay:59,59,23,accepted,accepted,,target-seed,21,20,1,8,8,8,0,13,0,0,9,0,0,0,0,3,5,0,,46.45563507080078,23.863803,9.599188,0.102039,0.14531975365031694,0.23646578345592215,left,30.99525013743029,4.92473231483055
locked_replay,locked_replay:62,62,25,expensive_reject,rejected,bounded_local_search_exhausted,,60,58,2,24,24,24,0,36,11,0,18,0,0,0,0,10,23,3,0.1147483225747328,51.79189467430115,47.596875,0.002009,0.165133,0.2784652824470185,0.3765922942059385,right,7.686600856575149,1.6440798969790578
locked_replay,locked_replay:65,65,25,accepted,accepted,,target-seed,9,9,0,8,8,8,0,1,0,0,0,0,0,0,0,0,4,0,,68.05581879615784,21.407623,32.083418,0.204157,0.09583352150426934,0.12697100401716757,bottom,68.01749432743385,9.659360019133517
locked_replay,locked_replay:69,69,29,expensive_reject,rejected,bounded_local_search_exhausted,,60,60,0,24,24,24,0,36,0,30,3,0,0,0,0,11,59,1,0.02425971743886876,87.65464782714844,86.341712,0.001124,0.095492,0.3282420514463391,0.19727292210701583,right,9.649987264338122,3.1726641735458694
locked_replay,locked_replay:70,70,29,accepted,accepted,,target-seed,21,20,1,8,8,8,0,13,0,0,9,0,0,0,0,3,14,3,0.024276820941034616,57.019025802612305,29.618119,18.566526,0.204476,0.17333188576893707,0.3343477429268502,right,31.60214153285133,3.4362160197396814
locked_replay,locked_replay:76,76,33,accepted,accepted,,target-seed,9,9,0,8,8,8,0,1,0,0,0,0,0,0,0,0,4,2,0.018394430449215404,39.847291231155396,16.978327,10.822472,0.133278,0.13100746503586896,0.19524197566885365,left,18.312258064288823,4.97277099150134
locked_replay,locked_replay:79,79,35,expensive_reject,rejected,bounded_local_search_exhausted,,36,33,3,0,0,0,0,36,0,0,27,2,0,0,0,7,8,0,,28.234276056289673,17.868297,0.001343,0.049055,0.5624476235036654,0.1658813642859568,bottom,65.60052332068551,0.7475212815816372
locked_replay,locked_replay:80,80,35,expensive_reject,rejected,bounded_local_search_exhausted,,60,58,2,24,24,24,0,36,11,0,18,0,0,0,0,9,40,20,0.008937544441058876,64.10896825790405,62.825888,0.001364,0.097669,0.09434438575511322,0.4392823720272658,right,2.1053113674106356,9.96332767532945
locked_replay,locked_replay:82,82,35,accepted,accepted,,target-seed,18,18,0,16,16,16,0,2,0,0,0,0,0,0,0,0,14,0,,55.76833367347717,32.250523,17.922618,0.133446,0.28077039004679494,0.3350807686779613,left,7.908830539183718,3.7090869756651825
locked_replay,locked_replay:91,91,39,expensive_reject,rejected,bounded_local_search_exhausted,,60,57,3,24,24,24,0,36,0,0,27,0,0,0,0,9,60,0,,60.48095703125,58.432249,0.001548,0.190964,0.09935461304438288,0.14280944862934175,bottom,12.899869454444794,9.946925993944028
locked_replay,locked_replay:93,93,39,accepted,accepted,,primary,32,30,2,8,8,8,0,24,0,0,18,0,0,0,0,3,15,2,0.03314718494904534,35.58420276641846,21.383901,7.549269,0.167904,0.5316154620952647,0.43973900871519656,left,23.730594734218588,2.019006213554514
locked_replay,locked_replay:98,98,43,expensive_reject,rejected,bounded_local_search_exhausted,,60,57,3,24,24,24,0,36,0,0,27,0,0,0,0,9,57,0,,143.16899132728577,135.737434,0.002163,0.138251,0.1613355722507961,0.24634478013907238,left,1.5348919886208212,6.454880237175106
locked_replay,locked_replay:100,100,43,expensive_reject,rejected,bounded_local_search_exhausted,,59,55,4,23,23,23,0,36,11,0,18,0,0,0,0,10,57,0,,107.12107944488525,98.642202,0.001368,0.108174,0.09591812620867338,0.4010295429731762,right,15.716883134243286,7.088904979143278
locked_replay,locked_replay:102,102,43,expensive_reject,rejected,bounded_local_search_exhausted,,52,49,3,16,16,16,0,36,0,0,27,0,0,0,0,9,21,0,,72.0325517654419,55.534962,0.001414,0.105962,0.7975812203283549,0.1852509059040689,left,59.62077705163087,1.4922285678352316
locked_replay,locked_replay:104,104,43,accepted,accepted,,target-seed,9,9,0,8,8,8,0,1,0,0,0,0,0,0,0,0,7,6,0.011434061955143904,25.136135816574097,10.704883,7.9501,0.158737,0.072204918555971,0.38540231592339785,right,6.147659877183431,8.251786435528693
locked_replay,locked_replay:109,109,45,expensive_reject,rejected,bounded_local_search_exhausted,,52,49,3,16,16,16,0,36,0,0,27,0,0,0,0,9,42,0,,64.4170835018158,63.151426,0.001392,0.106485,0.24560665379937663,0.3356562823526332,bottom,14.87498907323841,3.3287307544464713
locked_replay,locked_replay:112,112,45,expensive_reject,rejected,bounded_local_search_exhausted,,52,49,3,16,16,16,0,36,0,0,27,0,0,0,0,9,39,0,,46.11549377441406,40.610303,0.001112,0.155461,0.5255443670771405,0.40366298099237796,right,1.8472352295917198,1.9815678030512336
locked_replay,locked_replay:113,113,45,accepted,accepted,,gate-overlap-refine,32,31,1,8,8,8,0,24,11,0,9,0,0,0,0,3,21,16,0.04169734251916407,132.90405535697937,52.757437,73.626358,0.130285,0.28382261093391215,0.3290793167680911,left,15.272581086458707,4.468842698138117
locked_replay,locked_replay:118,118,49,expensive_reject,rejected,bounded_local_search_exhausted,,52,49,3,16,16,16,0,36,0,0,27,0,0,0,0,9,39,0,,67.63331913948059,61.368465,0.001173,0.100358,0.43762620573597755,0.2957990747707349,right,12.466014624131162,2.115253780459358
locked_replay,locked_replay:120,120,49,expensive_reject,rejected,bounded_local_search_exhausted,,52,49,3,16,16,16,0,36,0,0,27,0,0,0,0,6,26,0,,40.469900608062744,37.666855,0.002101,0.236582,0.09673836897228094,0.17497335320751256,bottom,78.1181645510026,9.770777625160576
locked_replay,locked_replay:121,121,49,accepted,accepted,,gate-overlap-refine,40,39,1,16,16,16,0,24,11,0,9,0,0,0,0,3,39,3,0.08162423363826493,87.61704897880554,60.244649,12.280353,0.100313,0.2054328926292026,0.4495132565574447,left,46.859257384919886,3.379536040688755
locked_replay,locked_replay:128,128,53,expensive_reject,rejected,bounded_local_search_exhausted,,52,49,3,16,16,16,0,36,0,0,27,0,0,0,0,9,41,0,,103.38357734680176,86.445627,0.00145,0.104991,0.5340155169561249,0.2706757082905613,right,23.953768753390325,1.9501339639173114
locked_replay,locked_replay:132,132,53,accepted,accepted,,target-seed,29,28,1,16,16,16,0,13,0,0,9,0,0,0,0,3,8,0,,25.239899396896362,12.443719,6.736689,0.160209,0.3540691845241032,0.10291382724138247,right,1.7496564800422258,1.608875979690051
locked_replay,locked_replay:136,136,55,expensive_reject,rejected,bounded_local_search_exhausted,,36,33,3,0,0,0,0,36,0,0,27,2,0,0,0,9,14,2,0.003493675362240156,22.642623901367188,19.865187,0.001216,0.179041,0.4821920800778217,0.16124306670200617,right,36.87987025454237,1.374074925508473
locked_replay,locked_replay:137,137,55,accepted,accepted,,target-seed,9,9,0,8,8,8,0,1,0,0,0,0,0,0,0,0,1,0,,43.293569803237915,17.105191,14.099431,0.195114,0.07113505634435796,0.21177009451692813,right,12.166735617941903,7.546014355470209
locked_replay,locked_replay:142,142,59,expensive_reject,rejected,bounded_local_search_exhausted,,44,42,2,8,8,8,0,36,11,0,18,2,0,0,0,10,24,13,0.12750590341421397,65.1285879611969,52.092933,0.001285,0.152478,0.08729626591332634,0.3398625913123031,bottom,77.80318123378711,7.953007580789878
locked_replay,locked_replay:143,143,59,expensive_reject,rejected,bounded_local_search_exhausted,,52,49,3,16,16,16,0,36,0,0,27,0,0,0,0,9,47,0,,75.12309622764587,73.803869,0.001311,0.104032,0.16103721540703184,0.165924172579748,left,3.446048302725748,4.262854759135113
locked_replay,locked_replay:146,146,59,expensive_reject,rejected,bounded_local_search_exhausted,,60,55,5,24,24,24,0,36,0,0,27,0,0,0,0,9,56,0,,64.08275628089905,58.675754,0.001557,0.167618,0.28305528439132166,0.24104336438610516,bottom,3.028924675092468,3.2542381112056074
locked_replay,locked_replay:147,147,59,accepted,accepted,,target-seed,29,28,1,16,16,16,0,13,0,0,9,0,0,0,0,3,19,7,0.023132696052560353,121.2406370639801,35.733345,76.507964,0.157395,0.526066947800193,0.1971867501066144,right,43.87948566680093,1.9795993670192296
locked_replay,locked_replay:154,154,63,expensive_reject,rejected,bounded_local_search_exhausted,,60,60,0,24,24,24,0,36,0,30,3,0,0,0,0,12,60,0,,97.96363043785095,94.412243,0.001362,0.159363,0.22440173006486192,0.13714750827318622,left,18.838503496431603,4.64079219252895
locked_replay,locked_replay:155,155,63,accepted,accepted,,target-seed,18,18,0,16,16,16,0,2,0,0,0,0,0,0,0,0,7,2,0.03054326401548424,41.63956594467163,21.680104,8.216511,0.193732,0.09598872660551264,0.20139072164260288,right,12.740421430234273,8.197685139827135
locked_replay,locked_replay:158,158,65,expensive_reject,rejected,bounded_local_search_exhausted,,60,57,3,24,24,24,0,36,0,0,27,0,0,0,0,9,57,0,,55.8395299911499,53.925704,0.001848,0.150837,0.29570855265420126,0.29693888819819236,right,3.545732345961853,3.575864695219706
locked_replay,locked_replay:159,159,65,accepted,accepted,,target-seed,9,9,0,8,8,8,0,1,0,0,0,0,0,0,0,0,1,0,,45.715510845184326,18.036749,16.003266,0.100676,0.12565301602112766,0.12240496389104516,right,10.015334150162937,5.661226906323537
locked_replay,locked_replay:163,163,69,expensive_reject,rejected,bounded_local_search_exhausted,,52,49,3,16,16,16,0,36,0,0,27,0,0,0,0,8,34,0,,75.67885375022888,74.144497,0.001728,0.107766,0.8049923202759377,0.27683038399999904,left,10.73199545943395,1.4784904801761165
locked_replay,locked_replay:166,166,69,accepted,accepted,,corner-contact-refine,31,30,1,8,8,8,0,23,0,10,9,2,0,0,0,1,14,0,,62.852434396743774,34.64715,10.48147,0.193736,0.23525376625478855,0.18870592109118398,bottom,65.6372519803622,4.426716789507733
locked_replay,locked_replay:173,173,73,expensive_reject,rejected,bounded_local_search_exhausted,,60,57,3,24,24,24,0,36,0,0,27,0,0,0,0,9,60,0,,70.16618132591248,62.117811,0.001318,0.227107,0.0942514050031087,0.1150761980439105,left,18.84690993103562,7.58311249519336
locked_replay,locked_replay:174,174,73,accepted,accepted,,target-seed,9,9,0,8,8,8,0,1,0,0,0,0,0,0,0,0,1,0,,38.571696758270264,12.755647,15.262187,0.224091,0.2518769164014956,0.14832489796501136,right,4.309096926338414,3.6751699970613685
locked_replay,locked_replay:176,176,75,accepted,accepted,,target-seed,9,9,0,8,8,8,0,1,0,0,0,0,0,0,0,0,6,1,0.0675512266074221,40.623175859451294,11.925768,21.548234,0.152384,0.10207869199176992,0.3891861039916183,bottom,40.57919302836313,4.121766543686585
locked_replay,locked_replay:180,180,79,expensive_reject,rejected,bounded_local_search_exhausted,,36,33,3,0,0,0,0,36,0,0,27,2,0,0,0,7,9,0,,17.528477907180786,15.618925,0.004681,0.151766,0.8427326106036971,0.20059055421810051,left,20.22649205924115,0.8173883296520082
locked_replay,locked_replay:183,183,79,expensive_reject,accepted,,primary,60,58,2,24,24,24,0,36,11,0,18,0,0,0,0,7,58,0,,173.85569858551025,133.977558,16.896142,0.140451,0.09932481890477544,0.17523444273776634,bottom,16.62851385411792,9.964840245879953
locked_replay,locked_replay:184,184,79,expensive_reject,rejected,bounded_local_search_exhausted,,60,59,1,24,24,24,0,36,22,0,9,0,0,0,0,11,24,16,0.07352498713644215,38.832597494125366,36.188628,0.0016,0.170089,0.375071056510182,0.3836264574201448,left,14.211756363258441,1.320035927271307
locked_replay,locked_replay:187,187,79,accepted,accepted,,preprobe,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,34.235026597976685,4.068662,24.365199,0.177572,0.16045613114353252,0.18002557219038512,bottom,48.477528260683854,7.023880525674858
locked_replay,locked_replay:192,192,83,expensive_reject,rejected,bounded_local_search_exhausted,,60,60,0,24,24,24,0,36,0,30,3,0,0,0,0,12,60,0,,64.33874368667603,58.866248,0.001619,0.168652,0.23303177187599905,0.123365894996608,right,14.945633060520862,4.468926226202114
locked_replay,locked_replay:195,195,83,accepted,accepted,,gate-overlap-refine,32,31,1,8,8,8,0,24,11,0,9,0,0,0,0,3,22,15,0.014564538676963945,68.6997709274292,39.115317,13.717435,0.102688,0.4245941999729545,0.4108783468383854,bottom,28.654239480388743,1.7745623740330176
locked_replay,locked_replay:199,199,85,expensive_reject,rejected,bounded_local_search_exhausted,,60,58,2,24,24,24,0,36,11,0,18,0,0,0,0,10,41,0,,55.44748854637146,49.519256,0.002441,0.159185,0.662335781758141,0.11092954169765702,right,5.683132860891792,1.0482113207600383
locked_replay,locked_replay:201,201,85,expensive_reject,rejected,,target-seed,29,29,0,16,16,16,0,13,11,0,0,0,0,0,0,4,17,0,,57.576770305633545,32.033906,10.867847,0.160519,0.29959005192826543,0.3417435681136394,left,6.447546611922638,3.4760893767071943
locked_replay,locked_replay:202,202,85,accepted,accepted,,preprobe,10,10,0,8,8,8,0,2,0,0,0,0,0,0,0,0,8,1,0.24881518355815002,45.04679894447327,20.589814,15.525561,0.171945,0.17972249129990822,0.3743046620576926,left,38.668858248083716,5.058411025444843
locked_replay,locked_replay:209,209,89,expensive_reject,rejected,bounded_local_search_exhausted,,60,56,4,24,24,24,0,36,0,10,19,0,0,0,0,10,60,0,,96.57241177558899,93.042008,0.001464,0.150628,0.19429416337580507,0.3653783774023659,bottom,20.30953912671132,4.109243134119327
locked_replay,locked_replay:211,211,89,accepted,accepted,,target-seed,10,10,0,8,8,8,0,2,0,0,0,0,0,0,0,0,6,2,0.03612094401268698,109.85441970825195,19.853786,80.631457,0.212802,0.07998937917856648,0.326120944012687,right,17.683780428149326,8.679500600116743
locked_replay,locked_replay:216,216,93,expensive_reject,rejected,bounded_local_search_exhausted,,12,11,1,0,0,0,0,12,0,0,9,0,0,0,0,3,7,0,,15.325283765792847,14.134406,0.001587,0.019215,0.5574638590246012,0.409656798583364,right,32.10113396384153,1.4689052353432408
locked_replay,locked_replay:217,217,93,expensive_reject,rejected,bounded_local_search_exhausted,,44,41,3,8,8,8,0,36,0,0,27,0,0,0,0,7,16,0,,31.169378519058228,23.671532,0.001359,0.152888,0.9522842770836762,0.22549744870994018,left,35.29172069063684,1.2498090231917984
locked_replay,locked_replay:219,219,93,accepted,accepted,,target-seed,29,29,0,16,16,16,0,13,11,0,0,0,0,0,0,5,28,9,0.15447855391833126,376.0757598876953,77.373753,271.281356,0.117189,0.09874025257567907,0.3255214460816687,bottom,24.500845011328806,8.657426083972158
locked_replay,locked_replay:222,222,95,expensive_reject,rejected,bounded_local_search_exhausted,,60,57,3,24,24,24,0,36,0,0,27,0,0,0,0,9,60,0,,168.06814861297607,156.492118,0.001408,0.104227,0.09983160511653726,0.17982903758551633,bottom,6.283223301972484,9.856834785998759
locked_replay,locked_replay:225,225,95,expensive_reject,rejected,bounded_local_search_exhausted,,44,42,2,8,8,8,0,36,11,0,18,0,0,0,0,10,32,1,0.18401498574731395,54.804380655288696,53.503109,0.001268,0.098479,0.28961103520979786,0.3945422839274353,left,33.33892404573831,1.4937043988994083
locked_replay,locked_replay:226,226,95,expensive_reject,rejected,bounded_local_search_exhausted,,36,33,3,0,0,0,0,36,0,0,27,2,0,0,0,5,5,0,,25.409873485565186,14.286162,0.001427,0.110706,0.9330207963872553,0.22514819258691687,right,36.08797410169322,1.116161398446215
locked_replay,locked_replay:229,229,95,expensive_reject,rejected,,target-seed,29,28,1,16,16,16,0,13,0,0,9,0,0,0,0,3,24,3,0.009956686263358994,91.7277364730835,55.562671,20.884546,0.198031,0.162540931173661,0.3952533977702545,right,5.1268227043863615,5.787967338393272
locked_replay,locked_replay:231,231,95,accepted,accepted,,corner-contact-refine,15,15,0,4,4,4,0,11,0,10,0,0,0,0,0,0,2,0,,40.103071212768555,14.692714,19.596069,0.195371,0.14710424869140692,0.18618485148677552,bottom,62.57111490301854,5.555219792924193
locked_replay,locked_replay:237,237,99,expensive_reject,rejected,bounded_local_search_exhausted,,60,58,2,24,24,24,0,36,11,0,18,0,0,0,0,10,50,32,0.048839283307721415,76.60345816612244,75.308977,0.001626,0.114091,0.4039123437889626,0.39731230282551705,right,8.376505754664043,2.5782866329510226
locked_replay,locked_replay:238,238,99,expensive_reject,rejected,bounded_local_search_exhausted,,44,41,3,8,8,8,0,36,0,0,27,0,0,0,0,9,21,0,,40.23259735107422,36.481112,0.002857,0.223664,0.1624351161932135,0.11961176855591678,right,53.905673621783706,7.286140952515758
locked_replay,locked_replay:242,242,99,expensive_reject,rejected,bounded_local_search_exhausted,,59,58,1,23,23,23,0,36,22,0,9,0,0,0,0,11,58,0,,72.66754078865051,70.580507,0.00172,0.220466,0.07515442334073334,0.3380639641511566,right,57.23238769455736,9.541491198475873
locked_replay,locked_replay:244,244,99,accepted,accepted,,target-seed,9,9,0,8,8,8,0,1,0,0,0,0,0,0,0,0,3,1,0.03172192084267117,26.361574172973633,10.998241,9.302307,0.202492,0.20048431041687897,0.1919633793643682,right,11.799131856381715,2.6424041942550756
smoke100b,smoke100b:8,8,3,,accepted,,target-seed,9,9,0,8,8,8,0,1,0,0,0,0,0,0,0,0,3,1,0.07936425718486995,41.9253044128418,20.713886,13.364959,0.160789,0.08450913319032577,0.19537258492039322,left,2.962271122006416,7.323799118759979
smoke100b,smoke100b:11,11,5,,accepted,,target-seed,18,18,0,16,16,16,0,2,0,0,0,0,0,0,0,0,16,2,0.006189568858426281,60.205660581588745,20.486501,27.620471,0.171467,0.12662179445888,0.27312834436863037,right,8.711781295350534,5.483004466571469
smoke100b,smoke100b:18,18,9,,accepted,,preprobe,21,21,0,8,8,8,0,13,11,0,0,0,0,0,0,4,9,2,0.01342258029292201,28.363297939300537,14.948344,6.998007,0.177853,0.1358814663770036,0.14684539908486832,bottom,65.9858010901019,5.20196505599571
smoke100b,smoke100b:26,26,13,,accepted,,target-seed,18,18,0,16,16,16,0,2,0,0,0,0,0,0,0,0,14,11,0.0025801612912254024,33.4101448059082,20.160625,6.867232,0.191828,0.09439136881623088,0.39950323821430234,left,3.462683678820705,8.61625821288446
smoke100b,smoke100b:38,38,15,,accepted,,target-seed,9,9,0,8,8,8,0,1,0,0,0,0,0,0,0,0,8,6,0.05536739999900192,47.183006286621094,24.282486,16.137572,0.133745,0.4474370943787678,0.4082084078182895,right,9.273834357212912,2.2807806147179273
smoke100b,smoke100b:46,46,19,,accepted,,target-seed,29,28,1,16,16,16,0,13,0,0,9,0,0,0,0,3,27,5,0.006725453151618793,78.7885172367096,45.772321,27.094753,0.093788,0.5275030930859046,0.2577233925098761,bottom,49.0424517121717,1.4090866145145038
smoke100b,smoke100b:59,59,23,,accepted,,target-seed,21,20,1,8,8,8,0,13,0,0,9,0,0,0,0,3,5,0,,46.8624632358551,23.955286,9.841139,0.10449,0.14531975365031694,0.23646578345592215,left,30.99525013743029,4.92473231483055
smoke100b,smoke100b:65,65,25,,accepted,,target-seed,9,9,0,8,8,8,0,1,0,0,0,0,0,0,0,0,4,0,,67.9326982498169,20.839302,32.547305,0.223284,0.09583352150426934,0.12697100401716757,bottom,68.01749432743385,9.659360019133517
smoke100b,smoke100b:70,70,29,,accepted,,target-seed,21,20,1,8,8,8,0,13,0,0,9,0,0,0,0,3,14,3,0.024276820941034616,58.10186314582825,30.342548,18.935,0.203189,0.17333188576893707,0.3343477429268502,right,31.60214153285133,3.4362160197396814
smoke100b,smoke100b:76,76,33,,accepted,,target-seed,9,9,0,8,8,8,0,1,0,0,0,0,0,0,0,0,4,2,0.018394430449215404,40.419278383255005,17.487052,11.087874,0.137066,0.13100746503586896,0.19524197566885365,left,18.312258064288823,4.97277099150134
smoke100b,smoke100b:82,82,35,,accepted,,target-seed,18,18,0,16,16,16,0,2,0,0,0,0,0,0,0,0,14,0,,56.78265595436096,33.084966,18.247209,0.138154,0.28077039004679494,0.3350807686779613,left,7.908830539183718,3.7090869756651825
smoke100b,smoke100b:93,93,39,,accepted,,primary,32,30,2,8,8,8,0,24,0,0,18,0,0,0,0,3,15,2,0.03314718494904534,36.23778963088989,21.906467,7.764145,0.167338,0.5316154620952647,0.43973900871519656,left,23.730594734218588,2.019006213554514
smoke100b,smoke100b:104,104,43,,accepted,,target-seed,9,9,0,8,8,8,0,1,0,0,0,0,0,0,0,0,7,6,0.011434061955143904,25.83742046356201,11.109101,8.290645,0.157398,0.072204918555971,0.38540231592339785,right,6.147659877183431,8.251786435528693
smoke100b,smoke100b:113,113,45,,accepted,,gate-overlap-refine,32,31,1,8,8,8,0,24,11,0,9,0,0,0,0,3,21,16,0.04169734251916407,134.66317987442017,53.530282,74.621712,0.134564,0.28382261093391215,0.3290793167680911,left,15.272581086458707,4.468842698138117
smoke100b,smoke100b:121,121,49,,accepted,,gate-overlap-refine,40,39,1,16,16,16,0,24,11,0,9,0,0,0,0,3,39,3,0.08162423363826493,88.9477105140686,61.261734,12.647437,0.101964,0.2054328926292026,0.4495132565574447,left,46.859257384919886,3.379536040688755
smoke100b,smoke100b:132,132,53,,accepted,,target-seed,29,28,1,16,16,16,0,13,0,0,9,0,0,0,0,3,8,0,,25.628403663635254,12.843759,6.775548,0.184979,0.3540691845241032,0.10291382724138247,right,1.7496564800422258,1.608875979690051
smoke100b,smoke100b:137,137,55,,accepted,,target-seed,9,9,0,8,8,8,0,1,0,0,0,0,0,0,0,0,1,0,,44.21930146217346,17.503982,14.507358,0.201708,0.07113505634435796,0.21177009451692813,right,12.166735617941903,7.546014355470209
smoke100b,smoke100b:147,147,59,,accepted,,target-seed,29,28,1,16,16,16,0,13,0,0,9,0,0,0,0,3,19,7,0.023132696052560353,120.51667213439941,36.315457,75.134071,0.15422,0.526066947800193,0.1971867501066144,right,43.87948566680093,1.9795993670192296
smoke100b,smoke100b:155,155,63,,accepted,,target-seed,18,18,0,16,16,16,0,2,0,0,0,0,0,0,0,0,7,2,0.03054326401548424,42.69664478302002,22.249179,8.324235,0.213666,0.09598872660551264,0.20139072164260288,right,12.740421430234273,8.197685139827135
smoke100b,smoke100b:159,159,65,,accepted,,target-seed,9,9,0,8,8,8,0,1,0,0,0,0,0,0,0,0,1,0,,46.383506774902344,18.459805,16.083822,0.090897,0.12565301602112766,0.12240496389104516,right,10.015334150162937,5.661226906323537
