source,case_id,proposal_index,usable_slot,case_outcome,order,stage,proposal_object,canonical_key,duplicate_geometry,reject_reason,score,score_accept,abs_error,accept_threshold_abs_error,score_margin,abs_score_gap,blocking_conditions,unknown_conditions,is_near_miss,hard_reject,object_visible_pixels,occluder_side_match,candidate_G1_pass,candidate_G2_pass,object_screen_gap_px
locked_replay,locked_replay:3,3,3,rejected,38,primary,Dist_concrete_road_barrier_02,49762c2ff03f5480,False,support,,,,0.12,,,,side_match|visible_pixels_ge8|target_error_ok|corner_joint_pass,False,True,,,,,
locked_replay,locked_replay:3,3,3,rejected,39,primary,Dist_concrete_road_barrier_02,6751428d02645888,False,score_callback,-1.3114723765113574,False,0.20730570984469082,0.12,-0.08730570984469083,0.08730570984469083,side_match|visible_pixels_ge8|target_error_ok|corner_joint_pass,,False,False,0,False,True,False,0.0
locked_replay,locked_replay:3,3,3,rejected,40,primary,Dist_concrete_road_barrier_02,1c8fabb4fe05ebcf,False,score_callback,-0.3597179905464452,False,0.20730570984469082,0.12,-0.08730570984469083,0.08730570984469083,side_match|target_error_ok|corner_joint_pass,,False,False,37,False,True,False,11.0
locked_replay,locked_replay:3,3,3,rejected,41,primary,Dist_concrete_road_barrier_02,1326b0feb5d49388,False,score_callback,-0.3114723765113575,False,0.20730570984469082,0.12,-0.08730570984469083,0.08730570984469083,side_match|target_error_ok|corner_joint_pass,,False,False,1109,False,True,False,0.0
locked_replay,locked_replay:3,3,3,rejected,42,prealign-primary,Dist_concrete_road_barrier_02,2ef2915cfbbcef21,False,score_callback,-0.3114723765113575,False,0.20730570984469082,0.12,-0.08730570984469083,0.08730570984469083,side_match|target_error_ok|corner_joint_pass,,False,False,1477,False,True,False,0.0
locked_replay,locked_replay:3,3,3,rejected,43,prealign-primary,Dist_concrete_road_barrier_02,57439fdb691ed3ea,False,score_callback,-0.3114723765113575,False,0.20730570984469082,0.12,-0.08730570984469083,0.08730570984469083,side_match|target_error_ok|corner_joint_pass,,False,False,1417,False,True,False,0.0
locked_replay,locked_replay:4,4,3,rejected,0,preprobe,Dist_chinese_screen_panels,9ce9555d737b2ca8,False,score_callback,-0.6140496305569983,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,7741,False,True,False,0.0
locked_replay,locked_replay:4,4,3,rejected,1,target-seed,Dist_chinese_screen_panels,35acb64c9ea3e826,False,score_callback,-0.6140496305569983,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,8204,False,True,False,0.0
locked_replay,locked_replay:4,4,3,rejected,2,target-seed,Dist_chinese_screen_panels,500d9e5dd3eff326,False,score_callback,-0.6140496305569983,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,8048,False,True,False,0.0
locked_replay,locked_replay:4,4,3,rejected,3,target-seed,Dist_chinese_screen_panels,5f7e3a26b5ad2d13,False,score_callback,-0.6140496305569983,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,8141,False,True,False,0.0
locked_replay,locked_replay:4,4,3,rejected,4,target-seed,Dist_chinese_screen_panels,0cf5a6cbcbf482c7,False,score_callback,-0.5584940750014428,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,8216,False,True,False,0.0
locked_replay,locked_replay:4,4,3,rejected,5,target-seed,Dist_chinese_screen_panels,7108eda59ffc2a07,False,score_callback,-0.6140496305569983,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,8601,False,True,False,0.0
locked_replay,locked_replay:4,4,3,rejected,6,target-seed,Dist_chinese_screen_panels,912677a09227c973,False,score_callback,-0.6140496305569983,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,7644,False,True,False,0.0
locked_replay,locked_replay:4,4,3,rejected,7,target-seed,Dist_chinese_screen_panels,d8fabaea51ab3e58,False,score_callback,-0.6140496305569983,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,8765,False,True,False,0.0
locked_replay,locked_replay:4,4,3,rejected,8,target-seed,Dist_chinese_screen_panels,9c0a41f78800d0d5,False,score_callback,-0.6140496305569983,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,6614,False,True,False,0.0
locked_replay,locked_replay:4,4,3,rejected,9,primary,Dist_chinese_screen_panels,c4b4efb230f3d6d0,False,score_callback,-0.6140496305569983,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,9382,False,True,False,0.0
locked_replay,locked_replay:4,4,3,rejected,10,primary,Dist_chinese_screen_panels,f27794af4e7dbe94,False,score_callback,-0.5412580353597427,False,0.41625803535974276,0.12,-0.29625803535974277,0.29625803535974277,target_error_ok|corner_joint_pass,,False,False,8162,True,False,True,0.0
locked_replay,locked_replay:4,4,3,rejected,11,primary,Dist_chinese_screen_panels,65bd443c23c21a2c,False,support,,,,0.12,,,,side_match|visible_pixels_ge8|target_error_ok|corner_joint_pass,False,True,,,,,
locked_replay,locked_replay:4,4,3,rejected,12,primary,Dist_chinese_screen_panels,af50f3427f43bb46,False,score_callback,-0.6140496305569983,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,7628,False,True,False,0.0
locked_replay,locked_replay:4,4,3,rejected,13,primary,Dist_chinese_screen_panels,9ce9555d737b2ca8,True,score_callback,-0.6140496305569983,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,7741,False,True,False,0.0
locked_replay,locked_replay:4,4,3,rejected,14,primary,Dist_chinese_screen_panels,426044c62d6c0b69,False,score_callback,-0.6140496305569983,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,6521,False,True,False,0.0
locked_replay,locked_replay:4,4,3,rejected,15,primary,Dist_chinese_screen_panels,f9ed3a27ffb6b8e7,False,score_callback,-0.6579092796798054,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,5607,False,True,False,10.0
locked_replay,locked_replay:4,4,3,rejected,16,primary,Dist_chinese_screen_panels,bcf1ec65721958a3,False,score_callback,-0.6315934902061211,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,6173,False,True,False,4.0
locked_replay,locked_replay:4,4,3,rejected,17,primary,Dist_chinese_screen_panels,23bd1bc03205c224,False,score_callback,-0.6140496305569983,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,6094,False,True,False,0.0
locked_replay,locked_replay:4,4,3,rejected,18,prealign-primary,Dist_chinese_screen_panels,73dd78e842b4b9bb,False,score_callback,-0.6140496305569983,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,7870,False,True,False,0.0
locked_replay,locked_replay:4,4,3,rejected,19,prealign-primary,Dist_chinese_screen_panels,8c9c3d02bcf68fbf,False,score_callback,-0.6140496305569983,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,7811,False,True,False,0.0
locked_replay,locked_replay:4,4,3,rejected,20,preprobe,Dist_Shelf_01,002b53200ec1b977,False,score_callback,-0.6140496305569983,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,7527,False,True,False,0.0
locked_replay,locked_replay:4,4,3,rejected,21,target-seed,Dist_Shelf_01,365c56d016f59ce7,False,score_callback,-0.6140496305569983,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,8439,False,True,False,0.0
locked_replay,locked_replay:4,4,3,rejected,22,target-seed,Dist_Shelf_01,5279b1730f26beb7,False,score_callback,-0.6140496305569983,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,8082,False,True,False,0.0
locked_replay,locked_replay:4,4,3,rejected,23,target-seed,Dist_Shelf_01,7ffc1a34c4417eeb,False,score_callback,-0.6140496305569983,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,8290,False,True,False,0.0
locked_replay,locked_replay:4,4,3,rejected,24,target-seed,Dist_Shelf_01,17321921e8cc017a,False,score_callback,-0.6140496305569983,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,8514,False,True,False,0.0
locked_replay,locked_replay:4,4,3,rejected,25,target-seed,Dist_Shelf_01,25b7dc233d742f4d,False,score_callback,-0.6140496305569983,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,8685,False,True,False,0.0
locked_replay,locked_replay:4,4,3,rejected,26,target-seed,Dist_Shelf_01,94b648cd2cac363f,False,score_callback,-0.6140496305569983,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,8083,False,True,False,0.0
locked_replay,locked_replay:4,4,3,rejected,27,target-seed,Dist_Shelf_01,93eeaa857ed47ec9,False,score_callback,-0.6140496305569983,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,8797,False,True,False,0.0
locked_replay,locked_replay:4,4,3,rejected,28,target-seed,Dist_Shelf_01,ccf9475d4b4d6f2b,False,score_callback,-0.6140496305569983,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,7675,False,True,False,0.0
locked_replay,locked_replay:4,4,3,rejected,29,primary,Dist_Shelf_01,171cf9fe09391ccb,False,score_callback,-0.6140496305569983,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,8955,False,True,False,0.0
locked_replay,locked_replay:4,4,3,rejected,30,primary,Dist_Shelf_01,3f99fe0d26eebd0f,False,score_callback,-0.6140496305569983,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,8494,False,True,False,0.0
locked_replay,locked_replay:4,4,3,rejected,31,primary,Dist_Shelf_01,06f09fb6de483e4d,False,score_callback,-0.6140496305569983,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,6881,False,True,False,0.0
locked_replay,locked_replay:4,4,3,rejected,32,primary,Dist_Shelf_01,32f1e6c44fc5e801,False,score_callback,-0.6140496305569983,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,6908,False,True,False,0.0
locked_replay,locked_replay:4,4,3,rejected,33,primary,Dist_Shelf_01,002b53200ec1b977,True,score_callback,-0.6140496305569983,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,7527,False,True,False,0.0
locked_replay,locked_replay:4,4,3,rejected,34,primary,Dist_Shelf_01,45baea855b4c406c,False,score_callback,-0.6140496305569983,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,7027,False,True,False,0.0
locked_replay,locked_replay:4,4,3,rejected,35,primary,Dist_Shelf_01,c0fb1dabe1ec94cd,False,score_callback,-0.6710671744166474,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,4842,False,True,False,13.0
locked_replay,locked_replay:4,4,3,rejected,36,primary,Dist_Shelf_01,d9ecc453f8c00bbd,False,score_callback,-0.649137349855244,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,5806,False,True,False,8.0
locked_replay,locked_replay:4,4,3,rejected,37,primary,Dist_Shelf_01,b6a22cca618940ab,False,score_callback,-0.6272075252938405,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,6178,False,True,False,3.0
locked_replay,locked_replay:4,4,3,rejected,38,prealign-primary,Dist_Shelf_01,0d768b5d63343e9d,False,score_callback,-0.6140496305569983,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,7994,False,True,False,0.0
locked_replay,locked_replay:4,4,3,rejected,39,prealign-primary,Dist_Shelf_01,014ab4053ba69a30,False,score_callback,-0.6140496305569983,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,7780,False,True,False,0.0
locked_replay,locked_replay:4,4,3,rejected,40,preprobe,Dist_water_dispenser_01,bb8acdc6b8fffe84,False,score_callback,-0.5018069204369298,False,0.37680692043692976,0.12,-0.25680692043692976,0.25680692043692976,target_error_ok|corner_joint_pass,,False,False,2468,True,False,True,0.0
locked_replay,locked_replay:4,4,3,rejected,41,target-seed,Dist_water_dispenser_01,5fd5d9b2db16ec1a,False,score_callback,-0.4074672977954203,False,0.2824672977954203,0.12,-0.1624672977954203,0.1624672977954203,target_error_ok|corner_joint_pass,,False,False,2430,True,False,True,0.0
locked_replay,locked_replay:4,4,3,rejected,42,target-seed,Dist_water_dispenser_01,028fc49ad75fc181,False,score_callback,-0.45549474204927964,False,0.33049474204927964,0.12,-0.21049474204927965,0.21049474204927965,target_error_ok|corner_joint_pass,,False,False,2448,True,False,True,0.0
locked_replay,locked_replay:4,4,3,rejected,43,target-seed,Dist_water_dispenser_01,34a67e7607b54cc8,False,score_callback,-0.43148101992235,False,0.30648101992235,0.12,-0.18648101992235,0.18648101992235,target_error_ok|corner_joint_pass,,False,False,2440,True,False,True,0.0
locked_replay,locked_replay:4,4,3,rejected,44,target-seed,Dist_water_dispenser_01,f5d302ee082845e1,False,score_callback,-0.39374517086574623,False,0.26874517086574623,0.12,-0.14874517086574623,0.14874517086574623,target_error_ok|corner_joint_pass,,False,False,2420,True,False,True,0.0
locked_replay,locked_replay:4,4,3,rejected,45,target-seed,Dist_water_dispenser_01,8aa58e666465ad3d,False,score_callback,-0.43491155165476847,False,0.30991155165476847,0.12,-0.18991155165476847,0.18991155165476847,target_error_ok|corner_joint_pass,,False,False,2756,True,False,True,0.0
locked_replay,locked_replay:4,4,3,rejected,46,target-seed,Dist_water_dispenser_01,0605247547b468fd,False,score_callback,-0.39374517086574623,False,0.26874517086574623,0.12,-0.14874517086574623,0.14874517086574623,target_error_ok|corner_joint_pass,,False,False,2165,True,False,True,0.0
locked_replay,locked_replay:4,4,3,rejected,47,target-seed,Dist_water_dispenser_01,faacb7abb293093b,False,score_callback,-0.41432836126025735,False,0.28932836126025735,0.12,-0.16932836126025735,0.16932836126025735,target_error_ok|corner_joint_pass,,False,False,2280,True,False,True,0.0
locked_replay,locked_replay:4,4,3,rejected,48,target-seed,Dist_water_dispenser_01,47ad43de3fd57da6,False,score_callback,-0.4108978295278388,False,0.2858978295278388,0.12,-0.16589782952783882,0.16589782952783882,target_error_ok|corner_joint_pass,,False,False,2451,True,False,True,0.0
locked_replay,locked_replay:4,4,3,rejected,49,primary,Dist_water_dispenser_01,b0f40226905d9464,False,score_callback,-0.35480863570279597,False,0.12980863570279594,0.12,-0.009808635702795943,0.009808635702795943,target_error_ok|corner_joint_pass,,False,False,3635,True,False,True,0.0
locked_replay,locked_replay:4,4,3,rejected,50,primary,Dist_water_dispenser_01,4b4695a4b820bfc3,False,score_callback,-0.36928119144893656,False,0.08178119144893659,0.12,0.03821880855106341,0.03821880855106341,corner_joint_pass,,False,False,2359,True,False,True,0.0
locked_replay,locked_replay:4,4,3,rejected,51,primary,Dist_water_dispenser_01,f5c30c6979cef742,False,support,,,,0.12,,,,side_match|visible_pixels_ge8|target_error_ok|corner_joint_pass,False,True,,,,,
locked_replay,locked_replay:4,4,3,rejected,52,primary,Dist_water_dispenser_01,cb6207950d239842,False,score_callback,-0.6140496305569983,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,3850,False,True,False,0.0
locked_replay,locked_replay:4,4,3,rejected,53,primary,Dist_water_dispenser_01,bb8acdc6b8fffe84,True,score_callback,-0.5018069204369298,False,0.37680692043692976,0.12,-0.25680692043692976,0.25680692043692976,target_error_ok|corner_joint_pass,,False,False,2468,True,False,True,0.0
locked_replay,locked_replay:4,4,3,rejected,54,primary,Dist_water_dispenser_01,bb26ef857a66ad7e,False,score_callback,-0.42461995645751294,False,0.29961995645751294,0.12,-0.17961995645751294,0.17961995645751294,target_error_ok|corner_joint_pass,,False,False,1735,True,False,True,0.0
locked_replay,locked_replay:4,4,3,rejected,55,primary,Dist_water_dispenser_01,6cd5fe2606c0e438,False,score_callback,-0.7149268235394545,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,2751,False,True,False,23.0
locked_replay,locked_replay:4,4,3,rejected,56,primary,Dist_water_dispenser_01,238807e96361432d,False,score_callback,-0.6579092796798054,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,2582,False,True,False,10.0
locked_replay,locked_replay:4,4,3,rejected,57,primary,Dist_water_dispenser_01,14753e377e32d385,False,score_callback,-0.6184355954692791,False,0.42654963055699835,0.12,-0.30654963055699835,0.30654963055699835,side_match|target_error_ok|corner_joint_pass,,False,False,1805,False,True,False,1.0
