proposal_index,usable_slot,old_outcome,new_outcome,replayed,old_runtime_s,new_runtime_s,old_stage_context_s,new_stage_context_s,old_stage_explicit_s,new_stage_explicit_s,new_stage_explicit_prep_s,old_explicit_visible_pixels,new_explicit_visible_pixels,old_side_match,new_side_match,new_metrics_available,new_f_explicit_target,new_f_explicit_actual_lowres,new_explicit_abs_error_lowres,old_realization_attempt_count,new_realization_attempt_count,new_coarse_eval_count,new_fine_eval_count,new_search_winning_stage,new_solver_fail_reason,old_solver_fail_reason,new_context_skipped,new_reject_counts
69,29,expensive_reject,rejected,True,65.00836300849915,95.06153225898743,12.501767,0.001423,51.28225,93.771597,0.096287,0,0,,,False,0.19727292210701583,,,21,25,60,6,,bounded_local_search_exhausted,bounded_local_search_exhausted,True,"{""camera_clearance"": 1, ""candidate_budget_exhausted"": 11, ""score_callback"": 65}"
70,29,accepted,accepted,True,69.9708514213562,53.4702365398407,31.806203,16.691363,29.525998,27.491108,0.235296,5081,5081,True,True,True,0.3343477429268502,0.30638297872340425,0.027964764203445958,8,8,21,0,target-seed,,,False,"{""camera_clearance"": 6, ""candidate_budget_exhausted"": 3, ""score_callback"": 14}"
76,33,accepted,accepted,True,41.1987624168396,44.642585039138794,12.089845,12.203135,17.470266,19.489174,0.156013,4409,4409,True,True,True,0.19524197566885365,0.17571059431524547,0.019531381353608185,2,2,9,0,target-seed,,,False,"{""score_callback"": 4}"
79,35,expensive_reject,rejected,True,66.66828656196594,30.412065505981445,38.361478,0.001537,18.11909,18.654157,0.087492,0,0,,,False,0.1658813642859568,,,16,16,36,0,,bounded_local_search_exhausted,bounded_local_search_exhausted,True,"{""candidate_budget_exhausted"": 7, ""collision"": 2, ""score_callback"": 8, ""support"": 26}"
80,35,expensive_reject,accepted,True,52.3843457698822,110.649405002594,19.835379,22.470748,31.205169,82.014748,0.096575,0,136,,True,True,0.4392823720272658,0.3620689655172414,0.0772134065100244,20,22,60,6,fine,,bounded_local_search_exhausted,False,"{""candidate_budget_exhausted"": 9, ""score_callback"": 44, ""support"": 20}"
82,35,accepted,accepted,True,47.629260540008545,58.33450484275818,9.961312,18.394667,32.328276,34.238303,0.146485,2655,2655,True,True,True,0.3350807686779613,0.3695395513577332,0.03445878267977187,4,4,18,0,target-seed,,,False,"{""score_callback"": 14}"
91,39,expensive_reject,rejected,True,40.85218667984009,62.02932929992676,8.346577,0.002237,30.254879,59.923573,0.199306,0,0,,,False,0.14280944862934175,,,20,21,60,0,,bounded_local_search_exhausted,bounded_local_search_exhausted,True,"{""candidate_budget_exhausted"": 9, ""score_callback"": 60}"
93,39,accepted,accepted,True,72.17171239852905,36.68250918388367,52.960811,7.924622,13.40905,22.125493,0.167775,6220,6220,True,True,True,0.43973900871519656,0.34590129209913156,0.09383771661606499,10,10,32,0,primary,,,False,"{""camera_clearance"": 9, ""candidate_budget_exhausted"": 3, ""collision"": 2, ""score_callback"": 15, ""support"": 5}"
98,43,expensive_reject,rejected,True,132.66266751289368,135.13235354423523,37.271742,0.001484,87.600684,128.202303,0.152013,0,0,,,False,0.24634478013907238,,,21,21,60,0,,bounded_local_search_exhausted,bounded_local_search_exhausted,True,"{""candidate_budget_exhausted"": 9, ""score_callback"": 57, ""support"": 3}"
100,43,expensive_reject,rejected,True,78.04946494102478,71.19149422645569,16.410545,0.000848,53.26272,65.161008,0.068106,0,0,,,False,0.4010295429731762,,,20,21,59,0,,bounded_local_search_exhausted,bounded_local_search_exhausted,True,"{""camera_clearance"": 2, ""candidate_budget_exhausted"": 10, ""score_callback"": 57}"
102,43,expensive_reject,rejected,True,68.78973269462585,46.82507920265198,12.482393,0.001371,40.02274,35.985733,0.072821,0,0,,,False,0.1852509059040689,,,20,20,52,0,,bounded_local_search_exhausted,bounded_local_search_exhausted,True,"{""candidate_budget_exhausted"": 9, ""collision"": 14, ""score_callback"": 21, ""support"": 17}"
104,43,accepted,accepted,True,24.649908781051636,16.981074571609497,7.905428,5.594599,10.563049,7.468511,0.111248,368,368,True,True,True,0.38540231592339785,0.36507936507936506,0.020322950844032794,2,2,9,0,target-seed,,,False,"{""score_callback"": 7}"
109,45,expensive_reject,rejected,True,60.395020723342896,44.93433165550232,18.852338,0.011325,40.315314,44.084794,0.070835,0,0,,,False,0.3356562823526332,,,20,20,52,0,,bounded_local_search_exhausted,bounded_local_search_exhausted,True,"{""camera_clearance"": 10, ""candidate_budget_exhausted"": 9, ""score_callback"": 42}"
112,45,expensive_reject,rejected,True,60.97867155075073,31.80419945716858,29.590096,0.000741,25.980726,28.05739,0.100669,0,0,,,False,0.40366298099237796,,,20,20,52,0,,bounded_local_search_exhausted,bounded_local_search_exhausted,True,"{""candidate_budget_exhausted"": 9, ""collision"": 1, ""score_callback"": 39, ""support"": 12}"
113,45,accepted,accepted,True,65.30609941482544,91.33534264564514,21.320899,51.400151,37.63962,35.914346,0.085892,805,805,True,True,True,0.3290793167680911,0.2718168812589413,0.05726243550914978,8,9,32,0,gate-overlap-refine,,,False,"{""camera_clearance"": 9, ""candidate_budget_exhausted"": 3, ""score_callback"": 21}"
118,49,expensive_reject,rejected,True,72.83314037322998,46.8750946521759,27.500725,0.00078,39.171364,42.452686,0.068832,0,0,,,False,0.2957990747707349,,,20,20,52,0,,bounded_local_search_exhausted,bounded_local_search_exhausted,True,"{""candidate_budget_exhausted"": 9, ""collision"": 8, ""score_callback"": 39, ""support"": 5}"
120,49,expensive_reject,rejected,True,59.793081283569336,27.99085569381714,36.669306,0.001346,20.662082,26.268773,0.157788,0,0,,,False,0.17497335320751256,,,17,17,52,0,,bounded_local_search_exhausted,bounded_local_search_exhausted,True,"{""candidate_budget_exhausted"": 6, ""score_callback"": 26, ""support"": 26}"
121,49,accepted,accepted,True,75.17262387275696,60.303616523742676,23.508964,8.194618,38.158153,42.383543,0.066091,2710,2710,True,True,True,0.4495132565574447,0.3848009650180941,0.0647122915393506,9,10,40,0,gate-overlap-refine,,,False,"{""candidate_budget_exhausted"": 3, ""score_callback"": 39}"
128,53,expensive_reject,rejected,True,88.16813659667969,68.46079397201538,14.739975,0.000993,56.413544,57.499063,0.069954,0,0,,,False,0.2706757082905613,,,20,20,52,0,,bounded_local_search_exhausted,bounded_local_search_exhausted,True,"{""camera_clearance"": 8, ""candidate_budget_exhausted"": 9, ""collision"": 1, ""score_callback"": 41, ""support"": 2}"
132,53,accepted,accepted,True,26.834275722503662,17.37221670150757,14.235736,4.703509,7.202658,8.862303,0.115276,2897,2897,True,True,True,0.10291382724138247,0.02275960170697013,0.08015422553441234,8,9,29,0,target-seed,,,False,"{""candidate_budget_exhausted"": 3, ""score_callback"": 8, ""support"": 20}"
136,55,expensive_reject,accepted,True,44.46357560157776,26.34560990333557,23.016119,9.76665,19.577502,12.746728,0.125386,0,7422,,True,True,0.16124306670200617,0.04675917126021669,0.11448389544178947,18,14,24,6,fine,,bounded_local_search_exhausted,False,"{""camera_clearance"": 15, ""candidate_budget_exhausted"": 6, ""score_callback"": 12, ""support"": 2}"
137,55,accepted,accepted,True,49.160359382629395,32.712788105010986,15.785945,10.993788,21.699827,13.556777,0.143986,424,454,True,True,True,0.21177009451692813,0.21774193548387097,0.005971840966942837,2,2,9,0,target-seed,,,False,"{""score_callback"": 1}"
142,59,expensive_reject,rejected,True,133.57814717292786,43.37118315696716,80.725242,0.000951,39.706583,34.640473,0.116216,0,0,,,False,0.3398625913123031,,,19,19,44,0,,bounded_local_search_exhausted,bounded_local_search_exhausted,True,"{""candidate_budget_exhausted"": 10, ""collision"": 1, ""score_callback"": 24, ""support"": 19}"
143,59,expensive_reject,rejected,True,60.79854941368103,52.51582932472229,18.274287,0.00092,41.190735,51.66976,0.06775,0,0,,,False,0.165924172579748,,,18,20,52,0,,bounded_local_search_exhausted,bounded_local_search_exhausted,True,"{""camera_clearance"": 5, ""candidate_budget_exhausted"": 9, ""score_callback"": 47}"
146,59,expensive_reject,rejected,True,66.20333194732666,44.1548912525177,24.879932,0.00103,36.175059,40.465057,0.115739,0,0,,,False,0.24104336438610516,,,21,21,60,0,,bounded_local_search_exhausted,bounded_local_search_exhausted,True,"{""candidate_budget_exhausted"": 9, ""score_callback"": 56, ""support"": 4}"
147,59,accepted,accepted,True,88.09187388420105,72.0321695804596,56.36854,43.68744,24.037886,23.001771,0.10548,8024,8024,True,True,True,0.1971867501066144,0.11533458592282121,0.0818521641837932,9,9,29,0,target-seed,,,False,"{""candidate_budget_exhausted"": 3, ""collision"": 1, ""score_callback"": 19, ""support"": 8}"
154,63,expensive_reject,rejected,True,92.62316823005676,62.37146830558777,28.989252,0.000906,60.237348,60.095665,0.113379,0,0,,,False,0.13714750827318622,,,21,24,60,0,,bounded_local_search_exhausted,bounded_local_search_exhausted,True,"{""candidate_budget_exhausted"": 12, ""score_callback"": 60}"
155,63,accepted,accepted,True,42.384862661361694,28.629651069641113,8.166595,5.857606,22.489588,14.898511,0.126844,730,730,True,True,True,0.20139072164260288,0.192090395480226,0.009300326162376887,4,4,18,0,target-seed,,,False,"{""score_callback"": 7}"
158,65,expensive_reject,rejected,True,43.55709099769592,39.250760078430176,7.248233,0.001242,34.201158,37.962409,0.10541,0,0,,,False,0.29693888819819236,,,21,21,60,0,,bounded_local_search_exhausted,bounded_local_search_exhausted,True,"{""candidate_budget_exhausted"": 9, ""score_callback"": 57, ""support"": 3}"
159,65,accepted,accepted,True,46.47523212432861,30.747579097747803,12.881936,10.740377,22.131578,12.53618,0.067224,991,991,True,True,True,0.12240496389104516,0.11666666666666667,0.005738297224378491,2,2,9,0,target-seed,,,False,"{""score_callback"": 1}"
163,69,expensive_reject,rejected,True,82.61688041687012,49.846922636032104,27.925386,0.001007,53.245141,48.860394,0.075481,0,0,,,False,0.27683038399999904,,,19,19,52,0,,bounded_local_search_exhausted,bounded_local_search_exhausted,True,"{""candidate_budget_exhausted"": 8, ""collision"": 5, ""score_callback"": 34, ""support"": 13}"
166,69,accepted,accepted,True,54.1078143119812,54.24970531463623,11.211143,11.425027,25.426892,29.596313,0.112472,720,732,True,True,True,0.18870592109118398,0.1553653719552337,0.033340549135950276,6,7,31,0,corner-contact-refine,,,False,"{""candidate_budget_exhausted"": 1, ""collision"": 8, ""score_callback"": 14, ""support"": 5}"
173,73,expensive_reject,rejected,True,57.78732466697693,71.55662250518799,12.616293,0.001451,37.250034,63.298858,0.223475,0,0,,,False,0.1150761980439105,,,21,21,60,0,,bounded_local_search_exhausted,bounded_local_search_exhausted,True,"{""candidate_budget_exhausted"": 9, ""score_callback"": 60}"
174,73,accepted,accepted,True,31.100996017456055,38.855706214904785,8.708104,14.650932,12.513082,13.466955,0.231717,895,895,True,True,True,0.14832489796501136,0.14675324675324675,0.001571651211764613,2,2,9,0,target-seed,,,False,"{""score_callback"": 1}"
176,75,accepted,accepted,True,53.78386306762695,41.09993815422058,9.11454,22.027861,37.865679,11.930959,0.157676,614,7053,True,True,True,0.3891861039916183,0.3869209809264305,0.0022651230651877796,16,2,9,0,target-seed,,,False,"{""score_callback"": 6}"
180,79,expensive_reject,rejected,True,24.42941975593567,18.06465482711792,6.48438,0.001317,15.965442,16.070904,0.154954,0,0,,,False,0.20059055421810051,,,16,16,36,0,,bounded_local_search_exhausted,bounded_local_search_exhausted,True,"{""camera_clearance"": 5, ""candidate_budget_exhausted"": 7, ""collision"": 2, ""score_callback"": 9, ""support"": 20}"
183,79,expensive_reject,accepted,True,108.37117552757263,162.2138946056366,15.307672,15.705666,76.501703,124.144331,0.128824,0,488,,True,True,0.17523444273776634,0.08755760368663594,0.0876768390511304,21,18,60,0,primary,,bounded_local_search_exhausted,False,"{""candidate_budget_exhausted"": 7, ""score_callback"": 58}"
184,79,expensive_reject,rejected,True,77.02824234962463,39.28633952140808,54.562151,0.002346,20.035048,36.622518,0.173822,0,0,,,False,0.3836264574201448,,,21,21,60,0,,bounded_local_search_exhausted,bounded_local_search_exhausted,True,"{""camera_clearance"": 1, ""candidate_budget_exhausted"": 11, ""collision"": 10, ""score_callback"": 24, ""support"": 25}"
187,79,accepted,accepted,True,31.886475324630737,34.63578915596008,22.320655,24.590171,4.070215,4.051242,0.184018,514,514,True,True,True,0.18002557219038512,0.22344827586206897,0.043422703671683854,1,1,1,0,preprobe,,,False,{}
192,83,expensive_reject,rejected,True,50.886961221694946,65.86233186721802,7.871977,0.00165,37.594843,60.322221,0.171539,0,0,,,False,0.123365894996608,,,21,24,60,0,,bounded_local_search_exhausted,bounded_local_search_exhausted,True,"{""candidate_budget_exhausted"": 12, ""score_callback"": 60}"
195,83,accepted,accepted,True,58.78199124336243,70.32870626449585,15.77924,14.337516,27.718965,40.02656,0.102325,3422,3422,True,True,True,0.4108783468383854,0.294835115193495,0.11604323164489044,8,9,32,0,gate-overlap-refine,,,False,"{""camera_clearance"": 8, ""candidate_budget_exhausted"": 3, ""score_callback"": 22}"
199,85,expensive_reject,rejected,True,45.12682223320007,56.20206046104431,10.941954,0.00136,28.173528,50.168261,0.194473,0,0,,,False,0.11092954169765702,,,21,21,60,0,,bounded_local_search_exhausted,bounded_local_search_exhausted,True,"{""candidate_budget_exhausted"": 10, ""collision"": 3, ""score_callback"": 41, ""support"": 16}"
201,85,expensive_reject,rejected,True,81.59587407112122,57.73574733734131,19.583994,10.72175,52.412609,32.287473,0.162089,0,1519,,True,True,0.3417435681136394,0.4074492099322799,0.06570564181864053,21,9,29,0,target-seed,,bounded_local_search_exhausted,False,"{""candidate_budget_exhausted"": 4, ""collision"": 1, ""score_callback"": 17, ""support"": 10}"
202,85,accepted,accepted,True,45.04691958427429,45.238823652267456,15.48127,15.343224,20.881452,20.958557,0.173663,512,512,True,True,True,0.3743046620576926,0.2607502287282708,0.11355443332942178,3,3,10,0,preprobe,,,False,"{""score_callback"": 8}"
209,89,expensive_reject,rejected,True,72.35513949394226,102.79627847671509,10.423514,0.001407,58.388399,99.241037,0.151351,0,0,,,False,0.3653783774023659,,,21,22,60,0,,bounded_local_search_exhausted,bounded_local_search_exhausted,True,"{""candidate_budget_exhausted"": 10, ""score_callback"": 60}"
211,89,accepted,accepted,True,94.5425968170166,112.96802473068237,65.510292,82.689105,20.24691,20.836398,0.219455,829,829,True,True,True,0.326120944012687,0.28,0.04612094401268696,3,3,10,0,target-seed,,,False,"{""score_callback"": 6}"
216,93,expensive_reject,rejected,True,43.482234477996826,16.44180965423584,28.381837,0.001558,13.902446,15.212775,0.020811,0,0,,,False,0.409656798583364,,,6,6,12,0,,bounded_local_search_exhausted,bounded_local_search_exhausted,True,"{""camera_clearance"": 4, ""candidate_budget_exhausted"": 3, ""score_callback"": 7, ""support"": 1}"
217,93,expensive_reject,rejected,True,65.4227511882782,32.100520610809326,39.862575,0.00136,18.30392,24.298689,0.149654,0,0,,,False,0.22549744870994018,,,17,17,44,0,,bounded_local_search_exhausted,bounded_local_search_exhausted,True,"{""camera_clearance"": 2, ""candidate_budget_exhausted"": 7, ""collision"": 4, ""score_callback"": 16, ""support"": 22}"
219,93,accepted,accepted,True,277.4955143928528,379.10203742980957,192.507571,269.826487,58.676526,81.603947,0.121551,229,229,True,True,True,0.3255214460816687,0.372972972972973,0.047451526891304274,10,10,29,0,target-seed,,,False,"{""candidate_budget_exhausted"": 5, ""score_callback"": 28}"
222,95,expensive_reject,rejected,True,111.0816707611084,168.82180762290955,27.439108,0.001384,71.555414,156.480559,0.10734,0,0,,,False,0.17982903758551633,,,20,21,60,0,,bounded_local_search_exhausted,bounded_local_search_exhausted,True,"{""candidate_budget_exhausted"": 9, ""score_callback"": 60}"
225,95,expensive_reject,rejected,True,57.127532958984375,54.80134057998657,14.347241,0.001306,41.574009,53.458428,0.097976,0,0,,,False,0.3945422839274353,,,19,19,44,0,,bounded_local_search_exhausted,bounded_local_search_exhausted,True,"{""candidate_budget_exhausted"": 10, ""collision"": 5, ""score_callback"": 32, ""support"": 7}"
226,95,expensive_reject,rejected,True,49.963534116744995,24.758002519607544,26.507709,0.001333,13.457113,14.198032,0.110429,0,0,,,False,0.22514819258691687,,,14,14,36,0,,bounded_local_search_exhausted,bounded_local_search_exhausted,True,"{""camera_clearance"": 16, ""candidate_budget_exhausted"": 5, ""score_callback"": 5, ""support"": 15}"
229,95,expensive_reject,rejected,True,77.88631129264832,91.33343386650085,15.858304,20.756908,47.469411,55.640971,0.198288,1173,1196,True,True,True,0.3952533977702545,0.42436974789915966,0.029116350128905177,9,9,29,0,target-seed,,,False,"{""candidate_budget_exhausted"": 3, ""score_callback"": 24}"
231,95,accepted,accepted,True,36.6462299823761,38.97640657424927,17.828971,18.93197,13.413387,14.43997,0.188969,266,266,True,True,True,0.18618485148677552,0.1694915254237288,0.016693326063046715,2,3,15,0,corner-contact-refine,,,False,"{""collision"": 2, ""score_callback"": 2, ""support"": 1}"
237,99,expensive_reject,rejected,True,68.61353516578674,90.66149520874023,26.191043,0.001935,41.19442,89.357619,0.104978,0,0,,,False,0.39731230282551705,,,20,24,60,8,,bounded_local_search_exhausted,bounded_local_search_exhausted,True,"{""candidate_budget_exhausted"": 10, ""collision"": 2, ""score_callback"": 58, ""support"": 8}"
238,99,expensive_reject,rejected,True,44.270283460617065,39.99936866760254,13.438514,0.002716,26.593534,36.270402,0.22672,0,0,,,False,0.11961176855591678,,,19,19,44,0,,bounded_local_search_exhausted,bounded_local_search_exhausted,True,"{""candidate_budget_exhausted"": 9, ""collision"": 2, ""score_callback"": 21, ""support"": 21}"
242,99,expensive_reject,rejected,True,68.60963487625122,71.91025567054749,21.517165,0.001624,44.823221,69.889478,0.169721,0,0,,,False,0.3380639641511566,,,21,21,59,0,,bounded_local_search_exhausted,bounded_local_search_exhausted,True,"{""candidate_budget_exhausted"": 11, ""collision"": 1, ""score_callback"": 58}"
244,99,accepted,accepted,True,42.92759108543396,26.340308904647827,26.618707,9.311426,10.994022,10.957109,0.221167,2417,2417,True,True,True,0.1919633793643682,0.2111801242236025,0.019216744859234303,2,2,9,0,target-seed,,,False,"{""score_callback"": 3, ""support"": 1}"
