type,name,users,fake_user,filepath_raw,filepath_absolute,exists,is_absolute,is_relative,is_packed,source_kind,referenced_by,verdict
images,Carton_normal.png,1,False,//..\background\modular_buildings_industrial_area\textures\Carton_normal.png,E:\CODING\GitHub\FoundationPose\data\pallet\background\modular_buildings_industrial_area\textures\Carton_normal.png,True,False,True,True,FILE,material:Carton/이미지 텍스처.001,SAFE_PACKED_OR_GENERATED
images,Cartoon WoodPallet_Albedo,1,False,,,False,False,False,True,FILE,material:Crate/Image Texture,SAFE_PACKED_OR_GENERATED
images,Cement_baseColor.png,1,False,//..\background\modular_buildings_industrial_area\textures\Cement_baseColor.png,E:\CODING\GitHub\FoundationPose\data\pallet\background\modular_buildings_industrial_area\textures\Cement_baseColor.png,True,False,True,True,FILE,material:Cement/이미지 텍스처,SAFE_PACKED_OR_GENERATED
images,Cement_normal.png,1,False,//..\background\modular_buildings_industrial_area\textures\Cement_normal.png,E:\CODING\GitHub\FoundationPose\data\pallet\background\modular_buildings_industrial_area\textures\Cement_normal.png,True,False,True,True,FILE,material:Cement/이미지 텍스처.001,SAFE_PACKED_OR_GENERATED
images,Drum_baseColor.png,1,False,//..\..\..\..\..\..\AppData\Local\Temp\tmpb2yiq_eb\textures\Drum_baseColor.png,E:\AppData\Local\Temp\tmpb2yiq_eb\textures\Drum_baseColor.png,False,False,True,True,FILE,material:Drum/이미지 텍스처,SAFE_PACKED_OR_GENERATED
images,Drum_metallicRoughness.png,1,False,//..\..\..\..\..\..\AppData\Local\Temp\tmpb2yiq_eb\textures\Drum_metallicRoughness.png,E:\AppData\Local\Temp\tmpb2yiq_eb\textures\Drum_metallicRoughness.png,False,False,True,True,FILE,material:Drum/이미지 텍스처.001,SAFE_PACKED_OR_GENERATED
images,Drum_normal.png,1,False,//..\..\..\..\..\..\AppData\Local\Temp\tmpb2yiq_eb\textures\Drum_normal.png,E:\AppData\Local\Temp\tmpb2yiq_eb\textures\Drum_normal.png,False,False,True,True,FILE,material:Drum/이미지 텍스처.002,SAFE_PACKED_OR_GENERATED
images,Image_0,1,False,//textures\Image_0.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_0.jpg,True,False,True,False,FILE,material:ForkliftMaterial/Image Texture,SAFE_RELATIVE
images,Image_0.001,1,False,//textures\Image_0.001.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_0.001.png,True,False,True,False,FILE,material:wheel_rubberPattern.B/Image Texture,SAFE_RELATIVE
images,Image_0.002,1,False,//textures\Image_0.002.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_0.002.png,True,False,True,False,FILE,material:07___Default/Image Texture,SAFE_RELATIVE
images,Image_0.003,1,False,//textures\Image_0.003.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_0.003.png,True,False,True,False,FILE,material:van_european_delivery_trim_shd/Image Texture,SAFE_RELATIVE
images,Image_0.004,1,False,//textures\Image_0.004.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_0.004.png,True,False,True,False,FILE,material:material_4/Image Texture,SAFE_RELATIVE
images,Image_0.005,1,False,//textures\Image_0.005.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_0.005.jpg,True,False,True,False,FILE,material:Metal_Hand_virqcfw/Image Texture,SAFE_RELATIVE
images,Image_0.006,1,False,//textures\Image_0.006.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_0.006.png,True,False,True,False,FILE,material:M_BlueMetal/Image Texture,SAFE_RELATIVE
images,Image_0.007,1,False,//textures\Image_0.007.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_0.007.jpg,True,False,True,False,FILE,material:01_-_Default/Image Texture,SAFE_RELATIVE
images,Image_0.008,1,False,//textures\Image_0.008.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_0.008.jpg,True,False,True,False,FILE,material:initialShadingGroup/Image Texture,SAFE_RELATIVE
images,Image_0.009,1,False,//textures\Image_0.009.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_0.009.png,True,False,True,False,FILE,material:M_2022_09_17_1_1/Image Texture,SAFE_RELATIVE
images,Image_0.010,1,False,//textures\Image_0.010.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_0.010.png,True,False,True,False,FILE,material:lambert1/Image Texture,SAFE_RELATIVE
images,Image_0.011,1,False,//textures\Image_0.011.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_0.011.jpg,True,False,True,False,FILE,material:lambert1.001/Image Texture,SAFE_RELATIVE
images,Image_0.012,1,False,//textures\Image_0.012.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_0.012.png,True,False,True,False,FILE,material:bollard/Image Texture.001,SAFE_RELATIVE
images,Image_0.013,1,False,//textures\Image_0.013.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_0.013.png,True,False,True,False,FILE,material:blinn3SG/Image Texture,SAFE_RELATIVE
images,Image_1,1,False,//textures\Image_1.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_1.png,True,False,True,False,FILE,material:ForkliftMaterial/Image Texture.001,SAFE_RELATIVE
images,Image_1.001,1,False,//textures\Image_1.001.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_1.001.png,True,False,True,False,FILE,material:wheel_rubberPattern.B/Image Texture.001,SAFE_RELATIVE
images,Image_1.002,2,False,//textures\Image_1.002.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_1.002.png,True,False,True,False,FILE,material:van_european_delivery_trim_shd/Image Texture.001;material:van_european_delivery_trim_shd/Image Texture.003,SAFE_RELATIVE
images,Image_1.003,1,False,//textures\Image_1.003.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_1.003.png,True,False,True,False,FILE,material:material_3/Image Texture,SAFE_RELATIVE
images,Image_1.004,1,False,//textures\Image_1.004.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_1.004.png,True,False,True,False,FILE,material:Metal_Hand_virqcfw/Image Texture.001,SAFE_RELATIVE
images,Image_1.005,1,False,//textures\Image_1.005.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_1.005.png,True,False,True,False,FILE,material:M_BlueMetal/Image Texture.001,SAFE_RELATIVE
images,Image_1.006,1,False,//textures\Image_1.006.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_1.006.png,True,False,True,False,FILE,material:01_-_Default/Image Texture.001,SAFE_RELATIVE
images,Image_1.007,1,False,//textures\Image_1.007.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_1.007.png,True,False,True,False,FILE,material:initialShadingGroup/Image Texture.001,SAFE_RELATIVE
images,Image_1.008,1,False,//textures\Image_1.008.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_1.008.png,True,False,True,False,FILE,material:lambert1/Image Texture.001,SAFE_RELATIVE
images,Image_1.009,2,False,//textures\Image_1.009.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_1.009.png,True,False,True,False,FILE,material:lambert1.001/Image Texture.001;material:lambert1.001/Image Texture.003,SAFE_RELATIVE
images,Image_1.010,2,False,//textures\Image_1.010.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_1.010.png,True,False,True,False,FILE,material:bollard/Image Texture.002;material:bollard/Image Texture.004,SAFE_RELATIVE
images,Image_1.011,1,False,//textures\Image_1.011.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_1.011.png,True,False,True,False,FILE,material:blinn3SG/Image Texture.001,SAFE_RELATIVE
images,Image_10,1,False,//textures\Image_10.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_10.png,True,False,True,False,FILE,material:wheel_rubber.F/Image Texture.001,SAFE_RELATIVE
images,Image_10.001,1,False,//textures\Image_10.001.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_10.001.png,True,False,True,False,FILE,material:van_european_delivery_wheels_shd/Image Texture,SAFE_RELATIVE
images,Image_100,2,False,//textures\Image_100.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_100.png,True,False,True,False,FILE,material:handle/Image Texture.001;material:handle/Image Texture.003,SAFE_RELATIVE
images,Image_101,1,False,//textures\Image_101.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_101.jpg,True,False,True,False,FILE,material:steering_wheel_pole/Image Texture,SAFE_RELATIVE
images,Image_102,2,False,//textures\Image_102.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_102.png,True,False,True,False,FILE,material:steering_wheel_pole/Image Texture.001;material:steering_wheel_pole/Image Texture.003,SAFE_RELATIVE
images,Image_103,1,False,//textures\Image_103.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_103.png,True,False,True,False,FILE,material:steering_wheel_pole/Image Texture.002,SAFE_RELATIVE
images,Image_11,1,False,//textures\Image_11.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_11.png,True,False,True,False,FILE,material:wheel_metal.F/Image Texture,SAFE_RELATIVE
images,Image_11.001,1,False,//textures\Image_11.001.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_11.001.png,True,False,True,False,FILE,material:van_european_delivery_wheels_shd/Image Texture.001,SAFE_RELATIVE
images,Image_12,1,False,//textures\Image_12.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_12.png,True,False,True,False,FILE,material:wheel_metal.F/Image Texture.001,SAFE_RELATIVE
images,Image_12.001,1,False,//textures\Image_12.001.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_12.001.png,True,False,True,False,FILE,material:van_european_delivery_wheels_shd/Image Texture.002,SAFE_RELATIVE
images,Image_13,1,False,//textures\Image_13.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_13.png,True,False,True,False,FILE,material:wheel_bolts.F/Image Texture,SAFE_RELATIVE
images,Image_14,1,False,//textures\Image_14.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_14.png,True,False,True,False,FILE,material:wheel_bolts.F/Image Texture.001,SAFE_RELATIVE
images,Image_15,1,False,//textures\Image_15.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_15.jpg,True,False,True,False,FILE,material:metal_pole_03/Image Texture,SAFE_RELATIVE
images,Image_16,2,False,//textures\Image_16.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_16.png,True,False,True,False,FILE,material:metal_pole_03/Image Texture.001;material:metal_pole_03/Image Texture.003,SAFE_RELATIVE
images,Image_17,1,False,//textures\Image_17.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_17.png,True,False,True,False,FILE,material:metal_pole_03/Image Texture.002,SAFE_RELATIVE
images,Image_18,1,False,//textures\Image_18.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_18.png,True,False,True,False,FILE,material:fork/Image Texture,SAFE_RELATIVE
images,Image_19,2,False,//textures\Image_19.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_19.png,True,False,True,False,FILE,material:fork/Image Texture.001;material:fork/Image Texture.003,SAFE_RELATIVE
images,Image_2,1,False,//textures\Image_2.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_2.png,True,False,True,False,FILE,material:ForkliftMaterial/Image Texture.002,SAFE_RELATIVE
images,Image_2.001,1,False,//textures\Image_2.001.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_2.001.png,True,False,True,False,FILE,material:wheel_rubber.B/Image Texture,SAFE_RELATIVE
images,Image_2.002,1,False,//textures\Image_2.002.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_2.002.png,True,False,True,False,FILE,material:van_european_delivery_trim_shd/Image Texture.002,SAFE_RELATIVE
images,Image_2.003,1,False,//textures\Image_2.003.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_2.003.png,True,False,True,False,FILE,material:material_2/Image Texture,SAFE_RELATIVE
images,Image_2.004,1,False,//textures\Image_2.004.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_2.004.png,True,False,True,False,FILE,material:Metal_Hand_virqcfw/Image Texture.002,SAFE_RELATIVE
images,Image_2.005,1,False,//textures\Image_2.005.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_2.005.png,True,False,True,False,FILE,material:M_BlueMetal/Image Texture.002,SAFE_RELATIVE
images,Image_2.006,1,False,//textures\Image_2.006.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_2.006.png,True,False,True,False,FILE,material:01_-_Default/Image Texture.002,SAFE_RELATIVE
images,Image_2.007,1,False,//textures\Image_2.007.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_2.007.png,True,False,True,False,FILE,material:initialShadingGroup/Image Texture.002,SAFE_RELATIVE
images,Image_2.008,1,False,//textures\Image_2.008.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_2.008.png,True,False,True,False,FILE,material:lambert1.001/Image Texture.002,SAFE_RELATIVE
images,Image_2.009,1,False,//textures\Image_2.009.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_2.009.png,True,False,True,False,FILE,material:bollard/Image Texture,SAFE_RELATIVE
images,Image_2.010,1,False,//textures\Image_2.010.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_2.010.png,True,False,True,False,FILE,material:blinn3SG/Image Texture.002,SAFE_RELATIVE
images,Image_20,2,False,//textures\Image_20.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_20.png,True,False,True,False,FILE,material:fork/Image Texture.002;material:fork_grills_01/Image Texture.002,SAFE_RELATIVE
images,Image_21,1,False,//textures\Image_21.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_21.jpg,True,False,True,False,FILE,material:fork_grills_01/Image Texture,SAFE_RELATIVE
images,Image_22,2,False,//textures\Image_22.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_22.png,True,False,True,False,FILE,material:fork_grills_01/Image Texture.001;material:fork_grills_01/Image Texture.003,SAFE_RELATIVE
images,Image_23,1,False,//textures\Image_23.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_23.jpg,True,False,True,False,FILE,material:metal_bolts/Image Texture,SAFE_RELATIVE
images,Image_24,2,False,//textures\Image_24.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_24.png,True,False,True,False,FILE,material:metal_bolts/Image Texture.001;material:metal_bolts/Image Texture.003,SAFE_RELATIVE
images,Image_25,1,False,//textures\Image_25.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_25.png,True,False,True,False,FILE,material:metal_bolts/Image Texture.002,SAFE_RELATIVE
images,Image_26,1,False,//textures\Image_26.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_26.jpg,True,False,True,False,FILE,material:metal_plates_06/Image Texture,SAFE_RELATIVE
images,Image_27,2,False,//textures\Image_27.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_27.png,True,False,True,False,FILE,material:metal_plates_06/Image Texture.001;material:metal_plates_06/Image Texture.003,SAFE_RELATIVE
images,Image_28,1,False,//textures\Image_28.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_28.png,True,False,True,False,FILE,material:metal_plates_06/Image Texture.002,SAFE_RELATIVE
images,Image_29,1,False,//textures\Image_29.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_29.jpg,True,False,True,False,FILE,material:lift_grills_02/Image Texture,SAFE_RELATIVE
images,Image_3,1,False,//textures\Image_3.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_3.png,True,False,True,False,FILE,material:wheel_rubber.B/Image Texture.001,SAFE_RELATIVE
images,Image_3.001,1,False,//textures\Image_3.001.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_3.001.png,True,False,True,False,FILE,material:van_european_delivery_body_shd/Image Texture.001,SAFE_RELATIVE
images,Image_3.002,1,False,//textures\Image_3.002.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_3.002.png,True,False,True,False,FILE,material:M_OrangeMetal/Image Texture,SAFE_RELATIVE
images,Image_3.003,1,False,//textures\Image_3.003.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_3.003.png,True,False,True,False,FILE,material:bollard/Image Texture.003,SAFE_RELATIVE
images,Image_3.004,1,False,//textures\Image_3.004.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_3.004.png,True,False,True,False,FILE,material:lambert2SG/Image Texture,SAFE_RELATIVE
images,Image_30,2,False,//textures\Image_30.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_30.png,True,False,True,False,FILE,material:lift_grills_02/Image Texture.001;material:lift_grills_02/Image Texture.003,SAFE_RELATIVE
images,Image_31,1,False,//textures\Image_31.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_31.png,True,False,True,False,FILE,material:lift_grills_02/Image Texture.002,SAFE_RELATIVE
images,Image_32,1,False,//textures\Image_32.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_32.jpg,True,False,True,False,FILE,material:metal_plates_01/Image Texture,SAFE_RELATIVE
images,Image_33,2,False,//textures\Image_33.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_33.png,True,False,True,False,FILE,material:metal_plates_01/Image Texture.001;material:metal_plates_01/Image Texture.003,SAFE_RELATIVE
images,Image_34,1,False,//textures\Image_34.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_34.png,True,False,True,False,FILE,material:metal_plates_01/Image Texture.002,SAFE_RELATIVE
images,Image_35,1,False,//textures\Image_35.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_35.jpg,True,False,True,False,FILE,material:metal_pole_02/Image Texture,SAFE_RELATIVE
images,Image_36,2,False,//textures\Image_36.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_36.png,True,False,True,False,FILE,material:metal_pole_02/Image Texture.001;material:metal_pole_02/Image Texture.003,SAFE_RELATIVE
images,Image_37,1,False,//textures\Image_37.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_37.png,True,False,True,False,FILE,material:metal_pole_02/Image Texture.002,SAFE_RELATIVE
images,Image_38,1,False,//textures\Image_38.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_38.jpg,True,False,True,False,FILE,material:metal_plates_02/Image Texture,SAFE_RELATIVE
images,Image_39,2,False,//textures\Image_39.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_39.png,True,False,True,False,FILE,material:metal_plates_02/Image Texture.001;material:metal_plates_02/Image Texture.003,SAFE_RELATIVE
images,Image_4,1,False,//textures\Image_4.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_4.png,True,False,True,False,FILE,material:wheel_metal.B/Image Texture,SAFE_RELATIVE
images,Image_4.001,2,False,//textures\Image_4.001.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_4.001.png,True,False,True,False,FILE,material:van_european_delivery_body_shd/Image Texture.002;material:van_european_delivery_body_shd/Image Texture.004,SAFE_RELATIVE
images,Image_4.002,1,False,//textures\Image_4.002.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_4.002.png,True,False,True,False,FILE,material:M_OrangeMetal/Image Texture.001,SAFE_RELATIVE
images,Image_4.003,1,False,//textures\Image_4.003.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_4.003.png,True,False,True,False,FILE,material:lambert2SG/Image Texture.001,SAFE_RELATIVE
images,Image_40,1,False,//textures\Image_40.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_40.png,True,False,True,False,FILE,material:metal_plates_02/Image Texture.002,SAFE_RELATIVE
images,Image_41,1,False,//textures\Image_41.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_41.jpg,True,False,True,False,FILE,material:metal_plates_02_bolts/Image Texture,SAFE_RELATIVE
images,Image_42,2,False,//textures\Image_42.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_42.png,True,False,True,False,FILE,material:metal_plates_02_bolts/Image Texture.001;material:metal_plates_02_bolts/Image Texture.002,SAFE_RELATIVE
images,Image_43,1,False,//textures\Image_43.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_43.jpg,True,False,True,False,FILE,material:hydraulic02_poles/Image Texture,SAFE_RELATIVE
images,Image_44,2,False,//textures\Image_44.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_44.png,True,False,True,False,FILE,material:hydraulic02_poles/Image Texture.001;material:hydraulic02_poles/Image Texture.003,SAFE_RELATIVE
images,Image_45,1,False,//textures\Image_45.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_45.png,True,False,True,False,FILE,material:hydraulic02_poles/Image Texture.002,SAFE_RELATIVE
images,Image_46,1,False,//textures\Image_46.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_46.jpg,True,False,True,False,FILE,material:metal_pole_01/Image Texture,SAFE_RELATIVE
images,Image_47,1,False,//textures\Image_47.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_47.png,True,False,True,False,FILE,material:metal_pole_01/Image Texture.001,SAFE_RELATIVE
images,Image_48,1,False,//textures\Image_48.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_48.png,True,False,True,False,FILE,material:metal_pole_01/Image Texture.002,SAFE_RELATIVE
images,Image_49,1,False,//textures\Image_49.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_49.jpg,True,False,True,False,FILE,material:metal_plates_03/Image Texture,SAFE_RELATIVE
images,Image_5,1,False,//textures\Image_5.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_5.png,True,False,True,False,FILE,material:wheel_bolts.B/Image Texture,SAFE_RELATIVE
images,Image_5.001,1,False,//textures\Image_5.001.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_5.001.png,True,False,True,False,FILE,material:van_european_delivery_body_shd/Image Texture,SAFE_RELATIVE
images,Image_5.002,1,False,//textures\Image_5.002.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_5.002.png,True,False,True,False,FILE,material:M_OrangeMetal/Image Texture.002,SAFE_RELATIVE
images,Image_5.003,1,False,//textures\Image_5.003.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_5.003.png,True,False,True,False,FILE,material:lambert2SG/Image Texture.002,SAFE_RELATIVE
images,Image_50,2,False,//textures\Image_50.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_50.png,True,False,True,False,FILE,material:metal_plates_03/Image Texture.001;material:metal_plates_03/Image Texture.003,SAFE_RELATIVE
images,Image_51,1,False,//textures\Image_51.png,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_51.png,True,False,True,False,FILE,material:metal_plates_03/Image Texture.002,SAFE_RELATIVE
images,Image_52,1,False,//textures\Image_52.jpg,E:\CODING\GitHub\FoundationPose\data\pallet\blender_scene\textures\Image_52.jpg,True,False,True,False,FILE,material:metal_plates_01_bolts/Image Texture,SAFE_RELATIVE
