registry_category,repo_relative_path,file_size_bytes,sha256,asset_identifier,license_class
floor_materials,data/pallet/assets/materials/floor/textures_floor/_replaced_originals/dirt_ground_rough.png,2707444,95904d72fccaee9d01a9ef9135980ab15f4096f14bc10c325641b7852a9a2784,dirt_ground_rough,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/_replaced_originals/red_earth_diff.png,6666452,a97406121c55d42dbb9793c92e8493b7bcc369e278ef3bcec431c3286bd21bb1,red_earth_diff,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/_replaced_originals/red_earth_nor_gl.png,8318533,472bcfb6ebc56758278f2120e8d2b6a52d8fd8bcdd754f3aad6fe748fe61055c,red_earth_nor_gl,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/_replaced_originals/red_earth_rough.png,6222549,b89be9be7b11e123f796bffec1a0fb05f914e2c3ec45d1fec8f986dc21948c4d,red_earth_rough,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/_replaced_originals/tile_brown_diff.png,8491559,4f7c278e818ad3858ea4a2927e9f3a8e772d8c357eb57acb5ee0f8fe2000d703,tile_brown_diff,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/_replaced_originals/tile_brown_nor_gl.png,3910851,04439eb420bc34547e176fbc998f8f0991a7f3444659cbbf90684fad13c38a13,tile_brown_nor_gl,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/_replaced_originals/tile_brown_rough.png,8100269,53ca60a239948087a968020319a2e74076008519c03aee4be3825dc373fe010e,tile_brown_rough,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/_replaced_originals/tile_white_diff.png,7029222,76e57789cda17ec344a6f402f8a0bbe6927d3cc12d1cc3bba37f125ac28e68ca,tile_white_diff,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/_replaced_originals/tile_white_nor_gl.png,6461382,17adc22652aede320b6ae365c7ecee3d03876a7aa814951a292c7491ad1dc715,tile_white_nor_gl,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/_replaced_originals/tile_white_rough.png,6558242,dfe7cb1c1bc49f07b4546cdd2df7af33a23990df4bc5707b377a2eb5cd8280ca,tile_white_rough,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/_replaced_originals/wood_laminate_diff.png,7457084,9495f007c40a33f2f8883c8bc1078494a048feffc83ba4f7daf19828d7bd93a6,wood_laminate_diff,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/_replaced_originals/wood_laminate_nor_gl.png,5045778,449246aeb8df4fbfc454481bf0d70dbe2c9c16d667ab961cd9da26f559e34f4b,wood_laminate_nor_gl,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/_replaced_originals/wood_laminate_rough.png,6631781,f1482c631c6ad9d4575e30656fc6c060e480219b94403cf321da2f0aab5ee7a2,wood_laminate_rough,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/asphalt_02_diff.png,9989224,0f33cc1f8142bc1c19858b95f694dbf3a7be99a3c385462b1729cf65804af1d3,asphalt_02_diff,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/asphalt_02_nor_gl.png,9122344,f96c0a1664e556d233b3f76e8f70ab08af5b1c342786efb99b72b8854563440e,asphalt_02_nor_gl,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/asphalt_02_rough.png,2987659,778fc203e68ddeee5fd42214f199a3d43498f46cda75a60dc9286074d81c9fff,asphalt_02_rough,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/brick_floor_02_diff.png,22520524,d1c8823954a3bcb2a4743487f7c63e99a6eb5f393907c54f55e86bb9b52479a7,brick_floor_02_diff,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/brick_floor_02_nor_gl.png,22310582,fee64e18d8ca09cff0c9149803d6d4d0e6d7682758aed8bce8ce026a964ac74f,brick_floor_02_nor_gl,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/brick_floor_02_rough.png,10168290,6da243ddf0fcf9717464148046a7e2002401b27a914a6aee76eaa85f4a8f81f7,brick_floor_02_rough,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/cobblestone_floor_08_diff.png,7656774,6811316df3e4b1552066937a3605b8cdff98461bb271bc6e1927f21c85b97ba2,cobblestone_floor_08_diff,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/cobblestone_floor_08_nor_gl.png,8380430,cdff801186a47be267f3b0e5c531255704cfdf1c484e88da5c701305c0c30ab5,cobblestone_floor_08_nor_gl,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/cobblestone_floor_08_rough.png,2523847,c92a405684e329ad61e0950078bc05236705c77302477752585edb47b298c398,cobblestone_floor_08_rough,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/concrete_floor_02_diff.png,10037331,c438815b55874b9bbab5befa559c9ef2b635f674ebf9415c7341f6865156b03b,concrete_floor_02_diff,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/concrete_floor_02_nor_gl.png,25222001,0b13102bbf79daef40b7230c20aaca402620b618e043413f1ff677c47acc2861,concrete_floor_02_nor_gl,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/concrete_floor_02_rough.png,7596762,255fdd0bc8c2e6cdfafa4fd6697b6eadca4b906ed72375ef0a791de4a33151ed,concrete_floor_02_rough,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/concrete_floor_painted_diff.png,25119659,1da7fe4a428cc7cf4fc52ecb34b3cee5cc11c40a6e3277be3fbd7ba31880b4aa,concrete_floor_painted_diff,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/concrete_floor_painted_nor_gl.png,25820939,0d060716625dfa853b18fbf3753fb6e0e3760f0ba7d961d8c36fb377733ce433,concrete_floor_painted_nor_gl,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/concrete_floor_painted_rough.png,9210860,c32881438638b1ac56b6ec4e3d1f9162c5009161435e02baddae3b4ba923135c,concrete_floor_painted_rough,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/concrete_pavers_02_diff.png,22613080,02ef1c1141bda595947876e2bfd35f3a4c62338c1cd535f0c141c4cd2d328417,concrete_pavers_02_diff,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/concrete_pavers_02_nor_gl.png,22165918,f5a1b7f90b18e1d4f1b39a70fc9721e40147b618e72e68f18ad94d3c2eb7be85,concrete_pavers_02_nor_gl,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/concrete_pavers_02_rough.png,6901225,5a8e912c52188b5a9f3e7170e1685c903ee2fd36b0440352bceac97b723bcc90,concrete_pavers_02_rough,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/damaged_concrete_floor_diff.png,21895671,7d6728b5d92cbbb831dabc4b12b154d4415e4ee89036dfe9bfc17f220d90f622,damaged_concrete_floor_diff,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/damaged_concrete_floor_nor_gl.png,20663862,9b1cb60652637d1a88fecfd63faeb60ecb393b652a23513c15d7f2d3f51038dc,damaged_concrete_floor_nor_gl,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/damaged_concrete_floor_rough.png,7430748,0166c5c2d9c4f5dea9a0e9526d8a6d7374e302d998601abdc80bd1e9317f5719,damaged_concrete_floor_rough,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/dirt_ground_diff.png,9827093,0d20a4256657755ea98960787ad54830e5dd1ba70a5037d12a30f354e08c0463,dirt_ground_diff,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/dirt_ground_nor_gl.png,9578253,3ad892a618f546cc572eecd1ee28103f8c3a3a2d9d8b9b5667ec32fecdfee0b6,dirt_ground_nor_gl,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/dirt_ground_rough.png,7795860,f2026ce7a227def955ac4687a8b18f463a7fb8ada7f1acdb408eab44fc406a2c,dirt_ground_rough,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/gravel_concrete_02_diff.png,23146169,d31e57c66bc78f910c016bfbec0322280a640ddf1fa282af74710a46997a12d4,gravel_concrete_02_diff,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/gravel_concrete_02_nor_gl.png,23370069,1e1741a9538196c9e74a320fc35eb39cec44917f42b0777e05008ee6679fa49c,gravel_concrete_02_nor_gl,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/gravel_concrete_02_rough.png,9463325,11ba6e4aad64a1d7f361bd782e33ed19cbb4fd61af2f184be5a132bc900aad0d,gravel_concrete_02_rough,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/red_brick_diff.png,7476746,4cf55817d531b575a4b3cd5a12ca2fbe6bad3f127dc8310d242a4d7c3419847a,red_brick_diff,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/red_brick_nor_gl.png,8226203,fa921935e5cfc602bc3ae53c9031d0056890e3fdbad3c7c7a750ad6631b79f96,red_brick_nor_gl,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/red_brick_rough.png,1305068,cb74386b2a62cbb0becdb8bdb602af0207929faefdee6310af869c4bd6f154fb,red_brick_rough,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/red_earth_diff.png,24355718,3c02e4c5cf530c7d925feedd88f7ab992acefc9828f18440ac265b92cec98dd0,red_earth_diff,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/red_earth_nor_gl.png,26140699,091214783a26ad4c45377550e5e620c654e0e5b12532d1073aef32af0aeb4601,red_earth_nor_gl,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/red_earth_rough.png,7167800,c8a4d0e921e9b389bd8d45841450c0b9d697cc82766e492a79026b5aac37561f,red_earth_rough,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/tile_brown_diff.png,26080970,d0150464aab528d69c8290d5cdd48fb9fa1f0b8a8259b32645d641a8a86cba90,tile_brown_diff,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/tile_brown_nor_gl.png,19788844,cd8b4863d2d41372d072727aa6c47513080e7b82007d7092ae0662e0a8e4c9c4,tile_brown_nor_gl,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/tile_brown_rough.png,7586325,ccffe6f2c4f499f060cd63bfdb8dd543ee5667751d369f03df537550f9446762,tile_brown_rough,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/tile_white_diff.png,5357586,f9cac1d535ee3f16382def457b4301ba9ad8b1ee93b20a1705d728bdffff21a4,tile_white_diff,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/tile_white_nor_gl.png,2091599,2c86654f26322b8467a2738a8fbe87f572e55df6ac7e5dc58956ae0a3dd6c6c6,tile_white_nor_gl,"CC0 (Poly Haven, ledger B4)"
floor_materials,data/pallet/assets/materials/floor/textures_floor/tile_white_rough.png,2814424,1d7dd6c8e4ced9202ceef174cf2bf848a7c02e017ad135819d4ec1e0326eecb8,tile_white_rough,"CC0 (Poly Haven, ledger B4)"
