usable_id,keypoint_index,reprojection_error_px
41,7,6.217248937900877e-15
41,8,0.0
42,0,7.105427357601002e-15
42,1,0.0
42,2,5.684341886080802e-14
42,3,0.0
42,4,1.7763568394002505e-15
42,5,5.718241383625821e-14
42,6,1.7763568394002505e-14
42,7,4.440892098500626e-15
42,8,1.7763568394002505e-14
43,0,5.684341886080802e-14
43,1,0.0
43,2,5.684341886080802e-14
43,3,5.684341886080802e-14
43,4,0.0
43,5,5.684341886080802e-14
43,6,5.684341886080802e-14
43,7,5.684341886080802e-14
43,8,0.0
44,0,0.0
44,1,1.1368683772161603e-13
44,2,0.0
44,3,5.684341886080802e-14
44,4,5.684341886080802e-14
44,5,1.2710574864626038e-13
44,6,0.0
44,7,1.1368683772161603e-13
44,8,5.684341886080802e-14
45,0,5.684341886080802e-14
45,1,5.684341886080802e-14
45,2,1.2710574864626038e-13
45,3,0.0
45,4,0.0
45,5,0.0
45,6,5.684341886080802e-14
45,7,6.355287432313019e-14
45,8,0.0
46,0,0.0
46,1,1.1368683772161603e-13
46,2,0.0
46,3,5.684341886080802e-14
46,4,0.0
46,5,0.0
46,6,1.2710574864626038e-13
46,7,5.684341886080802e-14
46,8,8.038873388460929e-14
47,0,5.684341886080802e-14
47,1,0.0
47,2,0.0
47,3,6.355287432313019e-14
47,4,5.684341886080802e-14
47,5,2.842170943040401e-14
47,6,0.0
47,7,2.842170943040401e-14
47,8,0.0
48,0,1.1368683772161603e-13
48,1,1.2710574864626038e-13
48,2,1.1368683772161603e-13
48,3,1.1368683772161603e-13
48,4,0.0
48,5,0.0
48,6,0.0
48,7,1.1368683772161603e-13
48,8,0.0
49,0,0.0
49,1,0.0
49,2,2.842170943040401e-14
49,3,1.1368683772161603e-13
49,4,7.246142549764705e-14
49,5,0.0
49,6,2.842170943040401e-14
49,7,5.3290705182007514e-14
49,8,6.355287432313019e-14
50,0,5.123796534383003e-14
50,1,4.0194366942304644e-14
50,2,5.684341886080802e-14
50,3,1.4210854715202004e-14
50,4,7.105427357601002e-15
50,5,0.0
50,6,2.842170943040401e-14
50,7,0.0
50,8,1.4210854715202004e-14
51,0,0.0
51,1,0.0
51,2,2.842170943040401e-14
51,3,6.355287432313019e-14
51,4,2.842170943040401e-14
51,5,2.842170943040401e-14
51,6,2.842170943040401e-14
51,7,0.0
51,8,5.684341886080802e-14
52,0,1.4210854715202004e-14
52,1,1.1368683772161603e-13
52,2,0.0
52,3,2.842170943040401e-14
52,4,5.684341886080802e-14
52,5,0.0
52,6,5.684341886080802e-14
52,7,6.355287432313019e-14
52,8,5.684341886080802e-14
53,0,0.0
53,1,1.2710574864626038e-13
53,2,1.2710574864626038e-13
53,3,2.842170943040401e-14
53,4,5.123796534383003e-14
53,5,0.0
53,6,5.859285502108464e-14
53,7,1.4210854715202004e-14
53,8,2.842170943040401e-14
54,0,2.4158453015843406e-13
54,1,5.684341886080802e-14
54,2,5.684341886080802e-14
54,3,2.1316282072803006e-14
54,4,6.99803436660041e-14
54,5,0.0
54,6,5.684341886080802e-14
54,7,0.0
54,8,2.842170943040401e-14
55,0,5.684341886080802e-14
55,1,5.684341886080802e-14
55,2,8.038873388460929e-14
55,3,5.684341886080802e-14
55,4,0.0
55,5,1.1368683772161603e-13
55,6,1.2710574864626038e-13
55,7,0.0
55,8,0.0
56,0,2.842170943040401e-14
56,1,1.4210854715202004e-14
56,2,0.0
56,3,5.859285502108464e-14
56,4,5.684341886080802e-14
56,5,1.1368683772161603e-13
56,6,0.0
56,7,0.0
56,8,0.0
57,0,2.842170943040401e-14
57,1,0.0
57,2,0.0
57,3,0.0
57,4,2.842170943040401e-14
57,5,2.842170943040401e-14
57,6,2.842170943040401e-14
57,7,2.842170943040401e-14
57,8,0.0
58,0,2.842170943040401e-14
58,1,2.1316282072803006e-14
58,2,0.0
58,3,2.842170943040401e-14
58,4,4.2780337774645346e-14
58,5,3.552713678800501e-14
58,6,5.955433342649105e-14
58,7,1.5888218580782548e-14
58,8,5.684341886080802e-14
59,0,8.038873388460929e-14
59,1,5.684341886080802e-14
59,2,0.0
59,3,8.038873388460929e-14
59,4,8.038873388460929e-14
59,5,0.0
59,6,0.0
59,7,5.684341886080802e-14
59,8,8.038873388460929e-14
60,0,5.684341886080802e-14
60,1,0.0
60,2,5.684341886080802e-14
60,3,5.684341886080802e-14
60,4,4.832213032818602e-14
60,5,0.0
60,6,5.684341886080802e-14
60,7,3.067753347204868e-14
60,8,2.842170943040401e-14
61,0,0.0
61,1,2.842170943040401e-14
61,2,5.684341886080802e-14
61,3,5.684341886080802e-14
61,4,2.842170943040401e-14
61,5,5.684341886080802e-14
61,6,2.842170943040401e-14
61,7,2.842170943040401e-14
61,8,0.0
62,0,1.0658141036401503e-14
62,1,5.684341886080802e-14
62,2,5.684341886080802e-14
62,3,1.0658141036401503e-14
62,4,3.375077994860476e-14
62,5,0.0
62,6,5.684341886080802e-14
62,7,8.881784197001252e-15
62,8,1.4210854715202004e-14
63,0,1.1368683772161603e-13
63,1,5.684341886080802e-14
63,2,0.0
63,3,0.0
63,4,5.684341886080802e-14
63,5,0.0
63,6,5.684341886080802e-14
63,7,5.684341886080802e-14
63,8,8.038873388460929e-14
64,0,5.123796534383003e-14
64,1,0.0
64,2,5.684341886080802e-14
64,3,2.842170943040401e-14
64,4,3.552713678800501e-14
64,5,0.0
64,6,4.0194366942304644e-14
64,7,7.105427357601002e-15
64,8,1.4210854715202004e-14
65,0,1.1368683772161603e-13
65,1,1.1368683772161603e-13
65,2,1.1368683772161603e-13
65,3,5.684341886080802e-14
65,4,0.0
65,5,1.2710574864626038e-13
65,6,5.684341886080802e-14
65,7,0.0
65,8,1.1368683772161603e-13
66,0,2.842170943040401e-14
66,1,1.1368683772161603e-13
66,2,1.1368683772161603e-13
66,3,0.0
66,4,2.842170943040401e-14
66,5,0.0
66,6,0.0
66,7,5.684341886080802e-14
66,8,2.842170943040401e-14
67,0,2.842170943040401e-14
67,1,5.859285502108464e-14
67,2,5.684341886080802e-14
67,3,2.842170943040401e-14
67,4,3.552713678800501e-15
67,5,0.0
67,6,0.0
67,7,8.881784197001252e-15
67,8,0.0
68,0,6.355287432313019e-14
68,1,0.0
68,2,1.1718571004216928e-13
68,3,0.0
68,4,5.684341886080802e-14
68,5,0.0
68,6,2.842170943040401e-14
68,7,5.684341886080802e-14
68,8,2.842170943040401e-14
69,0,4.0194366942304644e-14
69,1,8.038873388460929e-14
69,2,5.684341886080802e-14
69,3,2.842170943040401e-14
69,4,5.684341886080802e-14
69,5,0.0
69,6,2.842170943040401e-14
69,7,2.842170943040401e-14
69,8,0.0
70,0,0.0
70,1,0.0
70,2,0.0
70,3,2.842170943040401e-14
70,4,0.0
70,5,1.1718571004216928e-13
70,6,0.0
70,7,1.1368683772161603e-13
70,8,0.0
71,0,5.859285502108464e-14
71,1,2.842170943040401e-14
71,2,1.1368683772161603e-13
71,3,2.842170943040401e-14
71,4,2.842170943040401e-14
71,5,1.4210854715202004e-14
71,6,1.1368683772161603e-13
71,7,0.0
71,8,1.4210854715202004e-14
72,0,0.0
72,1,0.0
72,2,5.684341886080802e-14
72,3,6.355287432313019e-14
72,4,6.355287432313019e-14
72,5,2.842170943040401e-14
72,6,2.842170943040401e-14
72,7,0.0
72,8,6.355287432313019e-14
73,0,0.0
73,1,2.842170943040401e-14
73,2,5.684341886080802e-14
73,3,0.0
73,4,1.4210854715202004e-14
73,5,1.4210854715202004e-14
73,6,5.684341886080802e-14
73,7,5.684341886080802e-14
73,8,2.842170943040401e-14
74,0,3.102273850532274e-14
74,1,3.1776437161565096e-14
74,2,2.842170943040401e-14
74,3,8.881784197001252e-16
74,4,4.0194366942304644e-14
74,5,0.0
74,6,0.0
74,7,4.5496934130773415e-14
74,8,0.0
75,0,0.0
75,1,1.2710574864626038e-13
75,2,1.2710574864626038e-13
75,3,5.684341886080802e-14
75,4,0.0
75,5,1.1368683772161603e-13
75,6,1.2710574864626038e-13
75,7,0.0
75,8,5.684341886080802e-14
76,0,0.0
76,1,2.5421149729252077e-13
76,2,0.0
76,3,5.684341886080802e-14
76,4,2.864289338439558e-14
76,5,3.552713678800501e-15
76,6,1.1718571004216928e-13
76,7,1.4210854715202004e-14
76,8,0.0
77,0,1.4210854715202004e-14
77,1,2.842170943040401e-14
77,2,2.842170943040401e-14
77,3,1.4210854715202004e-14
77,4,3.1580332478073507e-14
77,5,5.818755025955795e-14
77,6,1.4210854715202004e-14
77,7,5.859285502108464e-14
77,8,7.105427357601002e-15
78,0,5.684341886080802e-14
78,1,2.842170943040401e-14
78,2,2.842170943040401e-14
78,3,5.684341886080802e-14
78,4,5.684341886080802e-14
78,5,0.0
78,6,5.684341886080802e-14
78,7,0.0
78,8,0.0
79,0,0.0
79,1,0.0
79,2,6.355287432313019e-14
79,3,0.0
79,4,4.0194366942304644e-14
79,5,2.842170943040401e-14
79,6,0.0
79,7,0.0
79,8,0.0
80,0,0.0
80,1,0.0
80,2,5.684341886080802e-14
80,3,5.684341886080802e-14
80,4,4.2780337774645346e-14
80,5,0.0
80,6,2.842170943040401e-14
80,7,2.929642751054232e-14
80,8,1.4210854715202004e-14
81,0,8.038873388460929e-14
81,1,5.684341886080802e-14
81,2,5.684341886080802e-14
81,3,5.684341886080802e-14
81,4,0.0
81,5,5.684341886080802e-14
81,6,5.684341886080802e-14
81,7,0.0
81,8,0.0
82,0,2.842170943040401e-14
82,1,1.2710574864626038e-13
82,2,2.842170943040401e-14
82,3,5.684341886080802e-14
82,4,5.684341886080802e-14
82,5,2.842170943040401e-14
82,6,0.0
82,7,2.842170943040401e-14
82,8,0.0
83,0,6.07087979554246e-14
83,1,1.4210854715202004e-14
83,2,7.105427357601002e-15
83,3,5.955433342649105e-14
83,4,1.1102230246251565e-14
83,5,1.9984014443252818e-14
83,6,2.6645352591003757e-14
83,7,7.437400532047292e-14
83,8,2.842170943040401e-14
84,0,2.842170943040401e-14
84,1,4.0194366942304644e-14
84,2,2.842170943040401e-14
84,3,0.0
84,4,2.842170943040401e-14
84,5,2.842170943040401e-14
84,6,2.842170943040401e-14
84,7,2.842170943040401e-14
84,8,4.0194366942304644e-14
85,0,5.684341886080802e-14
85,1,0.0
85,2,0.0
85,3,0.0
85,4,1.4210854715202004e-14
85,5,5.684341886080802e-14
85,6,5.684341886080802e-14
85,7,1.4210854715202004e-14
85,8,0.0
86,0,1.4210854715202004e-14
86,1,0.0
86,2,0.0
86,3,5.687116766346677e-14
86,4,5.728578676879116e-14
86,5,6.355287432313019e-14
86,6,0.0
86,7,7.105427357601002e-15
86,8,5.684341886080802e-14
87,0,5.684341886080802e-14
87,1,5.684341886080802e-14
87,2,0.0
87,3,8.038873388460929e-14
87,4,2.842170943040401e-14
87,5,0.0
87,6,0.0
87,7,5.684341886080802e-14
87,8,0.0
88,0,1.1368683772161603e-13
88,1,2.5421149729252077e-13
88,2,1.1368683772161603e-13
88,3,0.0
88,4,5.859285502108464e-14
88,5,0.0
88,6,0.0
88,7,2.842170943040401e-14
88,8,5.684341886080802e-14
89,0,6.355287432313019e-14
89,1,2.842170943040401e-14
89,2,0.0
89,3,5.684341886080802e-14
89,4,1.1102230246251565e-14
89,5,3.375077994860476e-14
89,6,1.156679772130055e-13
89,7,5.859285502108464e-14
89,8,7.105427357601002e-15
90,0,6.355287432313019e-14
90,1,8.038873388460929e-14
90,2,5.684341886080802e-14
90,3,0.0
90,4,8.038873388460929e-14
90,5,8.038873388460929e-14
90,6,5.684341886080802e-14
90,7,5.684341886080802e-14
90,8,8.038873388460929e-14
91,0,2.842170943040401e-14
91,1,0.0
91,2,0.0
91,3,2.842170943040401e-14
91,4,1.4210854715202004e-14
91,5,5.684341886080802e-14
91,6,0.0
91,7,5.859285502108464e-14
91,8,0.0
92,0,0.0
92,1,5.684341886080802e-14
92,2,0.0
92,3,0.0
92,4,2.842170943040401e-14
92,5,1.2710574864626038e-13
92,6,0.0
92,7,0.0
92,8,0.0
93,0,5.684341886080802e-14
93,1,5.684341886080802e-14
93,2,5.684341886080802e-14
93,3,0.0
93,4,5.684341886080802e-14
93,5,8.038873388460929e-14
93,6,8.038873388460929e-14
93,7,0.0
93,8,5.684341886080802e-14
94,0,8.038873388460929e-14
94,1,0.0
94,2,0.0
94,3,5.684341886080802e-14
94,4,5.859285502108464e-14
94,5,2.842170943040401e-14
94,6,0.0
94,7,5.684341886080802e-14
94,8,5.684341886080802e-14
95,0,0.0
95,1,0.0
95,2,5.684341886080802e-14
95,3,4.0194366942304644e-14
95,4,5.684341886080802e-14
95,5,0.0
95,6,6.355287432313019e-14
95,7,6.355287432313019e-14
95,8,0.0
96,0,1.1718571004216928e-13
96,1,8.038873388460929e-14
96,2,8.038873388460929e-14
96,3,1.1368683772161603e-13
96,4,0.0
96,5,1.2710574864626038e-13
96,6,5.684341886080802e-14
96,7,5.684341886080802e-14
96,8,5.684341886080802e-14
97,0,0.0
97,1,0.0
97,2,1.2710574864626038e-13
97,3,5.684341886080802e-14
97,4,5.684341886080802e-14
97,5,0.0
97,6,0.0
97,7,5.684341886080802e-14
97,8,0.0
98,0,0.0
98,1,0.0
98,2,1.1368683772161603e-13
98,3,5.684341886080802e-14
98,4,3.552713678800501e-14
98,5,6.355287432313019e-14
98,6,0.0
98,7,1.4210854715202004e-14
98,8,0.0
99,0,2.0605739337042905e-13
99,1,1.1157741397482823e-14
99,2,1.4210854715202004e-14
99,3,0.0
99,4,2.8916994303251375e-14
99,5,1.7763568394002505e-14
99,6,1.7763568394002505e-14
99,7,2.842170943040401e-14
99,8,5.859285502108464e-14
100,0,6.355287432313019e-14
100,1,1.1368683772161603e-13
100,2,0.0
100,3,5.684341886080802e-14
100,4,0.0
100,5,0.0
100,6,1.1718571004216928e-13
100,7,1.1718571004216928e-13
100,8,2.842170943040401e-14
101,0,2.842170943040401e-14
101,1,1.1718571004216928e-13
101,2,0.0
101,3,0.0
101,4,6.355287432313019e-14
101,5,2.842170943040401e-14
101,6,0.0
101,7,0.0
101,8,2.842170943040401e-14
102,0,3.1776437161565096e-14
102,1,1.4210854715202004e-14
102,2,5.859285502108464e-14
102,3,3.1776437161565096e-14
102,4,3.351623381340333e-14
102,5,5.695433295429594e-14
102,6,1.4210854715202004e-14
102,7,3.1776437161565096e-14
102,8,2.1316282072803006e-14
103,0,0.0
103,1,8.038873388460929e-14
103,2,0.0
103,3,2.842170943040401e-14
103,4,6.355287432313019e-14
103,5,5.684341886080802e-14
103,6,0.0
103,7,2.842170943040401e-14
103,8,2.842170943040401e-14
104,0,0.0
104,1,0.0
104,2,0.0
104,3,6.355287432313019e-14
104,4,2.842170943040401e-14
104,5,6.355287432313019e-14
104,6,2.842170943040401e-14
104,7,0.0
104,8,4.0194366942304644e-14
105,0,1.1457157353758233e-13
105,1,0.0
105,2,1.4210854715202004e-14
105,3,0.0
105,4,1.4210854715202004e-14
105,5,2.1316282072803006e-14
105,6,1.139086659085919e-13
105,7,1.4210854715202004e-14
105,8,1.4210854715202004e-14
106,0,5.815306562781359e-10
106,1,7.105427357601002e-14
106,2,6.355287432313019e-14
106,3,4.547473508864641e-13
106,4,0.0
106,5,2.842170943040401e-14
106,6,0.0
106,7,1.1368683772161603e-13
106,8,0.0
107,0,5.684341886080802e-14
107,1,0.0
107,2,0.0
107,3,0.0
107,4,4.0194366942304644e-14
107,5,0.0
107,6,6.355287432313019e-14
107,7,2.842170943040401e-14
107,8,5.684341886080802e-14
108,0,2.842170943040401e-14
108,1,0.0
108,2,0.0
108,3,5.684341886080802e-14
108,4,1.1718571004216928e-13
108,5,1.1718571004216928e-13
108,6,1.1368683772161603e-13
108,7,0.0
108,8,2.842170943040401e-14
109,0,0.0
109,1,5.684341886080802e-14
109,2,2.842170943040401e-14
109,3,0.0
109,4,4.0194366942304644e-14
109,5,4.0194366942304644e-14
109,6,2.842170943040401e-14
109,7,0.0
109,8,2.842170943040401e-14
110,0,1.1718571004216928e-13
110,1,1.1368683772161603e-13
110,2,1.1368683772161603e-13
110,3,1.1368683772161603e-13
110,4,0.0
110,5,1.2710574864626038e-13
110,6,1.2710574864626038e-13
110,7,6.355287432313019e-14
110,8,0.0
111,0,6.355287432313019e-14
111,1,6.355287432313019e-14
111,2,2.842170943040401e-14
111,3,2.842170943040401e-14
111,4,0.0
111,5,5.684341886080802e-14
111,6,2.842170943040401e-14
111,7,2.842170943040401e-14
111,8,0.0
112,0,5.684341886080802e-14
112,1,0.0
112,2,0.0
112,3,1.2710574864626038e-13
112,4,5.684341886080802e-14
112,5,0.0
112,6,0.0
112,7,0.0
112,8,0.0
113,0,0.0
113,1,0.0
113,2,5.684341886080802e-14
113,3,0.0
113,4,4.0194366942304644e-14
113,5,2.842170943040401e-14
113,6,0.0
113,7,2.842170943040401e-14
113,8,6.355287432313019e-14
114,0,8.038873388460929e-14
114,1,0.0
114,2,5.684341886080802e-14
114,3,5.684341886080802e-14
114,4,5.684341886080802e-14
114,5,2.842170943040401e-14
114,6,2.842170943040401e-14
114,7,6.355287432313019e-14
114,8,0.0
115,0,6.355287432313019e-14
115,1,0.0
115,2,0.0
115,3,5.684341886080802e-14
115,4,2.842170943040401e-14
115,5,1.1718571004216928e-13
115,6,0.0
115,7,0.0
115,8,2.842170943040401e-14
116,0,5.684341886080802e-14
116,1,1.1368683772161603e-13
116,2,1.2710574864626038e-13
116,3,5.684341886080802e-14
116,4,0.0
116,5,5.684341886080802e-14
116,6,5.684341886080802e-14
116,7,0.0
116,8,0.0
117,0,2.842170943040401e-14
117,1,2.842170943040401e-14
117,2,6.355287432313019e-14
117,3,5.684341886080802e-14
117,4,2.220446049250313e-15
117,5,6.355287432313019e-14
117,6,2.842170943040401e-14
117,7,6.217248937900877e-15
