usable_id,frame_id,projected_size_actual,mask_area_visible,mask_area_target_only,visible_fraction,occlusion_fraction_from_mask,f_total_record,f_target,f_total_vs_mask_abs_diff,diagnostic_mode
58,f0058,0.8218646171336159,75944.0,83442.0,0.9101411759066178,0.0898588240933822,0.0898588240933822,0.19253600013213557,0.0,context-rich
59,f0059,0.08058801937090637,932.0,1442.0,0.6463245492371706,0.35367545076282936,0.35367545076282936,0.37648468745551444,0.0,controlled-occlusion
60,f0060,1.1855991568426305,97601.0,97601.0,1.0,0.0,0.0,0.1470509069085439,0.0,clean-static
61,f0061,0.12481955409876608,957.0,1135.0,0.8431718061674008,0.15682819383259916,0.15682819383259916,0.0,0.0,cargo-only
62,f0062,0.43745047729757947,11826.0,11826.0,1.0,0.0,0.0,0.38291198726877895,0.0,context-rich
63,f0063,0.22332725940242196,19318.0,25710.0,0.7513807856865033,0.24861921431349665,0.24861921431349665,0.20847285769878496,0.0,controlled-occlusion
64,f0064,0.5179925436275481,12621.0,13883.0,0.9090974573219045,0.0909025426780955,0.0909025426780955,0.3262074225755736,0.0,context-rich
65,f0065,0.13648000055971596,3178.0,3642.0,0.8725974739154311,0.12740252608456892,0.12740252608456892,0.13269637709829393,0.0,controlled-occlusion
66,f0066,0.7519094009784776,17309.0,17310.0,0.9999422299248989,5.7770075101104545e-05,5.7770075101104545e-05,0.0,0.0,clean-static
67,f0067,0.6428008371549706,22962.0,23359.0,0.9830044094353354,0.016995590564664598,0.016995590564664598,0.18072912330015178,0.0,cargo-only
68,f0068,0.190862594904101,12312.0,12312.0,1.0,0.0,0.0,0.148545746495085,0.0,context-rich
69,f0069,0.3881822222240282,15390.0,21859.0,0.7040578251521112,0.29594217484788876,0.29594217484788876,0.29162725131375045,0.0,controlled-occlusion
70,f0070,0.15792131913489627,5047.0,5047.0,1.0,0.0,0.0,0.42333535670748546,0.0,clean-static
71,f0071,0.7131976825301081,25897.0,30675.0,0.844237978810106,0.15576202118989402,0.15576202118989402,0.12016419645971405,0.0,cargo-only
72,f0072,0.14100535047510887,2637.0,3371.0,0.7822604568377336,0.2177395431622664,0.2177395431622664,0.0,0.0,context-rich
73,f0073,0.40866235349060065,18687.0,26245.0,0.7120213373975995,0.28797866260240046,0.28797866260240046,0.34066298643568294,0.0,controlled-occlusion
74,f0074,0.16203992318834945,1573.0,1741.0,0.903503733486502,0.09649626651349796,0.09649626651349796,0.15983208637870888,0.0,context-rich
75,f0075,0.22819967277817324,9195.0,11075.0,0.8302483069977427,0.16975169300225734,0.16975169300225734,0.22403443135363588,0.0,controlled-occlusion
76,f0076,1.5906581873949472,317164.0,317164.0,1.0,0.0,0.0,0.0,0.0,clean-static
77,f0077,0.5749867328035518,28804.0,32643.0,0.8823943877707319,0.11760561222926813,0.11760561222926813,0.11296833515235322,0.0,cargo-only
78,f0078,0.12126154278237833,791.0,902.0,0.876940133037694,0.12305986696230597,0.12305986696230597,0.0,0.0,context-rich
79,f0079,0.20200417818249838,4871.0,6494.0,0.7500769941484448,0.24992300585155525,0.24992300585155525,0.35223521859523027,0.0,controlled-occlusion
80,f0080,1.281780048384998,65754.0,65754.0,1.0,0.0,0.0,0.19839133302139705,0.0,clean-static
81,f0081,0.21490442027474624,3082.0,3289.0,0.9370629370629371,0.06293706293706292,0.06293706293706292,0.10631315067379993,0.0,cargo-only
82,f0082,0.6564536440860907,85042.0,90951.0,0.9350309507317127,0.06496904926828728,0.06496904926828728,0.0,0.0,context-rich
83,f0083,0.10604113597146488,1581.0,2399.0,0.6590245935806586,0.34097540641934143,0.34097540641934143,0.16976616349967744,0.0,controlled-occlusion
84,f0084,0.10900542732244199,1876.0,1876.0,1.0,0.0,0.0,0.0,0.0,context-rich
85,f0085,0.6914161446368569,25816.0,34933.0,0.7390146852546303,0.2609853147453697,0.2609853147453697,0.1437548600219929,0.0,controlled-occlusion
86,f0086,0.5737662821880652,13295.0,13295.0,1.0,0.0,0.0,0.0,0.0,clean-static
87,f0087,0.10438737702221293,3001.0,3701.0,0.8108619292083221,0.18913807079167788,0.18913807079167788,0.21939351296288712,0.0,cargo-only
88,f0088,2.435333685677678,126924.0,126924.0,1.0,0.0,0.0,0.26372348985323657,0.0,context-rich
89,f0089,0.31560518865291765,22801.0,31000.0,0.735516129032258,0.26448387096774195,0.26448387096774195,0.12875065275104197,0.0,controlled-occlusion
90,f0090,0.23712566316610037,8784.0,8784.0,1.0,0.0,0.0,0.0,0.0,clean-static
91,f0091,0.8645993474579724,32382.0,35731.0,0.9062718647672889,0.09372813523271106,0.09372813523271106,0.0,0.0,cargo-only
92,f0092,0.26549164534407443,22472.0,22472.0,1.0,0.0,0.0,0.21881857683473513,0.0,context-rich
93,f0093,0.10544718485747889,838.0,1084.0,0.7730627306273062,0.22693726937269376,0.22693726937269376,0.17887624962884632,0.0,controlled-occlusion
94,f0094,0.42800275539792837,97667.0,97667.0,1.0,0.0,0.0,0.0,0.0,context-rich
95,f0095,0.16303330351508905,1452.0,1894.0,0.7666314677930306,0.2333685322069694,0.2333685322069694,0.17013530474896527,0.0,controlled-occlusion
96,f0096,0.34763497613399347,26916.0,26916.0,1.0,0.0,0.0,0.0,0.0,clean-static
97,f0097,0.7581272320775522,17975.0,17975.0,1.0,0.0,0.0,0.1391505680832129,0.0,cargo-only
98,f0098,1.2176543899517434,130468.0,130471.0,0.9999770063845606,2.2993615439448334e-05,2.2993615439448334e-05,0.3971470384181177,0.0,context-rich
99,f0099,0.7499168942105268,29494.0,39651.0,0.7438400040352072,0.2561599959647928,0.2561599959647928,0.22560024321118713,0.0,controlled-occlusion
100,f0100,0.30357249353819205,4365.0,4365.0,1.0,0.0,0.0,0.11397062297146501,0.0,clean-static
101,f0101,0.28854437359842977,4091.0,4545.0,0.9001100110011001,0.09988998899889989,0.09988998899889989,0.0,0.0,cargo-only
102,f0102,0.3812123759185651,16039.0,22008.0,0.7287804434751,0.27121955652490004,0.27121955652490004,0.0,0.0,context-rich
103,f0103,0.14598303046893912,5988.0,6985.0,0.8572655690765927,0.14273443092340732,0.14273443092340732,0.14378597126688353,0.0,controlled-occlusion
104,f0104,0.15578447611825444,1526.0,1526.0,1.0,0.0,0.0,0.3537909380337244,0.0,context-rich
105,f0105,0.13694044745274922,547.0,639.0,0.8560250391236307,0.1439749608763693,0.1439749608763693,0.1103063582683887,0.0,controlled-occlusion
106,f0106,88.12938488076313,292578.0,292578.0,1.0,0.0,0.0,0.0,0.0,clean-static
107,f0107,0.696686147483973,67663.0,89817.0,0.7533429083581059,0.2466570916418941,0.2466570916418941,0.0,0.0,cargo-only
108,f0108,0.21910324567309356,1617.0,1617.0,1.0,0.0,0.0,0.0,0.0,context-rich
109,f0109,0.11839731830167055,1888.0,2962.0,0.637407157326131,0.36259284267386904,0.36259284267386904,0.10477857480208896,0.0,controlled-occlusion
110,f0110,0.8161119763416324,117306.0,117306.0,1.0,0.0,0.0,0.3581824597329243,0.0,clean-static
111,f0111,0.1166928737779271,2177.0,2554.0,0.8523884103367267,0.14761158966327326,0.14761158966327326,0.0,0.0,cargo-only
112,f0112,0.3406398111480889,12530.0,12530.0,1.0,0.0,0.0,0.0,0.0,context-rich
113,f0113,0.42785682386611723,21120.0,29977.0,0.7045401474463756,0.2954598525536244,0.2954598525536244,0.15435971755481673,0.0,controlled-occlusion
114,f0114,0.08172535215415148,3142.0,3142.0,1.0,0.0,0.0,0.0,0.0,context-rich
115,f0115,0.3751085697950237,9077.0,10839.0,0.8374388781252883,0.16256112187471172,0.16256112187471172,0.17250453748251154,0.0,controlled-occlusion
116,f0116,0.12115145084157912,3233.0,3233.0,1.0,0.0,0.0,0.0,0.0,clean-static
117,f0117,0.8056293794470507,16823.0,17090.0,0.9843768285547103,0.015623171445289685,0.015623171445289685,0.2290864262142323,0.0,cargo-only
118,f0118,0.16490831804104608,3114.0,3879.0,0.802784222737819,0.19721577726218098,0.19721577726218098,0.0,0.0,context-rich
119,f0119,0.6325007279068612,33206.0,35842.0,0.9264549969309749,0.07354500306902512,0.07354500306902512,0.12087627992357225,0.0,controlled-occlusion
120,f0120,0.9244374002175934,94564.0,94564.0,1.0,0.0,0.0,0.34510418660175224,0.0,clean-static
121,f0121,0.13261525681183445,2155.0,2220.0,0.9707207207207207,0.029279279279279313,0.029279279279279313,0.3792073718712791,0.0,cargo-only
122,f0122,0.5094568458064048,18853.0,27805.0,0.6780435173529941,0.32195648264700594,0.32195648264700594,0.0,0.0,context-rich
123,f0123,1.1146049039761687,91574.0,119139.0,0.7686315983850797,0.23136840161492034,0.23136840161492034,0.1559680154644134,0.0,controlled-occlusion
124,f0124,0.12687009162429688,1461.0,1879.0,0.7775412453432677,0.22245875465673226,0.22245875465673226,0.1167914714365148,0.0,context-rich
125,f0125,0.12521804891232907,431.0,561.0,0.768270944741533,0.231729055258467,0.231729055258467,0.3516234494506998,0.0,controlled-occlusion
126,f0126,0.150554902814958,3482.0,3482.0,1.0,0.0,0.0,0.13125293165959462,0.0,clean-static
127,f0127,0.5033653614252414,58921.0,64658.0,0.9112716137214266,0.08872838627857338,0.08872838627857338,0.0,0.0,cargo-only
128,f0128,0.12103890061878655,2800.0,2801.0,0.9996429846483399,0.000357015351660106,0.000357015351660106,0.0,0.0,context-rich
129,f0129,0.0922660811424052,332.0,540.0,0.6148148148148148,0.3851851851851852,0.3851851851851852,0.4478670561025319,0.0,controlled-occlusion
130,f0130,0.38672953691303463,40232.0,40232.0,1.0,0.0,0.0,0.0,0.0,clean-static
131,f0131,0.2860414785425079,10182.0,11030.0,0.9231187669990933,0.07688123300090666,0.07688123300090666,0.0,0.0,cargo-only
132,f0132,0.10035236908188894,1974.0,1974.0,1.0,0.0,0.0,0.13168864139616226,0.0,context-rich
133,f0133,1.249184103590882,61999.0,75764.0,0.8183174066839132,0.18168259331608683,0.18168259331608683,0.226208599200616,0.0,controlled-occlusion
