usable_id,diagnostic_mode,cargo_on,n_cargo_requested,n_cargo_placed,cargo_placement_attempts,cargo_collision_count,cargo_support_pass,front_visibility_after_cargo,left_opening_visibility_after_cargo,right_opening_visibility_after_cargo,cargo_occludes_pallet,f_total_record,amodal_px,visible_px,runtime_s,rgb_rel
421,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.19683076649158726,11233,9022,5.157065391540527,rgb/f0421_rgb.png
422,cargo-only,True,2,1,12,0,True,1.0,1.0,1.0,False,0.24610336341263328,7314,5514,10.222793579101562,rgb/f0422_rgb.png
423,cargo-only,True,2,2,48,0,True,1.0,1.0,1.0,False,0.06476490200355223,64186,60029,4.746262788772583,rgb/f0423_rgb.png
424,cargo-only,True,2,1,70,0,True,1.0,1.0,1.0,False,0.199341924869756,3647,2920,7.322925806045532,rgb/f0424_rgb.png
425,cargo-only,True,2,2,34,0,True,1.0,1.0,1.0,False,0.2063711911357341,25992,20628,5.224590063095093,rgb/f0425_rgb.png
426,cargo-only,True,2,2,106,0,True,1.0,1.0,1.0,False,0.04220172602983485,33719,32296,6.511965036392212,rgb/f0426_rgb.png
427,cargo-only,True,2,1,70,0,True,1.0,1.0,1.0,False,0.1728395061728395,2673,2211,10.441741228103638,rgb/f0427_rgb.png
428,cargo-only,True,2,2,48,0,True,1.0,1.0,1.0,False,0.21787383177570097,6848,5356,5.418832302093506,rgb/f0428_rgb.png
429,cargo-only,True,2,0,12,0,True,0.04,0.0,0.0,True,0.0,102552,102552,7.876715183258057,rgb/f0429_rgb.png
430,cargo-only,True,2,2,34,0,True,1.0,1.0,1.0,False,0.11726800046405184,94817,83698,7.312206983566284,rgb/f0430_rgb.png
431,cargo-only,True,2,0,34,0,True,0.0,0.0,0.0,True,0.0,206594,206594,7.852022647857666,rgb/f0431_rgb.png
432,cargo-only,True,2,2,66,0,True,1.0,1.0,1.0,False,0.0,50706,50706,6.440852403640747,rgb/f0432_rgb.png
433,cargo-only,True,2,2,30,0,True,1.0,1.0,1.0,False,0.0,1360,1360,5.923733472824097,rgb/f0433_rgb.png
434,cargo-only,True,2,2,102,0,True,1.0,1.0,1.0,False,0.0031732599957690066,14181,14136,5.604868173599243,rgb/f0434_rgb.png
435,cargo-only,True,2,2,88,0,True,1.0,1.0,1.0,False,0.2444861200648577,51189,38674,5.7072975635528564,rgb/f0435_rgb.png
436,cargo-only,True,2,1,52,0,True,1.0,1.0,1.0,False,0.22267274877513088,5919,4601,14.803789615631104,rgb/f0436_rgb.png
437,cargo-only,True,2,2,114,0,True,1.0,1.0,1.0,False,0.19823845327604728,23275,18661,5.635300874710083,rgb/f0437_rgb.png
438,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.13697073032111395,59823,51629,5.345901966094971,rgb/f0438_rgb.png
439,cargo-only,True,2,2,48,0,True,1.0,1.0,1.0,False,0.16068139963167583,2172,1823,7.385491132736206,rgb/f0439_rgb.png
440,cargo-only,True,2,2,102,0,True,1.0,1.0,1.0,False,0.14587813620071688,2790,2383,6.198484897613525,rgb/f0440_rgb.png
441,cargo-only,True,2,2,48,0,True,1.0,1.0,1.0,False,0.07061388795706136,5962,5541,7.216257810592651,rgb/f0441_rgb.png
442,cargo-only,True,2,1,16,0,True,1.0,1.0,1.0,False,0.22881632653061224,12250,9447,8.105764150619507,rgb/f0442_rgb.png
443,cargo-only,True,2,2,14,0,True,1.0,1.0,1.0,False,0.1407960345794117,67786,58242,5.22425389289856,rgb/f0443_rgb.png
444,cargo-only,True,2,2,32,0,True,1.0,1.0,1.0,False,0.23478795328826063,1627,1245,7.107114315032959,rgb/f0444_rgb.png
445,cargo-only,True,2,0,84,0,True,1.0,1.0,1.0,False,0.0,116782,116782,7.905161619186401,rgb/f0445_rgb.png
446,cargo-only,True,2,2,34,0,True,1.0,1.0,1.0,False,0.09719058466211083,1317,1189,5.338565826416016,rgb/f0446_rgb.png
447,cargo-only,True,2,2,102,0,True,1.0,1.0,1.0,False,0.025021070375052634,18984,18509,5.206413507461548,rgb/f0447_rgb.png
448,cargo-only,True,2,1,24,0,True,1.0,1.0,1.0,False,0.14630748759459988,144292,123181,10.312040567398071,rgb/f0448_rgb.png
449,cargo-only,True,2,1,88,0,True,1.0,1.0,1.0,False,0.23244565071346035,37213,28563,7.6027305126190186,rgb/f0449_rgb.png
450,cargo-only,True,2,0,42,0,True,1.0,1.0,1.0,False,0.0,6823,6823,7.906035661697388,rgb/f0450_rgb.png
451,cargo-only,True,2,2,88,0,True,1.0,1.0,1.0,False,0.0,25294,25294,5.564464092254639,rgb/f0451_rgb.png
452,cargo-only,True,2,2,66,0,True,1.0,1.0,1.0,False,0.12517979781608968,49361,43182,5.592158794403076,rgb/f0452_rgb.png
453,cargo-only,True,2,2,16,0,True,1.0,1.0,1.0,False,0.10837480071501038,82796,73823,6.960832357406616,rgb/f0453_rgb.png
454,cargo-only,True,2,0,32,0,True,1.0,1.0,1.0,False,0.0,11789,11789,10.20371150970459,rgb/f0454_rgb.png
455,cargo-only,True,2,2,20,0,True,1.0,1.0,1.0,False,0.07242036482439418,3673,3407,5.368300914764404,rgb/f0455_rgb.png
456,cargo-only,True,2,0,30,0,True,1.0,1.0,1.0,False,0.0,60862,60862,13.435701847076416,rgb/f0456_rgb.png
457,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.18269673262770358,2173,1776,5.373927593231201,rgb/f0457_rgb.png
458,cargo-only,True,2,2,102,0,True,1.0,1.0,1.0,False,0.1251996167358671,3131,2739,5.040628433227539,rgb/f0458_rgb.png
459,cargo-only,True,2,2,32,0,True,1.0,1.0,1.0,False,0.17823343848580442,1902,1563,7.750078201293945,rgb/f0459_rgb.png
460,cargo-only,True,2,0,34,0,True,1.0,1.0,1.0,False,0.0,158134,158134,7.295946836471558,rgb/f0460_rgb.png
461,cargo-only,True,2,0,52,0,True,1.0,1.0,1.0,False,0.0,58363,58363,7.52641487121582,rgb/f0461_rgb.png
462,cargo-only,True,2,0,66,0,True,1.0,1.0,1.0,False,0.0,15312,15312,10.895790338516235,rgb/f0462_rgb.png
463,cargo-only,True,2,1,42,0,True,1.0,1.0,1.0,False,0.2451573849878934,1652,1247,6.497186183929443,rgb/f0463_rgb.png
464,cargo-only,True,2,2,16,0,True,1.0,1.0,1.0,False,0.14712550918453615,52044,44387,5.349880218505859,rgb/f0464_rgb.png
465,cargo-only,True,2,0,110,0,True,1.0,1.0,1.0,False,0.0,125138,125138,8.232260704040527,rgb/f0465_rgb.png
466,cargo-only,True,2,0,34,0,True,1.0,1.0,1.0,False,0.0,2370,2370,7.7545061111450195,rgb/f0466_rgb.png
467,cargo-only,True,2,1,78,0,True,1.0,1.0,1.0,False,0.1352964584162356,5026,4346,6.159521818161011,rgb/f0467_rgb.png
468,cargo-only,True,2,2,84,0,True,1.0,1.0,1.0,False,0.0,78376,78376,7.308072090148926,rgb/f0468_rgb.png
469,cargo-only,True,2,1,34,0,True,1.0,1.0,1.0,False,0.21014319809069215,16760,13238,6.729360580444336,rgb/f0469_rgb.png
470,cargo-only,True,2,0,30,0,True,1.0,1.0,1.0,False,0.0,108774,108774,7.285322189331055,rgb/f0470_rgb.png
471,cargo-only,True,2,1,56,0,True,1.0,1.0,1.0,False,0.154228855721393,3015,2550,6.149886846542358,rgb/f0471_rgb.png
472,cargo-only,True,2,2,68,0,True,1.0,1.0,1.0,False,0.05603380354026721,171343,161742,7.116272926330566,rgb/f0472_rgb.png
473,cargo-only,True,2,2,30,0,True,1.0,1.0,1.0,False,0.15372911146672263,38119,32259,7.847740888595581,rgb/f0473_rgb.png
474,cargo-only,True,2,1,12,0,True,0.4,1.0,1.0,True,0.09856378729464066,115164,103813,5.970093250274658,rgb/f0474_rgb.png
475,cargo-only,True,2,2,30,0,True,1.0,1.0,1.0,False,0.17555266579973994,769,634,4.786129474639893,rgb/f0475_rgb.png
476,cargo-only,True,2,2,32,0,True,1.0,1.0,1.0,False,0.1964769647696477,6642,5337,5.445233106613159,rgb/f0476_rgb.png
477,cargo-only,True,2,2,32,0,True,1.0,1.0,1.0,False,0.0,116432,116432,5.427035570144653,rgb/f0477_rgb.png
478,cargo-only,True,2,2,86,0,True,1.0,1.0,1.0,False,0.1798990362551629,23969,19657,7.149991512298584,rgb/f0478_rgb.png
479,cargo-only,True,2,1,106,0,True,1.0,1.0,1.0,False,0.2177444069874349,6526,5105,7.66300892829895,rgb/f0479_rgb.png
480,cargo-only,True,2,2,48,0,True,1.0,1.0,1.0,False,0.0954637779282329,1477,1336,5.962501049041748,rgb/f0480_rgb.png
481,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.0,17959,17959,4.444511413574219,rgb/f0481_rgb.png
482,cargo-only,True,2,2,68,0,True,1.0,1.0,1.0,False,0.05501555709840833,77778,73499,7.876709699630737,rgb/f0482_rgb.png
483,cargo-only,True,2,1,76,0,True,1.0,1.0,1.0,False,0.2200087374399301,45780,35708,8.476526260375977,rgb/f0483_rgb.png
484,cargo-only,True,2,2,16,0,True,1.0,1.0,1.0,False,0.14115308151093442,2515,2160,5.713054180145264,rgb/f0484_rgb.png
485,cargo-only,True,2,1,30,0,True,0.0,0.0,0.0,True,0.20897628730061468,53853,42599,10.354215621948242,rgb/f0485_rgb.png
486,cargo-only,True,2,1,20,0,True,1.0,1.0,1.0,False,0.18010152284263958,9850,8076,10.17951250076294,rgb/f0486_rgb.png
487,cargo-only,True,2,1,34,0,True,1.0,1.0,1.0,False,0.22995117106678808,24166,18609,7.47852897644043,rgb/f0487_rgb.png
488,cargo-only,True,2,2,16,0,True,1.0,1.0,1.0,False,0.0,2791,2791,7.394288063049316,rgb/f0488_rgb.png
489,cargo-only,True,2,2,66,0,True,1.0,1.0,1.0,False,0.09284384144719338,3759,3410,4.770798206329346,rgb/f0489_rgb.png
490,cargo-only,True,2,1,24,0,True,1.0,1.0,1.0,False,0.22215459525258674,3286,2556,7.914648056030273,rgb/f0490_rgb.png
491,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.18776262639954455,36887,29961,5.2044878005981445,rgb/f0491_rgb.png
492,cargo-only,True,2,2,16,0,True,1.0,1.0,1.0,False,0.17872748587871679,9383,7706,7.229616641998291,rgb/f0492_rgb.png
493,cargo-only,True,2,1,16,0,True,0.4,1.0,0.7778,True,0.08297572435395462,95775,87828,7.471721887588501,rgb/f0493_rgb.png
494,cargo-only,True,2,2,50,0,True,1.0,1.0,1.0,False,0.0,1851,1851,7.83556866645813,rgb/f0494_rgb.png
495,cargo-only,True,2,2,30,0,True,1.0,1.0,1.0,False,0.11712358260370315,6967,6151,5.252863883972168,rgb/f0495_rgb.png
496,cargo-only,True,2,2,86,0,True,1.0,1.0,1.0,False,0.07312348668280877,6195,5742,5.450383901596069,rgb/f0496_rgb.png
497,cargo-only,True,2,2,84,0,True,1.0,1.0,1.0,False,0.23189928037131136,140906,108230,7.654061555862427,rgb/f0497_rgb.png
498,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.07130965593784688,3604,3347,5.6183531284332275,rgb/f0498_rgb.png
499,cargo-only,True,2,0,102,0,True,1.0,1.0,1.0,False,0.0,43847,43847,7.877792596817017,rgb/f0499_rgb.png
500,cargo-only,True,2,1,42,0,True,1.0,1.0,1.0,False,0.18974358974358974,3510,2844,10.654701709747314,rgb/f0500_rgb.png
501,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.008519646821913529,19367,19202,5.746288537979126,rgb/f0501_rgb.png
502,cargo-only,True,2,2,14,0,True,1.0,1.0,1.0,False,0.2107124810510359,1979,1562,5.768639326095581,rgb/f0502_rgb.png
503,cargo-only,True,2,2,66,0,True,1.0,1.0,1.0,False,0.18938175132153523,4351,3527,7.497666120529175,rgb/f0503_rgb.png
504,cargo-only,True,2,2,102,0,True,1.0,1.0,1.0,False,0.0020333970053607597,16229,16196,5.264756917953491,rgb/f0504_rgb.png
505,cargo-only,True,2,0,114,0,True,1.0,1.0,1.0,False,0.0,30073,30073,7.715161085128784,rgb/f0505_rgb.png
506,cargo-only,True,2,2,102,0,True,1.0,1.0,1.0,False,0.14019682560721036,30179,25948,5.00382924079895,rgb/f0506_rgb.png
507,cargo-only,True,2,1,117,0,True,1.0,1.0,1.0,False,0.04773082942097029,1278,1217,6.9734930992126465,rgb/f0507_rgb.png
508,cargo-only,True,2,2,50,0,True,1.0,1.0,1.0,False,0.10958353603079596,94558,84196,5.670471429824829,rgb/f0508_rgb.png
509,cargo-only,True,2,1,42,0,True,1.0,1.0,1.0,False,0.1267477892827451,39693,34662,7.045743703842163,rgb/f0509_rgb.png
510,cargo-only,True,2,2,38,0,True,1.0,1.0,1.0,False,0.22156045265038715,1679,1307,5.44116735458374,rgb/f0510_rgb.png
511,cargo-only,True,2,2,48,0,True,1.0,1.0,1.0,False,0.18495238095238098,5250,4279,10.939385652542114,rgb/f0511_rgb.png
512,cargo-only,True,2,2,84,0,True,1.0,1.0,1.0,False,0.04546635489737594,3849,3674,7.195580720901489,rgb/f0512_rgb.png
513,cargo-only,True,2,2,30,0,True,1.0,1.0,1.0,False,0.1837479270315091,3015,2461,6.458142518997192,rgb/f0513_rgb.png
514,cargo-only,True,2,2,68,0,True,1.0,1.0,1.0,False,0.19575581253208807,122709,98688,5.67485237121582,rgb/f0514_rgb.png
515,cargo-only,True,2,2,52,0,True,1.0,1.0,1.0,False,0.004604103904962242,17593,17512,4.814390659332275,rgb/f0515_rgb.png
516,cargo-only,True,2,1,70,0,True,1.0,1.0,1.0,False,0.19866652776330873,9599,7692,10.50926399230957,rgb/f0516_rgb.png
517,cargo-only,True,2,2,88,0,True,1.0,1.0,1.0,False,0.0,21167,21167,5.21780800819397,rgb/f0517_rgb.png
518,cargo-only,True,2,1,114,0,True,1.0,1.0,1.0,False,0.2222222222222222,4284,3332,8.729857444763184,rgb/f0518_rgb.png
519,cargo-only,True,2,2,102,0,True,1.0,1.0,1.0,False,0.15496905290202034,8563,7236,5.610269069671631,rgb/f0519_rgb.png
520,cargo-only,True,2,2,66,0,True,1.0,1.0,1.0,False,0.06976441832648606,38458,35775,4.9136457443237305,rgb/f0520_rgb.png
521,cargo-only,True,2,2,14,0,True,1.0,1.0,1.0,False,0.11478565179352584,5715,5059,5.460891246795654,rgb/f0521_rgb.png
522,cargo-only,True,2,1,48,0,True,1.0,1.0,1.0,False,0.24588848776574412,7479,5640,10.785560369491577,rgb/f0522_rgb.png
523,cargo-only,True,2,2,14,0,True,1.0,1.0,1.0,False,0.17565227774792525,50247,41421,7.3138532638549805,rgb/f0523_rgb.png
524,cargo-only,True,2,0,78,0,True,1.0,1.0,1.0,False,0.0,5507,5507,7.652596473693848,rgb/f0524_rgb.png
525,cargo-only,True,2,1,16,0,True,1.0,1.0,1.0,False,0.08967226144279772,42778,38942,6.91789436340332,rgb/f0525_rgb.png
526,cargo-only,True,2,1,56,0,True,1.0,1.0,1.0,False,0.13959085439229846,831,715,6.124156475067139,rgb/f0526_rgb.png
527,cargo-only,True,2,0,38,0,True,0.0,0.0,0.0,True,0.0,196449,196449,7.815506219863892,rgb/f0527_rgb.png
528,cargo-only,True,2,2,88,0,True,1.0,1.0,1.0,False,0.14792452830188674,7950,6774,7.510651588439941,rgb/f0528_rgb.png
529,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.16021793332717704,10829,9094,4.530893802642822,rgb/f0529_rgb.png
530,cargo-only,True,2,2,32,0,True,1.0,1.0,1.0,False,0.05058365758754868,771,732,5.183902263641357,rgb/f0530_rgb.png
531,cargo-only,True,2,1,106,0,True,1.0,1.0,1.0,False,0.20869565217391306,2300,1820,7.6674580574035645,rgb/f0531_rgb.png
532,cargo-only,True,2,2,48,0,True,1.0,1.0,1.0,False,0.031079356978821138,19595,18986,5.97254753112793,rgb/f0532_rgb.png
533,cargo-only,True,2,1,16,0,True,1.0,1.0,1.0,False,0.10163170163170165,4290,3854,7.3216187953948975,rgb/f0533_rgb.png
534,cargo-only,True,2,2,60,0,True,1.0,1.0,1.0,False,0.23273388176774445,20908,16042,5.422317981719971,rgb/f0534_rgb.png
535,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.07585440400111143,61183,56542,4.688723802566528,rgb/f0535_rgb.png
536,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.1681759379042691,1546,1286,10.99068021774292,rgb/f0536_rgb.png
537,cargo-only,True,2,2,30,0,True,1.0,1.0,1.0,False,0.04676573426573427,2288,2181,5.9138572216033936,rgb/f0537_rgb.png
538,cargo-only,True,2,1,117,0,True,0.2,0.0,0.0,True,0.10950530950530946,38610,34382,5.655430793762207,rgb/f0538_rgb.png
539,cargo-only,True,2,2,34,0,True,1.0,1.0,1.0,False,0.26286509040333794,1438,1060,11.003039121627808,rgb/f0539_rgb.png
540,cargo-only,True,2,2,84,0,True,1.0,1.0,1.0,False,0.0,2751,2751,5.056567668914795,rgb/f0540_rgb.png
541,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.20693776207205627,97063,76977,4.8267645835876465,rgb/f0541_rgb.png
542,cargo-only,True,2,2,94,0,True,1.0,1.0,1.0,False,0.21852109506076856,24437,19097,5.728418827056885,rgb/f0542_rgb.png
543,cargo-only,True,2,1,16,0,True,1.0,1.0,1.0,False,0.09988451295104761,42429,38191,9.631511449813843,rgb/f0543_rgb.png
544,cargo-only,True,2,2,14,0,True,1.0,1.0,1.0,False,0.19007117867052725,16578,13427,5.944661378860474,rgb/f0544_rgb.png
545,cargo-only,True,2,2,30,0,True,1.0,1.0,1.0,False,0.2144050104384133,4790,3763,7.986883163452148,rgb/f0545_rgb.png
546,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.0,22975,22975,4.535557270050049,rgb/f0546_rgb.png
547,cargo-only,True,2,0,68,0,True,0.0,0.0,0.0,True,0.0,160503,160503,8.1208815574646,rgb/f0547_rgb.png
548,cargo-only,True,2,0,12,0,True,1.0,1.0,1.0,False,0.0,79107,79107,9.408388614654541,rgb/f0548_rgb.png
549,cargo-only,True,2,0,30,0,True,1.0,1.0,1.0,False,0.0,33645,33645,6.973941326141357,rgb/f0549_rgb.png
550,cargo-only,True,2,2,78,0,True,1.0,1.0,1.0,False,0.002109704641350185,474,473,7.111473083496094,rgb/f0550_rgb.png
551,cargo-only,True,2,0,68,0,True,1.0,1.0,1.0,False,0.0,15571,15571,7.447119235992432,rgb/f0551_rgb.png
552,cargo-only,True,2,1,12,0,True,1.0,1.0,1.0,False,0.08489785527906824,15713,14379,6.654536962509155,rgb/f0552_rgb.png
553,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.20392605298265676,5247,4177,7.420799970626831,rgb/f0553_rgb.png
554,cargo-only,True,2,2,16,0,True,1.0,1.0,1.0,False,0.11867894439014348,19439,17132,5.183314561843872,rgb/f0554_rgb.png
555,cargo-only,True,2,2,86,0,True,1.0,1.0,1.0,False,0.20039486673247775,2026,1620,7.653060436248779,rgb/f0555_rgb.png
556,cargo-only,True,2,1,24,0,True,1.0,1.0,1.0,False,0.23516447636927595,12251,9370,6.576003551483154,rgb/f0556_rgb.png
557,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.05445683756678221,10669,10088,4.4587719440460205,rgb/f0557_rgb.png
558,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.22531148591803218,24961,19337,5.353697776794434,rgb/f0558_rgb.png
559,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.08245741988073274,23309,21387,7.560182094573975,rgb/f0559_rgb.png
560,cargo-only,True,2,1,96,0,True,1.0,1.0,1.0,False,0.13622446286227108,37886,32725,8.717634916305542,rgb/f0560_rgb.png
561,cargo-only,True,2,0,12,0,True,1.0,1.0,1.0,False,0.0,4071,4071,7.67148494720459,rgb/f0561_rgb.png
562,cargo-only,True,2,2,68,0,True,1.0,1.0,1.0,False,0.05611923535170327,131773,124378,7.190385103225708,rgb/f0562_rgb.png
563,cargo-only,True,2,2,30,0,True,1.0,1.0,1.0,False,0.1305480320405693,86765,75438,6.147956848144531,rgb/f0563_rgb.png
564,cargo-only,True,2,1,20,0,True,1.0,1.0,1.0,False,0.13395031660983925,2053,1778,8.94802451133728,rgb/f0564_rgb.png
565,cargo-only,True,2,2,32,0,True,1.0,1.0,1.0,False,0.16262755102040816,3136,2626,5.223961591720581,rgb/f0565_rgb.png
566,cargo-only,True,2,2,52,0,True,1.0,1.0,1.0,False,0.23492322961060186,17129,13105,7.1145384311676025,rgb/f0566_rgb.png
567,cargo-only,True,2,0,94,0,True,1.0,1.0,1.0,False,0.0,57747,57747,9.597901821136475,rgb/f0567_rgb.png
568,cargo-only,True,2,2,48,0,True,1.0,1.0,1.0,False,0.04211793020457277,831,796,4.9471704959869385,rgb/f0568_rgb.png
569,cargo-only,True,2,2,70,0,True,1.0,1.0,1.0,False,0.24000945850082767,12687,9642,6.975886106491089,rgb/f0569_rgb.png
570,cargo-only,True,2,2,70,0,True,1.0,1.0,1.0,False,0.15938303341902316,22951,19293,4.8962037563323975,rgb/f0570_rgb.png
571,cargo-only,True,2,2,104,0,True,1.0,1.0,1.0,False,0.05456432560668212,20233,19129,5.219259262084961,rgb/f0571_rgb.png
572,cargo-only,True,2,0,58,0,True,1.0,1.0,1.0,False,0.0,9257,9257,11.574776649475098,rgb/f0572_rgb.png
573,cargo-only,True,2,2,24,0,True,1.0,1.0,1.0,False,0.11946902654867253,678,597,5.187433242797852,rgb/f0573_rgb.png
574,cargo-only,True,2,2,84,0,True,1.0,1.0,1.0,False,0.1732867608420141,32351,26745,4.796146631240845,rgb/f0574_rgb.png
575,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.0513204935993542,8671,8226,4.701526403427124,rgb/f0575_rgb.png
576,cargo-only,True,2,0,50,0,True,1.0,1.0,1.0,False,0.0,6645,6645,13.301813840866089,rgb/f0576_rgb.png
577,cargo-only,True,2,2,84,0,True,1.0,1.0,1.0,False,0.01563464307755602,4861,4785,4.819224119186401,rgb/f0577_rgb.png
578,cargo-only,True,2,1,12,0,True,1.0,1.0,1.0,False,0.2275479767124272,111304,85977,7.432300329208374,rgb/f0578_rgb.png
579,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.025480396987400566,28414,27690,7.14882230758667,rgb/f0579_rgb.png
580,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.1507670604831599,11342,9632,4.6782190799713135,rgb/f0580_rgb.png
581,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.21270310192023634,15571,12259,7.723660230636597,rgb/f0581_rgb.png
582,cargo-only,True,2,2,34,0,True,1.0,1.0,1.0,False,0.19123841617523163,1187,960,5.335344552993774,rgb/f0582_rgb.png
583,cargo-only,True,2,1,56,0,True,1.0,1.0,1.0,False,0.19448133684857372,50447,40636,6.090014696121216,rgb/f0583_rgb.png
584,cargo-only,True,2,1,32,0,True,1.0,1.0,1.0,False,0.22984813084112155,3424,2637,10.492297887802124,rgb/f0584_rgb.png
585,cargo-only,True,2,2,12,0,True,1.0,1.0,1.0,False,0.22589886618565447,65972,51069,5.265684127807617,rgb/f0585_rgb.png
586,cargo-only,True,2,2,16,0,True,1.0,1.0,1.0,False,0.12435233160621761,1544,1352,4.577945947647095,rgb/f0586_rgb.png
587,cargo-only,True,2,2,78,0,True,1.0,1.0,1.0,False,0.14484825255235378,200893,171794,8.396274328231812,rgb/f0587_rgb.png
588,cargo-only,True,2,0,66,0,True,1.0,1.0,1.0,False,0.0,20857,20857,8.029166460037231,rgb/f0588_rgb.png
589,cargo-only,True,2,2,102,0,True,1.0,1.0,1.0,False,0.23707606190319397,3037,2317,6.36314845085144,rgb/f0589_rgb.png
590,cargo-only,True,2,2,88,0,True,1.0,1.0,1.0,False,0.12158054711246202,987,867,5.534389495849609,rgb/f0590_rgb.png
591,cargo-only,True,2,2,52,0,True,1.0,1.0,1.0,False,0.1262496963354699,53513,46757,5.484877824783325,rgb/f0591_rgb.png
592,cargo-only,True,2,1,12,0,True,1.0,1.0,1.0,False,0.08423326133909292,2778,2544,7.391383409500122,rgb/f0592_rgb.png
593,cargo-only,True,2,2,56,0,True,1.0,1.0,1.0,False,2.5892649076930674e-05,38621,38620,5.507037401199341,rgb/f0593_rgb.png
594,cargo-only,True,2,2,66,0,True,1.0,1.0,1.0,False,0.21745011836320594,14785,11570,7.5553717613220215,rgb/f0594_rgb.png
