idx,frame_id,label_present,geometry_ok,rendered,pallet_type,diagnostic_mode,noise_tier,image_w,image_h,fx,fy,cx,cy,label_reproj_consistency_px,camera_distance_measured_m,camera_distance_used_m,camera_distance_source,camera_distance_limit_m,elevation_deg_actual,projected_size_actual,object_depth_z_m,mask_m0_area,mask_m0_bbox_w_px,mask_m0_bbox_h_px,mask_m0_min_side_px,bbox_all_w_px,bbox_all_h_px,bbox_all_min_side_px,bbox_all_diag_px,bbox_vis_w_px,bbox_vis_h_px,bbox_vis_min_side_px,bbox_vis_diag_px,bbox_vis_area_px2,visible_kp_min_pair_dist_px,visible_kp_hull_area_px2,inframe_corner_count,visible_corner_count,visible_kp_count,V_vis_label,visible_corner_count_matches_label,pnp_exact_success,pnp_exact_inliers,pnp_exact_reproj_mean_px,pnp_exact_reproj_max_px,pnp_exact_trans_err_cm,pnp_exact_rot_err_deg,canonical3d_exact_reproj_mean_px,mc1px_solve_fail_rate,mc1px_diverged_rate,mc1px_pose_fail_rate,mc1px_trans_cm_q50,mc1px_trans_cm_q90,mc1px_trans_cm_q95,mc1px_rot_deg_q50,mc1px_rot_deg_q90,mc1px_rot_deg_q95,mc1px_reproj_px_q50,mc1px_reproj_px_q90,mc1px_reproj_px_q95,mc2px_solve_fail_rate,mc2px_diverged_rate,mc2px_pose_fail_rate,mc2px_trans_cm_q50,mc2px_trans_cm_q90,mc2px_trans_cm_q95,mc2px_rot_deg_q50,mc2px_rot_deg_q90,mc2px_rot_deg_q95,mc2px_reproj_px_q50,mc2px_reproj_px_q90,mc2px_reproj_px_q95,mc3px_solve_fail_rate,mc3px_diverged_rate,mc3px_pose_fail_rate,mc3px_trans_cm_q50,mc3px_trans_cm_q90,mc3px_trans_cm_q95,mc3px_rot_deg_q50,mc3px_rot_deg_q90,mc3px_rot_deg_q95,mc3px_reproj_px_q50,mc3px_reproj_px_q90,mc3px_reproj_px_q95,physical_valid,physical_violations,physical_unknown,gate_valid,gate_valid_unknown,gate_unknown_fields,G1_pass,G2_pass,G3_pass,G4_pass,G5_pass,pnp_eligible_candidate_2cell,pnp_eligible_candidate_3cell,pnp_eligible_candidate_4cell,tiny_warning,pnp_stress
10,f0010,True,True,True,Pallet_2,controlled-occlusion,,960,540,342.85039,342.85039,480,270,5.6843419e-14,5.4669661,5.4669661,label_recomputed,10,35.622,,5.4669661,3342,90,56,56,89.530556,56.907005,56.907005,106.08547,89.530556,47.11254,47.11254,101.16972,4218.0119,8.939808,3141.2583,8,7,8,7,True,True,8,1.3243921e-05,3.6315647e-05,0.00013638984,6.5021464e-06,1.0740604e-05,0,0,0.43,4.2174134,9.2349533,10.496645,1.1729698,2.128063,2.3500105,0.97694205,1.3292323,1.3741391,0,0,0.72,9.5829183,20.653865,23.987097,2.3715165,4.4478779,5.1146687,1.9805139,2.6948487,2.8760943,0,0,0.835,12.712538,33.07749,38.631465,3.956439,6.5997824,7.6213088,2.9089932,3.8919013,4.215702,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,True
11,f0011,True,True,True,Pallet_1,clean-static,,640,480,669.48562,669.48562,320,240,5.6843419e-14,9.6994416,9.6994416,label_recomputed,10,15.587,,9.405685,2454,109,39,39,110.6491,39.612349,39.612349,117.52601,110.6491,39.612349,39.612349,117.52601,4383.0709,9.1019551,2730.2059,8,8,9,8,True,True,9,2.9002433e-06,6.3638837e-06,1.601085e-05,4.1826196e-06,3.1656339e-06,0,0,0.57,6.3568691,13.242918,17.204357,0.84119004,1.3917849,1.5332445,1.0268463,1.2828338,1.3635058,0,0,0.815,12.361877,26.852614,32.156811,1.6679369,2.7232253,3.1951193,2.055813,2.6093392,2.8938805,0,0.01,0.87,18.786148,48.934516,56.921561,2.8850176,4.6413226,5.5207973,3.009385,4.28473,4.7146613,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,True
12,f0012,True,True,True,Pallet_0,clean-static,,960,540,605.9065,605.9065,480,270,2.8421709e-14,0.78010556,0.78010556,label_recomputed,10,55.762,,0.77209719,394165,960,540,540,1700.6029,1440.2593,1440.2593,2228.5415,550.38262,264.58422,264.58422,610.67654,145622.56,84.06264,78142.65,3,3,4,3,True,True,4,0.00016782578,0.00063103108,8.9257228e-05,7.8621382e-05,0.00015915324,0,0,0.55,5.8184279,29.401029,33.585529,5.1622465,22.879097,26.123148,9.5115402,65.438265,77.164506,0,0.005,0.735,10.195821,43.865696,48.077308,9.2994026,33.729238,36.858283,16.202742,111.46748,127.67308,0,0.035,0.885,13.700234,51.492738,57.055517,12.160024,39.265198,43.183978,23.019945,142.71553,172.63526,True,,ground_continuity_pass,False,False,,False,True,True,True,True,True,True,True,False,True
13,f0013,True,True,True,Pallet_3,clean-static,,640,480,605.9065,605.9065,320,240,5.6843419e-14,1.891833,1.891833,label_recomputed,10,21.987,,1.8050006,55537,410,205,205,553.32711,227.04217,227.04217,598.09618,258.92464,132.9113,132.9113,291.04532,34414.01,39.077043,17247.182,4,4,5,4,True,True,5,8.0464234e-06,1.0505933e-05,9.1554773e-06,1.2074183e-06,6.6716693e-06,0,0,0.005,0.82673693,1.829628,2.0516318,0.45295383,0.74428472,0.8588869,0.76376589,1.2469642,1.3819681,0,0,0.01,1.6411794,3.5670045,3.9803139,0.9736343,1.5370245,1.6717733,1.5983064,2.3339063,2.6488186,0,0.01,0.105,2.2758546,5.0057289,6.4367254,1.3356975,2.27544,2.4923197,2.3299028,3.8271054,4.145142,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,False
15,f0015,True,True,True,Pallet_1,clean-static,,640,480,532.60096,532.60096,320,240,2.8421709e-14,12.222199,12.222199,label_recomputed,10,26.09,,11.924639,1345,68,36,36,69.355018,35.947337,35.947337,78.117409,69.355018,35.947337,35.947337,78.117409,2493.1282,5.4397374,1452.0278,8,8,9,8,True,True,9,8.185878e-06,1.6087796e-05,0.00018575824,2.2132342e-05,8.4624329e-06,0,0,0.76,12.339954,29.800004,34.05689,1.4864956,2.6489518,2.921342,1.0281721,1.3118452,1.3920584,0,0.005,0.875,24.245464,60.746518,73.254679,3.0568655,6.5196276,22.650535,2.1339577,2.9765124,7.5100187,0,0.09,0.98,44.440177,92.946817,103.82276,5.0517527,23.628025,26.799549,3.1328421,7.3553308,8.2301935,False,camera_distance_over_limit,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,True
16,f0016,True,True,True,Pallet_1,clean-static,,720,480,356.00111,356.00111,360,240,2.8421709e-14,1.3345206,1.3345206,label_recomputed,10,73.403,,1.3043204,78151,399,298,298,402.12756,298.51685,298.51685,500.81821,402.12756,298.51685,298.51685,500.81821,120041.85,15.77786,99390.956,8,8,9,8,True,True,9,1.0182475e-05,2.4371611e-05,5.6582889e-06,5.1226419e-06,1.2921478e-05,0,0,0,0.51262239,1.0488415,1.1882919,0.71065411,1.3565728,1.5683198,1.3986417,2.0813084,2.2611023,0,0,0.01,0.98759167,1.7689425,2.0472298,1.3503675,2.4603253,3.011689,2.6360033,3.9902394,4.9936935,0,0,0.115,1.8826834,3.5568038,4.2386317,2.354263,5.2435646,7.2135957,4.3470744,7.7237848,9.7826088,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,False
17,f0017,True,True,True,Pallet_3,clean-static,,640,480,649.5363,649.5363,320,240,1.1368684e-13,8.5936069,8.5936069,label_recomputed,10,14.739,,8.1143052,2966,114,40,40,113.87015,39.62272,39.62272,120.56687,113.87015,39.62272,39.62272,120.56687,4511.8449,5.7555113,3201.8327,8,8,9,8,True,True,9,8.4511676e-06,1.4225806e-05,0.000137592,3.8181918e-06,8.443477e-06,0,0,0.445,4.3661148,10.435646,12.341017,0.84878397,1.4847561,1.6522552,1.0152773,1.298214,1.3784904,0,0,0.725,9.5486149,22.96584,27.544221,1.7265166,2.9523041,3.1870986,2.0574006,2.6693467,2.8620436,0,0,0.85,13.385251,33.645435,38.263139,2.8570496,4.4793196,5.3855671,3.0510008,3.9122129,4.1223713,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,True
18,f0018,True,True,True,Pallet_0,controlled-occlusion,,640,480,605.9065,605.9065,320,240,2.8421709e-14,1.5543882,1.5543882,label_recomputed,10,14.997,,1.5532341,96436,544,249,249,556.87568,255.52655,255.52655,612.70249,284.92151,255.52655,255.52655,382.71933,72805.011,39.231346,39283.901,7,6,7,6,True,True,7,8.3776057e-06,1.7107528e-05,8.3038235e-06,2.4148365e-06,9.2152041e-06,0,0,0,0.52889348,1.2237839,1.4983786,0.21110182,0.40073525,0.44085638,1.0472828,1.4214886,1.502255,0,0,0.005,1.0800591,2.6779331,3.1783372,0.45988006,0.76665425,0.8609914,1.9410238,2.8001599,2.9273412,0,0,0.055,1.9665797,4.1962065,5.0210629,0.72798695,1.1896616,1.4136663,2.9584343,4.2058471,4.732243,True,,ground_continuity_pass,False,False,,True,True,True,True,False,True,True,True,False,False
20,f0020,True,True,True,Pallet_2,clean-static,,640,480,605.9065,605.9065,320,240,1.1368684e-13,3.0499505,3.0499505,label_recomputed,10,51.035,,2.9514067,43776,309,234,234,319.1133,237.78781,237.78781,397.96525,301.59085,237.78781,237.78781,384.05739,71714.627,19.135452,45847.966,7,7,8,7,True,True,8,2.0086719e-05,9.0724169e-05,2.3237012e-05,8.0091067e-06,2.0086719e-05,0,0,0,0.7719936,1.8036081,2.177381,0.52758382,0.94309048,1.0944164,1.0229548,1.3134463,1.3628651,0,0,0.035,1.6394013,3.5503762,4.1268368,1.1296485,1.8255004,1.976613,2.0677779,2.7627158,2.9354615,0,0,0.145,2.3989532,5.8525305,6.7335696,1.6485558,2.9585073,3.4407337,2.9870559,4.0573978,4.33515,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,False
21,f0021,True,True,True,Pallet_3,clean-static,,560,560,441.12686,441.12686,280,280,5.6843419e-14,25.990577,25.990577,label_recomputed,10,73.268,,25.990577,273,24,26,24,24.240106,25.529444,24.240106,35.204194,24.240106,25.529444,24.240106,35.204194,618.83644,0.67979138,314.41464,8,8,9,8,True,True,9,7.1291001e-06,1.3058174e-05,0.00088924879,0.00015367926,7.1297084e-06,0,0.42,0.995,86.377652,211.34396,261.79853,13.966946,32.496889,40.438976,1.0628262,1.2793519,1.3349525,0,0.75,1,163.12157,361.19884,424.62279,26.964553,51.025678,54.797241,2.0436079,2.6192893,2.8903114,0,0.89,1,307.60653,549.71946,640.27039,34.226429,56.702468,62.361662,2.9764979,4.0069963,4.3902786,False,camera_distance_over_limit,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,False,False,True
22,f0022,True,True,True,Pallet_0,clean-static,,640,480,412.78935,412.78935,320,240,5.6843419e-14,1.0635586,1.0635586,label_recomputed,10,2.713,,1.0029157,74202,558,197,197,903.98889,264.74782,264.74782,941.9593,363.19023,80.680902,80.680902,372.04375,29302.515,35.504122,18024.914,4,4,5,4,True,True,5,1.1824451e-05,2.4290959e-05,2.1865212e-05,1.2547859e-05,1.1853945e-05,0,0,0,0.37047906,0.60659837,0.69504112,0.41840108,0.73368342,0.84721706,0.82474144,1.2569887,1.4590472,0,0.005,0.005,0.75833434,1.362954,1.5186759,0.81147432,1.338908,1.5522512,1.6351165,2.5707991,2.8939359,0,0,0.005,1.1316275,2.1456119,2.3476036,1.309015,2.2976033,2.5935474,2.5624098,3.7656993,4.3505909,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,False
23,f0023,True,True,True,Pallet_1,clean-static,,960,540,650.57728,650.57728,480,270,2.2737368e-13,3.9048237,3.9048237,label_recomputed,10,17.975,,3.6213041,9646,257,55,55,260.6846,121.42287,121.42287,287.57603,260.28489,52.906237,52.906237,265.60741,13770.694,20.6832,7986.7991,5,5,6,5,True,True,6,1.1822417e-05,2.8644829e-05,1.2764788e-05,1.2074183e-05,1.1822418e-05,0,0,0.03,1.5675535,4.0260465,4.4222525,0.5930668,1.0254886,1.1291295,0.91091867,1.2194943,1.3551947,0,0,0.28,3.1287022,7.8813978,9.2484056,1.1394358,1.940667,2.2557136,1.8040461,2.5736226,2.7982765,0,0,0.515,5.0867463,12.119418,16.062793,1.805424,2.9066976,3.1655898,2.7340689,3.8682476,4.3077522,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,False
24,f0024,True,True,True,Pallet_3,clean-static,,640,480,648.34515,648.34515,320,240,5.6843419e-14,2.0940486,2.0940486,label_recomputed,10,33.681,,2.052584,70192,385,328,328,389.14547,330.81883,330.81883,510.75953,389.14547,330.81883,330.81883,510.75953,128736.65,35.035768,82406.825,8,8,9,8,True,True,9,1.907064e-05,9.6443334e-05,2.9893057e-06,3.1945285e-06,6.139501e-05,0,0,0,0.35939704,0.87283825,1.0410133,0.22244426,0.39355625,0.46202371,1.0860772,1.4221342,1.4975949,0,0,0,0.69466483,1.5379772,1.754062,0.45478813,0.82193432,0.9967783,2.1773174,2.7896187,2.9633805,0,0,0,1.2897579,2.6000595,2.9729902,0.76134518,1.4340563,1.6226543,3.2910079,4.3157297,4.7517583,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,False
25,f0025,True,True,True,Pallet_1,controlled-occlusion,,960,540,605.9065,605.9065,480,270,2.8421709e-14,1.7090713,1.7090713,label_recomputed,10,10.499,,1.5877009,57221,599,162,162,605.33358,197.13156,197.13156,636.62359,329.39604,156.58777,156.58777,364.7211,51579.393,48.051723,22517.547,6,4,5,4,True,True,5,2.4916245e-05,6.4378199e-05,5.967485e-06,1.7075473e-06,114.52504,0,0,0.065,0.91404958,2.8938487,6.0586186,0.26190269,0.54155529,0.70196135,0.97157204,2.3990336,4.2733289,0,0,0.08,1.4586637,4.1046419,6.1810707,0.546895,0.9766801,1.0948876,1.8206698,3.2802935,4.5724955,0,0,0.13,2.1273243,6.2121384,8.3839746,0.71171477,1.3871453,1.540377,2.6196781,4.5220111,6.2029887,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,False
26,f0026,True,True,True,Pallet_2,clean-static,,720,480,560.32881,560.32881,360,240,5.6843419e-14,3.8889023,3.8889023,label_recomputed,10,33.088,,3.5382225,20032,235,171,171,245.83586,173.51628,173.51628,300.90392,233.00435,173.51628,173.51628,290.51494,40430.049,23.34041,21530.26,7,7,8,7,True,True,8,2.3001335e-06,2.5654949e-06,1.5760922e-06,1.2074183e-06,2.7494062e-06,0,0,0.01,1.4253854,3.3328318,3.9064376,0.44358833,0.77708864,0.92425432,0.99459809,1.2835575,1.4350602,0,0,0.185,3.0140429,6.2706111,7.4472014,0.93849627,1.5980231,1.7591455,2.0369037,2.5224955,2.8131953,0,0,0.31,3.2495733,9.2292308,10.56717,1.3474479,2.3341795,2.7546571,3.0465403,3.9312925,4.312359,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,False
28,f0028,True,True,True,Pallet_3,clean-static,,640,480,505.56256,505.56256,320,240,5.6843419e-14,7.5692021,7.5692021,label_recomputed,10,66.032,,7.4812708,4049,68,89,68,68.426676,89.753468,68.426676,112.86228,68.426676,89.753468,68.426676,112.86228,6141.5315,3.6666082,4841.9037,8,8,9,8,True,True,9,1.0463836e-05,1.3830453e-05,2.2682388e-05,4.7566763e-05,8.857658e-06,0,0,0.68,6.8320491,15.601898,19.016242,2.2828189,4.4752354,4.8568514,1.0674302,1.3711661,1.5052073,0,0.01,0.89,13.404417,29.379567,34.263679,4.9879073,9.5514202,11.746049,2.1598266,2.9484921,3.1828683,0,0.045,0.94,18.499733,41.870757,60.712832,7.2429439,19.298546,31.354837,3.2263292,4.2598321,4.7468524,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,True
29,f0029,True,True,True,Pallet_2,clean-static,,640,480,498.64311,498.64311,320,240,5.6843419e-14,1.1468797,1.1468797,label_recomputed,10,5.492,,1.0829134,69628,526,162,162,1101.8248,192.03211,192.03211,1118.4338,382.23035,142.05929,142.05929,407.77552,54299.37,54.980459,30205.964,4,4,5,4,True,True,5,1.7114226e-05,2.0007368e-05,6.8723324e-06,4.5177455e-06,1.6523715e-05,0,0,0,0.34446887,0.7256297,0.82625055,0.29332984,0.51905686,0.58339951,0.8503191,1.3558691,1.5104808,0,0,0.005,0.66068009,1.3172435,1.5450289,0.60029167,0.97685545,1.170799,1.6372169,2.617387,2.9080786,0,0,0,1.0089857,1.951723,2.2172606,0.9342542,1.5100381,1.8387544,2.5599426,3.8134638,4.094241,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,False
