idx,frame_id,label_present,geometry_ok,rendered,pallet_type,diagnostic_mode,noise_tier,image_w,image_h,fx,fy,cx,cy,label_reproj_consistency_px,camera_distance_measured_m,camera_distance_used_m,camera_distance_source,camera_distance_limit_m,elevation_deg_actual,projected_size_actual,object_depth_z_m,mask_m0_area,mask_m0_bbox_w_px,mask_m0_bbox_h_px,mask_m0_min_side_px,bbox_all_w_px,bbox_all_h_px,bbox_all_min_side_px,bbox_all_diag_px,bbox_vis_w_px,bbox_vis_h_px,bbox_vis_min_side_px,bbox_vis_diag_px,bbox_vis_area_px2,visible_kp_min_pair_dist_px,visible_kp_hull_area_px2,inframe_corner_count,visible_corner_count,visible_kp_count,V_vis_label,visible_corner_count_matches_label,pnp_exact_success,pnp_exact_inliers,pnp_exact_reproj_mean_px,pnp_exact_reproj_max_px,pnp_exact_trans_err_cm,pnp_exact_rot_err_deg,canonical3d_exact_reproj_mean_px,mc1px_solve_fail_rate,mc1px_diverged_rate,mc1px_pose_fail_rate,mc1px_trans_cm_q50,mc1px_trans_cm_q90,mc1px_trans_cm_q95,mc1px_rot_deg_q50,mc1px_rot_deg_q90,mc1px_rot_deg_q95,mc1px_reproj_px_q50,mc1px_reproj_px_q90,mc1px_reproj_px_q95,mc2px_solve_fail_rate,mc2px_diverged_rate,mc2px_pose_fail_rate,mc2px_trans_cm_q50,mc2px_trans_cm_q90,mc2px_trans_cm_q95,mc2px_rot_deg_q50,mc2px_rot_deg_q90,mc2px_rot_deg_q95,mc2px_reproj_px_q50,mc2px_reproj_px_q90,mc2px_reproj_px_q95,mc3px_solve_fail_rate,mc3px_diverged_rate,mc3px_pose_fail_rate,mc3px_trans_cm_q50,mc3px_trans_cm_q90,mc3px_trans_cm_q95,mc3px_rot_deg_q50,mc3px_rot_deg_q90,mc3px_rot_deg_q95,mc3px_reproj_px_q50,mc3px_reproj_px_q90,mc3px_reproj_px_q95,physical_valid,physical_violations,physical_unknown,gate_valid,gate_valid_unknown,gate_unknown_fields,G1_pass,G2_pass,G3_pass,G4_pass,G5_pass,pnp_eligible_candidate_2cell,pnp_eligible_candidate_3cell,pnp_eligible_candidate_4cell,tiny_warning,pnp_stress
250,f0250,True,True,True,Pallet_3,context-rich,,640,480,605.9065,605.9065,320,240,2.8421709e-14,13.738774,13.738774,label_recomputed,10,14.38,,12.152156,1214,74,26,26,74.520377,26.606822,26.606822,79.127806,72.442794,26.606822,26.606822,77.174357,1927.4725,6.0669551,1177.9394,7,7,8,7,True,True,8,7.1452056e-06,9.6404758e-06,0.00035936422,1.2431132e-05,8.2850038e-06,0,0.015,0.855,19.231825,42.370085,51.063565,1.2313274,2.1138332,2.3203641,0.98470888,1.3116034,1.4094591,0,0.095,0.95,41.904784,93.405113,109.82549,2.658618,4.6679728,5.7392258,2.0066082,2.6048018,3.0637967,0,0.3,0.98,60.967937,166.9181,219.57181,4.1785645,9.2114986,54.480877,3.1489544,4.8212497,18.672382,False,camera_distance_over_limit,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,False,False,True
251,f0251,True,True,True,Pallet_2,context-rich,,560,560,497.66683,497.66683,280,280,1.1368684e-13,1.2019925,1.2019925,label_recomputed,10,29.177,,1.1349523,122614,413,375,375,766.99612,509.11141,509.11141,920.5854,8.0870303,61.283148,8.0870303,61.814434,495.59867,61.814434,0,4,2,2,2,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,ground_continuity_pass,False,False,,False,True,True,True,True,False,False,False,True,True
253,f0253,True,True,True,Pallet_3,context-rich,,640,480,411.86236,411.86236,320,240,5.6843419e-14,2.7324657,2.7324657,label_recomputed,10,17.138,,2.4776945,15573,257,104,104,263.92053,104.72766,104.72766,283.94001,134.21239,104.72766,104.72766,170.23762,14055.749,19.498348,8223.4574,6,6,7,6,True,True,7,5.0257347e-06,5.7497935e-06,1.0869606e-05,4.1826196e-06,4.8921397e-06,0,0,0.01,1.4201101,3.018293,3.5247828,0.50246064,0.89998598,1.0319756,1.0049416,1.2763623,1.4094217,0,0,0.19,2.7984273,6.8236471,8.0919107,0.98800347,1.6043689,1.8014186,1.9661007,2.6012852,2.7913729,0,0,0.415,4.2658239,9.5414464,11.933022,1.424747,2.5342196,2.773182,2.7528664,3.7681411,4.1875963,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,False
255,f0255,True,True,True,Pallet_1,context-rich,,640,480,605.9065,605.9065,320,240,0,1.5997646,1.5997646,label_recomputed,10,6.656,,1.4061691,24547,277,160,160,841.99461,183.7024,183.7024,861.80131,268.15957,10.428061,10.428061,268.36225,2796.3842,268.36225,0,4,2,2,2,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,ground_continuity_pass,False,False,,False,True,True,False,True,False,False,False,True,True
256,f0256,True,True,True,Pallet_1,context-rich,,640,480,693.45062,693.45062,320,240,5.6843419e-14,20.164444,20.164444,label_recomputed,10,67.405,,20.164444,1084,52,50,50,52.668699,51.02706,51.02706,73.333162,52.668699,51.02706,51.02706,73.333162,2687.5289,1.6696339,1384.6756,8,8,8,8,True,True,8,5.4327384e-06,9.1595368e-06,0.00048108008,3.5531757e-05,3.4739213e-06,0,0.02,0.97,28.78523,75.01014,85.281419,4.5700789,8.5927319,10.256021,1.0227883,1.3463986,1.4214786,0,0.3,0.995,64.969328,145.14365,168.17096,9.501461,24.357814,43.785621,1.9306738,2.6671418,2.8202692,0,0.55,0.995,98.658667,192.3673,248.91416,15.635873,51.671353,56.978219,2.9553691,3.9558696,4.4184229,False,camera_distance_over_limit,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,True
257,f0257,True,True,True,Pallet_2,context-rich,,720,480,605.9065,605.9065,360,240,1.4210855e-13,1.8214929,1.8214929,label_recomputed,10,18.966,,1.7248629,62969,521,213,213,532.69607,273.86014,273.86014,598.96952,519.7436,181.36219,181.36219,550.47766,94261.838,74.408392,58644.129,5,5,6,5,True,True,6,1.5768549e-05,3.5017457e-05,5.8416958e-06,3.4150946e-06,1.5768549e-05,0,0,0,0.34849387,0.78964257,0.87196987,0.23161932,0.38175085,0.42255767,0.88397343,1.3156852,1.3942913,0,0,0,0.66454821,1.3066513,1.4787396,0.4317441,0.78536275,0.88569529,1.7669536,2.4453953,2.7356895,0,0,0.01,1.09726,2.0414298,2.3063851,0.70493663,1.1715732,1.3954399,2.6240879,3.9055314,4.2379851,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,False
258,f0258,True,True,True,Pallet_0,controlled-occlusion,,960,540,526.68122,526.68122,480,270,5.6843419e-14,2.5861936,2.5861936,label_recomputed,10,47.369,,2.5861936,42179,305,254,254,312.72285,260.57408,260.57408,407.05581,158.10029,260.57408,158.10029,304.78608,41196.838,18.055548,20793.549,8,6,7,6,True,True,7,2.2148299e-05,6.7421095e-05,3.5355544e-05,9.115808e-06,2.2341284e-05,0,0,0.02,1.4375859,3.8059692,4.1720693,0.69938992,1.3327017,1.4292958,0.98588822,1.2841373,1.3508381,0,0,0.255,3.3981248,7.6125092,8.7006946,1.4408035,2.5342222,2.7966936,1.8946333,2.6407559,2.8039587,0,0,0.43,4.3134417,9.8846736,13.007406,1.9633819,3.7931185,4.745601,2.9080315,4.0784902,4.4163782,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,False
259,f0259,True,True,True,Pallet_3,context-rich,,640,480,397.49412,397.49412,320,240,5.6843419e-14,6.8098707,6.8098707,label_recomputed,10,46.223,,6.5762521,3307,88,46,46,88.623733,46.817817,46.817817,100.23011,88.623733,46.817817,46.817817,100.23011,4149.1697,6.1520492,3542.9195,8,8,9,8,True,True,9,8.9417776e-06,1.5170983e-05,0.00014525966,1.3004293e-05,8.9505753e-06,0,0,0.5,4.9893506,10.889438,13.989286,1.6178358,2.9873471,3.3692758,1.0504767,1.2936737,1.384636,0,0,0.75,9.3550552,24.47471,28.757814,3.2500388,5.7066691,6.1816717,2.018106,2.5675218,2.8426408,0,0,0.9,14.607399,37.600274,44.308915,5.2228504,10.104486,18.154323,3.1065674,4.1718317,5.4974654,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,True
260,f0260,True,True,True,Pallet_3,context-rich,,560,560,348.75799,348.75799,280,280,5.6843419e-14,5.113001,5.113001,label_recomputed,10,11.363,,4.8519616,1773,79,31,31,80.420874,31.243931,31.243931,86.276881,80.420874,31.243931,31.243931,86.276881,2512.6642,9.7845634,2092.7942,8,8,9,8,True,True,9,3.0640438e-06,6.7102747e-06,4.1210314e-05,4.0045534e-06,2.5263552e-06,0,0,0.395,4.177609,9.6650955,11.396366,0.81170533,1.3297901,1.5959421,1.0234025,1.3111207,1.3768819,0,0,0.675,8.3038199,21.442814,24.009024,1.5992606,2.8768712,3.2432066,1.9710548,2.542497,2.6930702,0,0,0.775,12.18455,31.172976,38.578234,2.5541684,4.4103483,4.8330736,3.0838304,3.8229823,4.0195262,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,False,False,True
261,f0261,True,True,True,Pallet_2,context-rich,,640,480,605.9065,605.9065,320,240,5.6843419e-14,2.1022559,2.1022559,label_recomputed,10,44.424,,2.032358,78473,449,266,266,450.43319,334.65338,334.65338,561.14432,450.43319,266.43446,266.43446,523.33296,120010.92,35.026585,61651.954,6,6,6,6,True,True,6,8.7490996e-06,1.5338648e-05,6.2253809e-06,4.5177455e-06,9.3843332e-06,0,0,0,0.39365776,0.76104485,0.89190394,0.51301815,1.0367293,1.2551571,0.91666469,1.3475775,1.4545809,0,0,0,0.75981702,1.3892671,1.7642205,1.0316402,2.1327786,2.4677489,1.826151,2.7262637,2.9489147,0,0,0.01,1.1777955,2.3093503,2.6876614,1.5766906,3.3526989,3.9332524,2.8530051,4.0883479,4.9013298,True,,ground_continuity_pass,False,False,,True,True,True,True,False,True,True,True,False,False
262,f0262,True,True,True,Pallet_1,context-rich,,720,480,684.87322,684.87322,360,240,1.1368684e-13,1.6089085,1.6089085,label_recomputed,10,15.145,,1.5191729,68859,363,242,242,756.64561,253.89747,253.89747,798.10808,358.66421,230.50847,230.50847,426.34982,82675.138,43.0855,46755.739,6,6,7,6,True,True,7,7.9329088e-06,1.419821e-05,7.3171448e-06,1.7075473e-06,7.9621654e-06,0,0,0,0.54724479,1.2571805,1.4503667,0.22902204,0.39419824,0.43808712,1.0054663,1.3678255,1.4465068,0,0,0,1.0103755,2.2040971,2.4340015,0.44529546,0.75209738,0.82854975,2.0445624,2.7307235,2.8943208,0,0,0.04,1.3985586,3.8182868,4.5384564,0.64823139,1.1393007,1.3639126,2.9472607,4.2600195,4.8520696,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,False
263,f0263,True,True,True,Pallet_0,context-rich,,960,540,605.9065,605.9065,480,270,1.1368684e-13,11.418998,11.418998,label_recomputed,10,18.158,,10.444365,1159,82,19,19,84.291139,35.385238,35.385238,91.417236,84.228538,17.469005,17.469005,86.021001,1471.3887,8.4164273,990.23796,5,5,6,5,True,True,6,8.576511e-06,2.2789074e-05,0.00010855078,2.1497471e-05,8.6312855e-06,0,0.02,0.745,12.105035,29.730866,33.960185,1.6190061,3.286553,3.8796141,0.90703107,1.2868347,1.4008089,0,0.08,0.965,27.403492,57.941986,65.690375,4.0646473,44.178745,47.722713,1.7496623,11.357743,11.919045,0,0.175,0.96,37.701681,92.075913,109.50182,5.6046781,46.28924,48.416302,2.6186735,11.000973,11.763104,False,camera_distance_over_limit,ground_continuity_pass,True,False,,True,True,True,True,True,True,False,False,False,True
264,f0264,True,True,True,Pallet_2,controlled-occlusion,,640,480,393.42017,393.42017,320,240,2.8421709e-14,3.2164065,3.2164065,label_recomputed,10,2.037,,3.0389731,4983,187,32,32,187.07695,32.951265,32.951265,189.95676,139.42833,32.951265,32.951265,143.26913,4594.3397,8.5520628,3616.4954,8,6,7,6,True,True,7,1.7056659e-05,3.8169115e-05,2.6173529e-05,4.6763109e-06,1.6906318e-05,0,0,0.11,1.9844778,5.2193043,6.2565812,0.58288427,0.9677899,1.1507592,0.98142687,1.3563628,1.4698407,0,0,0.435,4.1829818,10.549771,11.944563,1.0882492,1.8266172,2.2114807,1.8503599,2.7351944,2.9692644,0,0,0.59,6.301783,17.588337,20.008502,1.7317875,2.864998,3.3340967,2.9114055,3.8929341,4.1893706,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,False
265,f0265,True,True,True,Pallet_1,context-rich,,640,480,653.85871,653.85871,320,240,1.4210855e-14,8.8755866,8.8755866,label_recomputed,10,5.689,,7.9750537,1941,113,21,21,127.93611,21.160745,21.160745,129.67431,95.686507,20.402214,20.402214,97.837405,1952.2166,10.932658,1469.9476,6,6,7,6,True,True,7,1.2208128e-05,1.9207577e-05,0.00016409586,1.8231616e-05,1.0838476e-05,0,0.01,0.585,6.9280758,17.711913,22.586648,0.96078517,1.6374177,1.766621,0.9383819,1.2727846,1.3741616,0,0.065,0.845,17.271937,47.657408,76.18445,2.0207886,3.7937695,46.769926,1.9066413,2.7825064,30.465362,0,0.135,0.88,26.337684,89.986186,141.88462,3.421283,45.186912,47.987108,3.08631,30.174644,32.295837,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,False,False,False,True
266,f0266,True,True,True,Pallet_3,context-rich,,640,480,450.08712,450.08712,320,240,2.8421709e-14,1.0629658,1.0629658,label_recomputed,10,1.642,,1.0503445,67241,640,161,161,798.13326,173.80365,173.80365,816.83805,402.52056,60.978825,60.978825,407.11328,24545.231,40.793808,20261.252,4,4,5,4,True,True,5,5.2533075e-06,8.7780812e-06,3.1501675e-06,1.2074183e-06,5.1249709e-06,0,0,0,0.46920067,0.80851864,0.89325238,0.4989556,0.85262653,0.99766047,1.0965374,2.0204653,2.3413741,0,0.005,0.005,1.0264331,1.6655849,1.8453934,0.90936671,1.7818284,2.1828034,2.2422483,3.8240533,4.5999317,0,0.005,0.02,1.5520505,2.6127769,2.9641102,1.4800805,2.6966831,3.2136409,3.1511952,5.9939005,7.7779172,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,False
267,f0267,True,True,True,Pallet_0,context-rich,,960,540,595.41153,595.41153,480,270,5.6843419e-14,1.4346488,1.4346488,label_recomputed,10,12.085,,1.3485029,105534,636,199,199,707.1776,301.28411,301.28411,768.68216,336.06369,155.54151,155.54151,370.31334,52271.855,27.104589,26410.049,5,4,5,4,True,True,5,55.614266,130.2493,20.5184,159.28829,6.3351682e-05,0,0.595,0.795,17.907305,21.858899,35.547545,158.50822,159.40388,159.4501,52.031916,56.058948,56.474,0,0.54,0.725,16.03566,23.347871,31.064011,158.14718,159.42938,159.57466,50.428837,56.530298,57.328519,0,0.61,0.77,16.775146,22.41822,24.267146,158.6217,159.47519,159.62241,52.363054,56.756551,57.421004,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,True
268,f0268,True,True,True,Pallet_0,controlled-occlusion,,720,480,605.9065,605.9065,360,240,1.1368684e-13,9.9643641,9.9643641,label_recomputed,10,8.367,,9.5697329,1590,90,24,24,93.326303,24.586717,24.586717,96.510649,51.703416,20.278079,20.278079,55.537769,1048.4459,6.6343679,615.57208,8,5,6,5,True,True,6,6.821554e-06,1.4794357e-05,8.1466781e-05,1.2431132e-05,7.7619915e-06,0,0.045,0.89,19.995904,66.092529,86.038172,1.3380589,33.094361,33.937207,0.92053432,13.301259,15.692709,0,0.145,0.96,35.601017,127.27098,241.40689,3.1046468,33.564439,34.79837,1.8640864,15.331937,16.14828,0,0.28,0.98,58.899091,506.1289,923.42905,4.7335006,34.877576,37.6486,2.9740824,15.695889,16.557441,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,False,False,False,True
269,f0269,True,True,True,Pallet_3,context-rich,,640,480,620.242,620.242,320,240,1.1368684e-13,3.5563681,3.5563681,label_recomputed,10,68.973,,3.3502834,26336,249,201,201,251.53411,291.38773,251.53411,384.93664,251.53411,192.01185,192.01185,316.44583,48297.532,6.6732556,18359.513,6,6,7,6,True,True,7,1.4694759e-05,5.6355988e-05,1.4043154e-05,6.9360899e-06,1.6143113e-05,0,0,0.135,2.4603691,5.3778855,6.3768991,1.6395524,3.0351753,3.6035593,1.0438776,1.3604099,1.5513411,0,0,0.425,4.1188067,10.521306,14.934081,3.021715,5.775782,6.6931807,2.0201837,2.7744452,3.0642772,0,0,0.695,7.7056703,17.414508,20.88141,4.6506951,9.6393581,11.057068,3.1539575,4.5349554,5.1262591,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,False
270,f0270,True,True,True,Pallet_2,context-rich,,960,540,661.09894,661.09894,480,270,1.1368684e-13,1.6640308,1.6640308,label_recomputed,10,8.925,,1.5307694,56199,490,189,189,772.46318,233.31222,233.31222,806.92871,467.87975,150.75898,150.75898,491.56864,70537.072,53.688342,36786.749,6,5,6,5,True,True,6,7.5061057e-06,1.0098429e-05,9.7076539e-06,2.4148365e-06,3.5010878e-06,0,0,0,0.62756525,1.4410596,1.6184442,0.26687729,0.46494736,0.50352843,0.95863363,1.3800147,1.4672681,0,0,0.015,1.163799,2.8058446,3.8777143,0.54722239,1.0125338,1.2044032,1.8879979,2.7948423,3.0365778,0,0,0.055,1.7834394,4.3199237,5.0659865,0.76187607,1.485624,1.713212,2.9400479,4.1367976,4.6001944,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,False
272,f0272,True,True,True,Pallet_3,context-rich,,560,560,479.47228,479.47228,280,280,1.1368684e-13,3.1409066,3.1409066,label_recomputed,10,68.746,,3.1409066,21470,182,215,182,183.72601,216.53516,183.72601,283.97663,183.72601,216.53516,183.72601,283.97663,39783.143,4.0694271,25150.053,8,8,9,8,True,True,9,1.3870804e-05,6.6234858e-05,6.1357187e-06,2.4148365e-06,1.298209e-05,0,0,0,1.2781026,2.6590445,3.1534935,1.279882,2.2156362,2.4959169,1.0942378,1.4516922,1.5448924,0,0,0.24,2.7721338,6.1090563,6.8382993,2.770883,4.6024962,5.2195678,2.2588994,2.9564176,3.0926558,0,0,0.49,3.8713083,8.6721844,9.533995,3.9064461,7.0790352,7.8809812,3.2142477,4.3764691,4.6927261,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,False
273,f0273,True,True,True,Pallet_0,controlled-occlusion,,640,480,438.3306,438.3306,320,240,2.8421709e-14,8.457372,8.457372,label_recomputed,10,41.822,,8.3286473,2615,71,58,58,72.840946,58.808028,58.808028,93.61724,50.240596,58.808028,50.240596,77.346633,2954.5504,5.8584801,1440.6564,8,6,6,6,True,True,6,5.6824276e-06,1.1191567e-05,0.00021218934,1.9543772e-05,5.5529068e-06,0,0.02,0.815,12.257354,41.737994,66.303592,1.9593119,4.7580231,25.234082,0.93689985,1.6465688,10.159542,0,0.06,0.955,29.104142,85.939152,102.29347,4.8204458,25.131503,27.295788,1.9819442,10.493485,10.947655,0,0.17,0.97,46.429605,137.91559,253.88304,7.2760733,27.321707,31.942569,2.9853665,10.190559,11.391273,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,True
274,f0274,True,True,True,Pallet_1,context-rich,,720,480,605.9065,605.9065,360,240,5.6843419e-14,1.2039057,1.2039057,label_recomputed,10,28.542,,1.1903811,208045,720,389,389,939.16683,394.91418,394.91418,1018.8187,14.476398,52.837044,14.476398,54.784298,764.8901,54.784298,0,4,2,2,2,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,ground_continuity_pass,False,False,,False,True,True,True,True,False,False,False,True,True
275,f0275,True,True,True,Pallet_2,controlled-occlusion,,960,540,484.16384,484.16384,480,270,5.6843419e-14,6.0211271,6.0211271,label_recomputed,10,12.869,,5.6583108,3791,137,43,43,136.96954,43.202982,43.202982,143.62156,71.945097,33.439388,33.439388,79.33656,2405.8001,14.058614,1263.2812,8,4,5,4,True,True,5,7.3132102e-06,1.5940519e-05,3.8811504e-05,1.7160638e-05,7.4283451e-06,0,0.09,0.715,9.0338632,62.860823,105.80889,1.7188824,14.918728,48.415903,0.78559775,5.1261613,14.758883,0,0.24,0.895,21.535736,173.03125,219.4919,3.8704067,47.781156,53.090872,1.9201475,14.69365,15.99756,0,0.18,0.955,33.889814,132.44431,186.94811,5.6778872,41.081246,49.866268,2.9429006,15.437687,17.609675,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,True
276,f0276,True,True,True,Pallet_1,context-rich,,640,480,437.31243,437.31243,320,240,5.6843419e-14,1.4384391,1.4384391,label_recomputed,10,21.896,,1.4297769,66522,465,260,260,476.04466,264.21607,264.21607,544.45261,357.72185,119.9589,119.9589,377.2997,42911.919,60.860192,10967.656,7,3,3,3,True,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,ground_continuity_pass,False,False,,False,True,True,True,True,False,False,False,False,True
278,f0278,True,True,True,Pallet_0,context-rich,,640,480,605.9065,605.9065,320,240,2.8421709e-14,5.2209341,5.2209341,label_recomputed,10,3.203,,4.8028232,3810,146,31,31,163.82555,31.329994,31.329994,166.79442,85.661752,24.785599,24.785599,89.175454,2123.1778,16.160233,1221.748,4,4,5,4,True,True,5,8.1908147e-06,1.7143784e-05,9.2185811e-05,1.0173887e-05,7.1587904e-06,0,0.035,0.61,6.9913736,19.866296,26.980573,1.0068976,2.0615965,2.6912889,0.82840054,1.326086,1.5842606,0,0.18,0.84,13.078216,411.19764,627.31274,2.130504,10.174903,22.51232,1.6434942,13.182271,22.109143,0,0.24,0.93,24.789431,463.50596,721.71567,3.3237315,16.201804,24.316791,2.5600855,15.39609,24.887707,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,False,False,True
279,f0279,True,True,True,Pallet_2,context-rich,,960,540,619.20547,619.20547,480,270,1.1368684e-13,0.83233429,0.83233429,label_recomputed,10,15.567,,0.81191362,408992,960,535,535,2183.3069,779.21394,779.21394,2318.1897,610.67596,111.23508,111.23508,620.72407,67928.59,116.88009,40425.871,4,3,4,3,True,True,4,0.00018558571,0.00070326275,6.2310753e-05,6.4942942e-05,0.00018558571,0,0.02,0.145,2.4770377,5.112944,6.2826546,2.5638233,5.4701223,6.6862315,4.8327124,10.052391,11.395766,0,0.15,0.565,5.3802738,43.946928,44.839471,5.4579532,53.998465,55.660047,10.099152,89.60703,91.19309,0,0.26,0.76,8.285999,44.556572,45.920813,8.2570238,54.735254,57.294474,15.86296,90.966577,92.804785,True,,ground_continuity_pass,False,False,,False,True,True,True,True,True,True,True,False,True
281,f0281,True,True,True,Pallet_3,context-rich,,640,480,605.9065,605.9065,320,240,1.1368684e-13,3.4693096,3.4693096,label_recomputed,10,31.541,,3.3034598,19389,212,142,142,215.26192,173.0068,173.0068,276.16851,212.23581,131.74768,131.74768,249.8029,27961.576,25.797568,14420.059,5,5,6,5,True,True,6,1.6352909e-05,3.4778691e-05,9.3576797e-06,5.5330856e-06,1.5895305e-05,0,0,0,1.162226,2.6407541,3.0951102,0.55257426,1.0023837,1.1052141,0.86007796,1.2038926,1.3788667,0,0,0.125,2.02977,5.1633879,6.0827626,1.0729472,1.8140981,2.0973278,1.8143877,2.4748101,2.8176235,0,0,0.22,2.8920371,6.5191333,9.4072885,1.6825955,3.0242559,3.5253292,2.5488655,3.6474564,4.1093229,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,False
282,f0282,True,True,True,Pallet_1,context-rich,,640,480,666.3972,666.3972,320,240,1.1368684e-13,1.8557896,1.8557896,label_recomputed,10,48.217,,1.8557896,117472,548,404,404,553.72435,425.00735,425.00735,698.02715,553.72435,399.58604,399.58604,682.84673,221260.52,32.933667,132227.93,7,7,8,7,True,True,8,3.4872377e-06,7.4713828e-06,2.4189215e-06,1.7075473e-06,3.4872378e-06,0,0,0,0.37409087,0.65905268,0.80975058,0.33980625,0.62036663,0.72094133,1.2124797,1.8820924,2.0796692,0,0,0,0.76183411,1.3492745,1.4688117,0.71481167,1.2671656,1.5221471,2.4317539,3.5237433,3.8987259,0,0,0,1.2077973,2.0154634,2.4300411,1.0476822,2.1147378,2.2638782,3.5809063,5.5356686,6.0732484,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,False
283,f0283,True,True,True,Pallet_2,context-rich,,720,480,638.94621,638.94621,360,240,5.6843419e-14,5.8620378,5.8620378,label_recomputed,10,6.791,,5.2740109,6305,193,41,41,201.65284,42.116683,42.116683,206.00408,66.947518,25.338481,25.338481,71.582182,1696.3484,25.547788,813.37065,6,3,4,3,True,True,4,5.2893687e-06,9.6139951e-06,0.00013777958,5.5330856e-06,5.2893688e-06,0,0,0.88,18.167311,44.658956,59.858312,2.5070401,5.6735885,6.7956463,0.3519829,0.64000498,0.8094339,0,0.095,0.95,39.282934,98.283276,117.35057,4.736075,10.097813,11.996465,0.71547522,1.2573443,1.3975283,0,0.345,0.99,62.064753,160.7383,201.24214,8.077803,143.20367,148.92471,1.0459167,1.9428996,2.1835693,True,,ground_continuity_pass,False,False,,False,True,True,True,False,True,True,False,False,True
284,f0284,True,True,True,Pallet_3,context-rich,,960,540,416.61103,416.61103,480,270,1.1368684e-13,94.203223,94.203223,label_recomputed,10,12.838,,88.949112,13,7,2,2,7.2703812,1.675498,1.675498,7.4609474,7.2703812,1.675498,1.675498,7.4609474,12.181509,0.69218287,10.604459,8,8,9,8,True,True,9,7.0079964e-06,1.4042183e-05,0.017361213,0.00011294364,5.6767727e-06,0,0.96,1,1646.4328,9904.0301,13399.947,25.496626,142.81831,160.11234,1.3794783,1.9683609,2.0697708,0,0.985,1,2338.5153,25573.97,42586.233,57.207714,159.24719,166.9274,2.2960404,3.0029709,3.2158629,0,0.99,1,2620.7526,14902.926,28779.05,81.672355,168.22305,176.34013,3.3276845,4.2609789,4.5724316,False,camera_distance_over_limit,ground_continuity_pass,True,False,,True,True,True,True,True,False,False,False,True,True
285,f0285,True,True,True,Pallet_2,context-rich,,560,560,605.9065,605.9065,280,280,1.1368684e-13,6.9719126,6.9719126,label_recomputed,10,74.995,,6.5751362,9142,141,148,141,142.27192,149.38609,142.27192,206.2947,142.27192,149.38609,142.27192,206.2947,21253.445,3.2244075,10860.896,8,8,9,8,True,True,9,8.7580131e-06,1.8513646e-05,7.3565042e-05,2.1767042e-05,1.0945168e-05,0,0,0.35,3.1716776,9.0578202,10.794332,2.4706369,4.6587897,5.2056733,1.0819924,1.4160799,1.4943455,0,0.005,0.77,6.9719125,19.047364,22.391,4.9787291,11.070953,13.529033,2.2273808,3.0264649,3.321506,0,0.025,0.95,9.3849283,26.054006,34.743754,8.3727239,20.915568,29.528698,3.4451274,4.6495712,5.2964025,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,True
287,f0287,True,True,True,Pallet_0,controlled-occlusion,,640,480,605.9065,605.9065,320,240,1.8651747e-14,2.2367321,2.2367321,label_recomputed,10,3.597,,2.1006988,23257,383,65,65,392.61228,74.549582,74.549582,399.62738,384.9552,61.985834,61.985834,389.91378,23861.769,62.39377,15726.552,6,5,6,5,True,True,6,3.8771454e-05,0.00012023456,1.7784604e-05,1.7075473e-06,3.968578e-05,0,0,0,0.51515038,1.0604833,1.216058,0.25710387,0.42633603,0.49715923,0.84718211,1.2800534,1.4077864,0,0,0,0.93518075,2.2005115,2.7800543,0.52594631,0.84681874,0.93967757,1.9419864,2.7115727,2.9284465,0,0,0.015,1.5198914,3.3834095,3.7195727,0.75958716,1.2382341,1.4964201,2.8101503,3.9570523,4.3239026,True,,ground_continuity_pass,True,False,,True,True,True,True,True,True,True,True,False,False
